A,B,C,D,AB,AC,AD,BC,BD,CD,ABC,ABD,ACD,BCD,ABCD
1,1,1,1,0.5294117647058824,0.1111111111111111,0,0.1111111111111111,0.038461538461538464,0,0.5,0,0,0,0
1,1,1,1,0.5428571428571428,0.10526315789473684,0,0.10526315789473684,0,0,0.5,0,0,0,0
1,1,1,1,0.5428571428571428,0.10526315789473684,0,0.10526315789473684,0,0,0.5,0,0,0,0
1,1,1,1,0.5277777777777778,0.15789473684210525,0,0.10526315789473684,0.04,0,1.0,0,0,0,0
1,1,1,1,0.5277777777777778,0.10526315789473684,0,0.10526315789473684,0.038461538461538464,0,1.0,0,0,0,0
1,1,1,1,0.5277777777777778,0.15,0,0.1,0.038461538461538464,0,1.0,0,0,0,0
1,1,1,1,0.5555555555555556,0.15,0,0.1,0.038461538461538464,0,1.0,0,0,0,0
1,1,1,1,0.5428571428571428,0.15,0,0.1,0.038461538461538464,0,1.0,0,0,0,0
1,1,1,1,0.5294117647058824,0.1,0,0.1,0,0,0.5,0,0,0,0
1,1,1,1,0.5294117647058824,0.15,0,0.05,0.037037037037037035,0,1.0,0,0,0,0
1,1,1,1,0.5294117647058824,0.15,0,0.05,0.07407407407407407,0,1.0,0,0,0,0
1,1,1,1,0.5294117647058824,0.15,0,0.05,0.07407407407407407,0,1.0,0,0,0,0
1,1,1,1,0.5757575757575758,0.15,0,0.05,0.07692307692307693,0.05,1.0,0,0,0,0
1,1,1,1,0.5757575757575758,0.1,0,0.05,0.07692307692307693,0.05,1.0,0,0,0,0
1,1,1,1,0.5757575757575758,0.05,0,0.05,0.07692307692307693,0.05,1.0,0,0,0,0
1,1,1,1,0.5454545454545454,0.05,0,0.05,0.11538461538461539,0.05,1.0,0,0,0,0
1,1,1,1,0.5454545454545454,0.05,0,0.05,0.11538461538461539,0.05,1.0,0,0,0,0
1,1,1,1,0.6060606060606061,0.05,0,0.05,0.07692307692307693,0.05,1.0,0,0,0,0
1,1,1,1,0.6060606060606061,0.05,0,0.05,0.07692307692307693,0.05,1.0,0,0,0,0
1,1,1,1,0.6060606060606061,0.05,0,0.05,0.12,0,1.0,0,0,0,0
1,1,1,1,0.6060606060606061,0.10526315789473684,0,0.10526315789473684,0.08,0,1.0,0,0,0,0
1,1,1,1,0.6666666666666666,0.10526315789473684,0,0.10526315789473684,0.04,0,1.0,0,0,0,0
1,1,1,1,0.6666666666666666,0.1,0,0.1,0.04,0,1.0,0,0,0,0
1,1,1,1,0.6666666666666666,0.15,0,0.1,0.04,0,1.0,0,0,0,0
1,1,1,1,0.7272727272727273,0.15,0,0.15,0,0,1.0,0,0,0,0
1,1,1,1,0.696969696969697,0.15,0,0.15,0,0,1.0,0,0,0,0
1,1,1,1,0.696969696969697,0.2,0,0.15,0,0,1.0,0,0,0,0
1,1,1,1,0.696969696969697,0.2,0.041666666666666664,0.15,0,0,1.0,0,0,0,0
1,1,1,1,0.696969696969697,0.2,0.041666666666666664,0.15,0.041666666666666664,0,1.0,1.0,0,0,0
1,1,1,1,0.696969696969697,0.2,0.043478260869565216,0.15,0.043478260869565216,0,0.6666666666666666,1.0,0,0,0
1,1,1,1,0.696969696969697,0.15151515151515152,0.043478260869565216,0.15,0.043478260869565216,0,0.6666666666666666,1.0,0,0,0
1,1,1,1,0.6666666666666666,0.15151515151515152,0.043478260869565216,0.2,0.043478260869565216,0,0.6,1.0,0,0,0
1,1,1,1,0.6470588235294118,0.15,0.045454545454545456,0.25,0.09090909090909091,0,0.75,1.0,0,0,0
1,1,1,1,0.6176470588235294,0.1,0.045454545454545456,0.2,0.09090909090909091,0,1.0,1.0,0,0,0
1,1,1,1,0.6470588235294118,0.14285714285714285,0.045454545454545456,0.14285714285714285,0.13636363636363635,0,0.6666666666666666,1.0,0,0,0
1,1,1,1,0.6470588235294118,0.14285714285714285,0.045454545454545456,0.14285714285714285,0.13636363636363635,0,0.6666666666666666,1.0,0,0,0
1,1,1,1,0.6470588235294118,0.14285714285714285,0.045454545454545456,0.14285714285714285,0.09090909090909091,0,0.6666666666666666,0,0,0,0
1,1,1,1,0.6470588235294118,0.19047619047619047,0,0.14285714285714285,0.09090909090909091,0,0.6666666666666666,0,0,0,0
1,1,1,1,0.6176470588235294,0.14285714285714285,0,0.14285714285714285,0.09090909090909091,0,0.6666666666666666,0,0,0,0
1,1,1,1,0.5882352941176471,0.14285714285714285,0,0.14285714285714285,0.09090909090909091,0,0.6666666666666666,0,0,0,0
1,1,1,1,0.5882352941176471,0.14285714285714285,0,0.14285714285714285,0.045454545454545456,0,0.6666666666666666,0,0,0,0
1,1,1,1,0.6,0.19047619047619047,0,0.14285714285714285,0.045454545454545456,0,1.0,0,0,0,0
1,1,1,1,0.6470588235294118,0.19047619047619047,0,0.14285714285714285,0.045454545454545456,0.047619047619047616,1.0,0,0,0,0
1,1,1,1,0.6470588235294118,0.19047619047619047,0,0.14285714285714285,0.047619047619047616,0.047619047619047616,1.0,0,0,0,0
1,1,1,1,0.6470588235294118,0.19047619047619047,0,0.14285714285714285,0.045454545454545456,0.047619047619047616,1.0,0,0,0,0
1,1,1,1,0.6470588235294118,0.19047619047619047,0,0.19047619047619047,0.045454545454545456,0.047619047619047616,0.75,0,0,0,0
1,1,1,1,0.6363636363636364,0.19047619047619047,0,0.19047619047619047,0.045454545454545456,0.047619047619047616,0.75,0,0,0,0
1,1,1,1,0.625,0.15,0,0.2,0.045454545454545456,0.05,1.0,0,0,0,0
1,1,1,1,0.59375,0.15,0,0.2,0.045454545454545456,0,1.0,0,0,0,0
1,1,1,1,0.59375,0.2,0,0.2,0.045454545454545456,0,0.8,0,0,0,0
1,1,1,1,0.5806451612903226,0.2,0,0.2,0.047619047619047616,0,0.8,0,0,0,0
1,1,1,1,0.5806451612903226,0.2,0,0.2,0.047619047619047616,0,0.8,0,0,0,0
1,1,1,1,0.6451612903225806,0.2,0,0.2,0.047619047619047616,0,0.8,0,0,0,0
1,1,1,1,0.6451612903225806,0.15,0,0.2,0.047619047619047616,0,0.6666666666666666,0,0,0,0
1,1,1,1,0.6875,0.15,0,0.2,0.047619047619047616,0,0.6666666666666666,0,0,0,0
1,1,1,1,0.6875,0.15789473684210525,0,0.15789473684210525,0.047619047619047616,0,0.6666666666666666,0,0,0,0
1,1,1,1,0.65625,0.15789473684210525,0,0.15789473684210525,0,0,1.0,0,0,0,0
1,1,1,1,0.65625,0.15789473684210525,0,0.15789473684210525,0,0,1.0,0,0,0,0
1,1,1,1,0.65625,0.15789473684210525,0,0.15789473684210525,0,0,1.0,0,0,0,0
1,1,1,1,0.5757575757575758,0.15789473684210525,0,0.15789473684210525,0,0,0.6666666666666666,0,0,0,0
1,1,1,1,0.5588235294117647,0.10526315789473684,0,0.15789473684210525,0,0,1.0,0,0,0,0
1,1,1,1,0.59375,0.10526315789473684,0,0.21052631578947367,0,0,1.0,0,0,0,0
1,1,1,1,0.59375,0.1111111111111111,0,0.2222222222222222,0,0,1.0,0,0,0,0
1,1,1,1,0.625,0.1111111111111111,0,0.2222222222222222,0,0,1.0,0,0,0,0
1,1,1,1,0.625,0.1111111111111111,0,0.2222222222222222,0,0,1.0,0,0,0,0
1,1,1,1,0.6363636363636364,0.1111111111111111,0,0.16666666666666666,0.05,0,1.0,0,0,0,0
1,1,1,1,0.59375,0.1111111111111111,0,0.16666666666666666,0.05,0,1.0,0,0,0,0
1,1,1,1,0.59375,0.1111111111111111,0,0.16666666666666666,0.05,0,1.0,0,0,0,0
1,1,1,1,0.59375,0.1111111111111111,0,0.16666666666666666,0.05,0,1.0,0,0,0,0
1,1,1,1,0.59375,0.1111111111111111,0,0.16666666666666666,0.05,0,1.0,0,0,0,0
1,1,1,1,0.59375,0.1111111111111111,0,0.16666666666666666,0.047619047619047616,0,1.0,0,0,0,0
1,1,1,1,0.6060606060606061,0.1111111111111111,0,0.16666666666666666,0.047619047619047616,0,1.0,0,0,0,0
1,1,1,1,0.6060606060606061,0.15789473684210525,0,0.10526315789473684,0.047619047619047616,0,1.0,0,0,0,0
1,1,1,1,0.6060606060606061,0.15789473684210525,0,0.10526315789473684,0.047619047619047616,0,1.0,0,0,0,0
1,1,1,1,0.6060606060606061,0.15789473684210525,0,0.10526315789473684,0.047619047619047616,0,1.0,0,0,0,0
1,1,1,1,0.6060606060606061,0.15789473684210525,0,0.15789473684210525,0.047619047619047616,0,0.75,0,0,0,0
1,1,1,1,0.6060606060606061,0.15789473684210525,0,0.15789473684210525,0.047619047619047616,0,0.75,0,0,0,0
1,1,1,1,0.6363636363636364,0.15789473684210525,0,0.15789473684210525,0.047619047619047616,0,0.75,0,0,0,0
1,1,1,1,0.6060606060606061,0.15789473684210525,0,0.15789473684210525,0.047619047619047616,0,0.75,0,0,0,0
1,1,1,1,0.6060606060606061,0.21052631578947367,0,0.15789473684210525,0.047619047619047616,0,1.0,0,0,0,0
1,1,1,1,0.6176470588235294,0.21052631578947367,0,0.15789473684210525,0.047619047619047616,0,1.0,0,0,0,0
1,1,1,1,0.6176470588235294,0.2631578947368421,0,0.10526315789473684,0.047619047619047616,0,1.0,0,0,0,0
1,1,1,1,0.6470588235294118,0.2631578947368421,0,0.15789473684210525,0.047619047619047616,0,1.0,0,0,0,0
1,1,1,1,0.6176470588235294,0.2631578947368421,0,0.15789473684210525,0,0,1.0,0,0,0,0
1,1,1,1,0.6285714285714286,0.2631578947368421,0,0.15789473684210525,0.047619047619047616,0,1.0,0,0,0,0
1,1,1,1,0.6285714285714286,0.2631578947368421,0,0.15789473684210525,0.047619047619047616,0,1.0,0,0,0,0
