A,B,C,D,AB,AC,AD,BC,BD,CD,ABC,ABD,ACD,BCD,ABCD
51,43,50,38,31,15,1,8,1,4,9,0,0,0,0
51,43,50,38,32,15,0,8,2,3,7,0,0,1,0
51,43,50,38,32,15,0,9,2,2,8,0,0,1,0
51,42,50,38,31,14,0,7,2,2,5,0,0,1,0
51,42,50,38,33,16,1,7,3,1,6,0,0,0,0
50,42,50,38,34,16,1,7,2,1,6,0,0,0,0
49,41,50,37,34,14,1,7,3,0,5,1,0,0,0
49,41,51,37,36,13,1,7,2,1,4,1,0,1,0
49,41,51,37,38,12,2,7,1,2,6,2,2,1,2
47,41,51,37,36,13,3,6,2,3,6,2,3,1,2
47,41,51,37,36,13,3,7,2,3,6,2,3,1,2
47,41,50,37,37,13,2,7,1,2,8,1,1,0,0
47,41,50,37,37,14,3,8,0,3,10,0,1,0,0
47,42,49,37,36,14,2,8,1,2,10,0,1,0,0
47,42,49,37,34,13,2,8,2,3,10,0,1,0,0
47,42,48,37,34,13,1,9,2,3,11,0,0,0,0
48,42,48,37,34,12,2,9,2,3,10,0,0,0,0
46,41,48,37,31,10,2,8,2,3,7,0,0,0,0
45,41,49,38,30,10,2,8,2,3,6,0,0,0,0
45,41,49,38,29,10,2,8,1,1,6,0,0,0,0
44,41,49,38,26,9,2,8,2,1,4,1,0,0,0
44,41,49,38,24,9,1,8,1,1,4,1,0,0,0
45,41,49,38,25,10,1,8,1,1,5,1,0,0,0
45,41,48,37,25,9,1,7,1,1,4,1,0,0,0
45,41,48,37,25,11,1,8,1,1,7,1,0,0,0
45,41,48,37,24,11,1,8,1,1,7,1,0,0,0
45,41,48,37,23,12,1,9,1,0,9,1,0,0,0
45,41,48,38,23,13,2,9,2,1,9,1,0,0,0
45,41,48,38,22,14,2,8,1,1,9,0,0,0,0
46,41,49,37,24,16,1,8,1,1,11,0,0,0,0
46,40,49,36,25,14,1,8,1,1,9,0,0,0,0
47,40,49,36,26,12,1,7,2,1,8,0,0,0,0
46,40,49,36,25,11,2,7,1,2,7,0,0,0,0
46,40,48,36,25,9,2,7,1,2,6,0,0,0,0
46,40,48,35,25,8,2,7,1,2,5,0,0,0,0
46,41,49,35,25,8,2,6,1,2,5,0,0,0,0
46,41,49,36,25,8,2,6,2,3,5,0,0,0,0
47,41,49,36,24,10,2,6,2,4,5,0,0,0,0
47,41,49,37,25,11,2,6,2,4,6,0,0,1,0
47,41,49,37,25,12,3,8,2,4,8,1,1,1,1
46,41,49,38,26,12,2,6,3,2,8,1,0,0,0
47,42,49,38,27,11,2,7,3,2,8,1,0,0,0
47,42,50,37,29,13,2,9,3,0,8,1,0,0,0
47,42,50,38,29,14,2,8,3,0,9,1,0,0,0
47,42,52,39,29,16,2,8,2,2,8,1,0,0,0
47,43,51,38,30,13,2,7,2,1,6,1,0,0,0
47,43,51,38,30,14,2,7,1,1,7,0,0,0,0
47,43,51,38,30,13,3,8,1,1,6,0,0,0,0
47,43,51,38,28,12,3,6,1,1,5,0,0,0,0
47,43,51,38,28,12,3,8,2,2,6,2,0,0,0
47,43,52,38,28,10,3,7,2,3,4,2,0,0,0
46,43,53,39,26,7,3,6,2,2,2,2,0,0,0
46,43,52,39,24,6,3,5,1,2,2,2,0,0,0
46,43,53,39,25,5,3,5,1,2,1,2,0,0,0
46,44,53,39,25,7,3,4,2,2,1,2,0,0,0
46,45,54,39,24,9,4,6,2,1,4,2,0,0,0
47,45,54,39,28,10,4,8,2,0,5,2,0,0,0
47,44,54,40,27,10,3,8,3,0,5,2,0,0,0
48,44,54,41,29,10,4,10,3,0,7,3,0,0,0
48,45,54,41,29,11,5,10,3,1,7,3,0,0,0
48,45,54,41,29,12,4,10,1,1,8,1,0,0,0
48,45,54,41,30,12,3,8,0,1,7,0,0,0,0
48,45,55,41,30,12,2,8,0,1,6,0,0,0,0
48,46,55,41,30,13,2,8,0,1,7,0,0,0,0
48,46,55,41,30,11,2,7,1,1,6,0,0,0,0
48,46,55,40,31,13,2,7,1,1,5,0,0,0,0
47,46,55,40,31,14,2,7,1,0,5,0,0,0,0
48,46,55,40,31,14,1,6,1,0,4,0,0,0,0
50,46,55,40,34,13,0,8,0,0,5,0,0,0,0
50,45,55,39,36,13,0,8,0,0,6,0,0,0,0
52,45,55,40,35,13,0,8,0,0,5,0,0,0,0
52,44,56,41,35,13,0,8,0,0,5,0,0,0,0
52,44,56,41,35,12,0,7,0,1,4,0,0,0,0
52,45,57,41,35,13,0,9,0,1,4,0,0,0,0
52,45,58,41,35,13,0,10,1,1,4,0,0,0,0
52,45,58,40,34,12,0,9,1,2,5,0,0,0,0
52,45,58,40,35,12,0,8,1,2,6,0,0,0,0
52,45,59,40,31,12,0,9,2,3,6,0,0,0,0
52,45,59,40,32,13,0,10,2,3,8,0,0,0,0
51,45,59,40,31,12,0,9,2,4,5,0,0,0,0
51,45,59,40,31,11,1,8,3,5,5,0,2,0,0
50,44,59,40,31,12,1,7,2,7,6,0,3,0,0
50,44,58,40,33,12,2,6,2,7,6,1,3,0,0
47,44,58,40,33,11,2,6,2,7,6,1,3,0,0
47,43,58,40,34,11,2,6,2,7,6,1,3,0,0
47,42,58,40,33,11,2,5,1,4,5,1,3,0,0
