A,B,C,D,AB,AC,AD,BC,BD,CD,ABC,ABD,ACD,BCD,ABCD
34,58,18,26,18,2,0,2,1,0,1,0,0,0,0
35,59,19,26,19,2,0,2,0,0,1,0,0,0,0
35,59,19,26,19,2,0,2,0,0,1,0,0,0,0
36,62,19,25,19,3,0,2,1,0,2,0,0,0,0
36,62,19,26,19,2,0,2,1,0,2,0,0,0,0
36,60,20,26,19,3,0,2,1,0,2,0,0,0,0
36,60,20,26,20,3,0,2,1,0,2,0,0,0,0
35,60,20,26,19,3,0,2,1,0,2,0,0,0,0
34,60,20,26,18,2,0,2,0,0,1,0,0,0,0
34,60,20,27,18,3,0,1,1,0,1,0,0,0,0
34,60,20,27,18,4,0,1,2,0,1,0,0,0,0
34,60,20,27,18,4,0,1,2,0,1,0,0,0,0
33,59,20,26,19,4,0,1,2,1,1,0,0,0,0
33,59,20,26,19,2,0,1,2,1,1,0,0,0,0
33,59,20,26,19,1,0,1,2,1,1,0,0,0,0
33,59,20,26,18,1,0,1,3,1,1,0,0,0,0
33,58,20,26,18,1,0,1,3,1,1,0,0,0,0
33,57,20,26,20,1,0,1,2,1,1,0,0,0,0
33,57,20,26,20,1,0,1,2,1,1,0,0,0,0
33,57,20,25,20,1,0,1,3,0,1,0,0,0,0
33,57,19,25,20,2,0,2,2,0,2,0,0,0,0
33,57,19,25,23,2,0,2,1,0,2,0,0,0,0
33,57,20,25,23,2,0,2,1,0,2,0,0,0,0
33,57,20,25,23,3,0,2,1,0,2,0,0,0,0
33,57,20,25,25,4,0,3,0,0,4,0,0,0,0
33,57,20,24,24,4,0,3,0,0,4,0,0,0,0
33,57,20,24,24,5,0,3,0,0,4,0,0,0,0
33,57,20,24,24,5,1,3,0,0,4,0,0,0,0
33,57,20,24,24,5,1,3,1,0,4,1,0,0,0
33,57,20,23,24,5,1,3,1,0,3,1,0,0,0
33,57,20,23,24,5,1,3,1,0,3,1,0,0,0
33,57,20,23,24,5,1,4,1,0,3,1,0,0,0
34,57,20,22,24,4,1,5,2,0,3,1,0,0,0
34,57,20,22,23,3,1,4,2,0,3,1,0,0,0
34,57,21,22,24,3,1,3,3,0,2,1,0,0,0
34,57,21,22,24,3,1,3,3,0,2,1,0,0,0
34,57,21,22,24,3,1,3,2,0,2,0,0,0,0
34,57,21,22,23,4,0,3,2,0,2,0,0,0,0
34,57,21,22,22,3,0,3,2,0,2,0,0,0,0
34,56,21,22,21,3,0,3,2,0,2,0,0,0,0
34,57,21,22,21,3,0,3,1,0,2,0,0,0,0
35,56,21,22,22,5,0,3,1,0,3,0,0,0,0
34,56,21,22,23,5,0,3,1,1,3,0,0,0,0
34,56,21,21,22,5,0,3,1,1,3,0,0,0,0
34,56,21,22,22,5,0,3,1,1,3,0,0,0,0
34,56,21,22,22,6,0,4,1,1,4,0,0,0,0
33,55,21,22,21,6,0,4,1,1,4,0,0,0,0
32,55,20,22,20,4,0,4,1,1,4,0,0,0,0
32,56,20,22,19,4,0,4,1,0,4,0,0,0,0
32,56,20,22,19,5,0,4,1,0,4,0,0,0,0
31,56,20,21,18,5,0,4,1,0,4,0,0,0,0
31,56,20,21,18,5,0,4,1,0,4,0,0,0,0
31,56,20,21,20,5,0,4,1,0,4,0,0,0,0
31,56,20,21,21,3,0,4,1,0,2,0,0,0,0
32,56,20,21,23,3,0,4,1,0,2,0,0,0,0
32,56,19,21,23,3,0,3,1,0,2,0,0,0,0
32,56,19,21,21,3,0,3,0,0,3,0,0,0,0
32,57,19,21,21,3,0,3,0,0,3,0,0,0,0
32,57,19,21,21,3,0,3,0,0,3,0,0,0,0
33,55,19,20,19,3,0,3,0,0,2,0,0,0,0
34,55,19,20,20,2,0,3,0,0,2,0,0,0,0
32,55,19,20,20,2,0,4,0,0,2,0,0,0,0
32,55,18,20,20,2,0,4,0,0,2,0,0,0,0
32,55,18,20,21,2,0,4,0,0,2,0,0,0,0
32,56,18,20,21,2,0,4,0,0,2,0,0,0,0
33,56,18,20,21,3,0,3,1,0,3,0,0,0,0
32,56,18,20,19,3,0,3,1,0,3,0,0,0,0
32,56,18,20,19,3,0,3,1,0,3,0,0,0,0
32,56,18,20,19,3,0,3,1,0,3,0,0,0,0
32,56,18,20,19,3,0,3,1,0,3,0,0,0,0
32,57,18,21,19,3,0,3,1,0,3,0,0,0,0
33,58,18,21,20,3,0,3,1,0,3,0,0,0,0
33,59,19,21,21,4,0,2,1,0,3,0,0,0,0
33,59,19,21,21,4,0,2,1,0,3,0,0,0,0
33,59,19,21,21,4,0,2,1,0,3,0,0,0,0
33,59,19,21,21,4,0,3,1,0,3,0,0,0,0
33,60,19,21,21,4,0,3,1,0,3,0,0,0,0
33,61,19,21,22,4,0,3,1,0,3,0,0,0,0
33,61,19,21,21,4,0,3,1,0,3,0,0,0,0
33,60,19,21,20,5,0,3,1,0,4,0,0,0,0
34,61,19,21,21,5,0,3,1,0,4,0,0,0,0
34,62,19,21,21,6,0,2,1,0,3,0,0,0,0
34,61,19,21,22,6,0,3,1,0,4,0,0,0,0
34,61,19,21,21,6,0,3,0,0,3,0,0,0,0
35,61,19,21,22,6,0,3,1,0,3,0,0,0,0
35,61,19,21,22,6,0,3,1,0,3,0,0,0,0
35,61,19,21,21,6,0,2,1,0,2,0,0,0,0
35,61,19,21,20,5,0,3,2,0,2,0,0,0,0
34,61,19,21,19,5,0,3,2,0,2,0,0,0,0
35,61,19,21,20,5,0,2,2,0,1,0,0,0,0
35,61,19,21,21,5,0,1,1,0,0,0,0,0,0
35,61,19,21,21,3,0,1,2,1,0,0,0,0,0
35,60,19,21,21,3,0,1,2,1,0,0,0,0,0
35,60,19,21,21,3,1,1,2,1,1,0,0,0,0
35,60,19,21,20,3,1,1,1,1,1,0,0,0,0
35,60,19,21,20,3,1,2,0,1,2,0,0,0,0
35,61,19,21,19,3,1,2,0,1,2,0,0,0,0
35,61,19,20,19,2,1,2,0,1,1,0,0,0,0
35,61,19,21,20,2,1,2,0,2,2,0,0,0,0
35,61,19,22,21,2,1,3,1,2,2,0,0,0,0
35,61,19,22,21,2,1,3,1,2,2,0,0,0,0
35,60,19,22,21,3,1,3,1,2,3,0,0,0,0
35,60,19,22,21,3,1,3,3,2,3,0,0,0,0
35,60,19,22,20,3,1,4,4,1,3,1,0,0,0
35,60,19,22,20,3,1,4,4,1,3,1,0,0,0
35,60,19,23,22,3,1,4,4,0,3,1,0,0,0
35,60,19,23,24,3,1,4,4,0,3,1,0,0,0
35,60,19,22,24,3,1,4,3,0,3,1,0,0,0
35,60,19,22,25,4,1,4,2,0,4,0,0,0,0
35,59,19,24,25,4,1,4,3,0,4,0,0,0,0
35,59,19,24,22,4,0,4,3,1,4,0,0,0,0
35,59,19,24,23,4,0,4,3,1,4,0,0,0,0
35,60,19,24,24,4,0,4,3,1,4,0,0,0,0
35,60,19,24,23,4,0,3,3,1,2,0,0,0,0
35,59,19,24,23,4,1,2,3,1,1,0,0,0,0
35,59,19,24,23,4,1,2,4,1,1,1,0,0,0
35,57,19,24,23,2,1,2,4,1,0,1,0,0,0
35,57,18,24,23,2,3,2,4,2,0,2,0,0,0
35,57,18,24,22,1,3,2,4,1,0,2,0,0,0
34,57,18,24,22,1,2,2,4,1,0,2,0,0,0
34,56,18,24,21,1,1,2,4,1,0,1,0,0,0
34,56,18,24,20,1,1,1,4,1,0,1,0,0,0
33,56,18,24,21,1,1,2,2,1,0,1,0,0,0
33,55,18,24,21,1,1,1,1,1,0,0,0,0,0
33,54,18,24,22,1,1,1,1,1,0,0,0,0,0
