,Alcoholic-Related Place,Bank,"Beauty, Cosmetology & Hairdressing",Bridge,Castle,Clothing & Jewelry,Convention Center,Design Studio,Electronics,Embassy / Consulate,Factory,Financial or Legal Service,Food & Snack,Funeral,Furniture / Home Store,General Education Place,Government Building,Hardware Store,"History, Museum & Arts",Hotel,Indoor Entertainment,Laundry Service,Medical-Related Place,Miscellaneous Shop,Neighborhood,Newsstand,Office,Outdoor Entertainment,Paper / Office Supplies Store,Pet-Related Place,Place for Socializing,Place for Sports,Post Office,Professional & Other Places,Recycling Facility,Religion & Spirituality,Residence,Rest Area,Restaurant,School,Shop Related to Entertainment,Smoke Shop,Sporting Goods Shop,Storage Facility,"Store, Market & Fair",Transportation,Travel-Related Place,Vehicle Shop,Vehicle-Related Place
0,0.02564102564102564,0.014903129657228018,0.01981981981981982,0.08888888888888889,0.0,0.015793848711554447,0.046875,0.0,0.026415094339622643,0.05,0.047619047619047616,0.0,0.049044056525353284,0.038461538461538464,0.03225806451612903,0.03208556149732621,0.01288659793814433,0.015748031496062992,0.027522935779816515,0.034782608695652174,0.19451371571072318,0.015625,0.015793848711554447,0.012944983818770227,0.061488673139158574,0.0,0.012468827930174564,0.043225270157938485,0.011363636363636364,0.016666666666666666,0.030303030303030304,0.08478802992518704,0.010582010582010581,0.0,0.0,0.014705882352941176,0.085619285120532,0.0,0.25852036575228593,0.01633705932932072,0.01529051987767584,0.0,0.02857142857142857,0.0,0.053763440860215055,0.09642560266001662,0.022321428571428572,0.0027624309392265192,0.009708737864077669
1,0.02564102564102564,0.0,0.009082652134423252,0.06666666666666667,0.0,0.012149532710280374,0.015625,0.022727272727272728,0.01509433962264151,0.0,0.047619047619047616,0.0,0.0653950953678474,0.0,0.03225806451612903,0.0213903743315508,0.0,0.015748031496062992,0.02522935779816514,0.04057971014492753,0.1916439600363306,0.01171875,0.02089009990917348,0.016181229773462782,0.08737864077669903,0.0,0.01634877384196185,0.05086285195277021,0.0,0.0,0.03463203463203463,0.07629427792915532,0.005291005291005291,0.018867924528301886,0.0,0.007352941176470588,0.08083560399636694,0.0,0.26067211625794734,0.01725703905540418,0.012232415902140673,0.034482758620689655,0.02857142857142857,0.0,0.043010752688172046,0.10535876475930972,0.017857142857142856,0.0027624309392265192,0.021359223300970873
2,0.05128205128205128,0.00894187779433681,0.01893939393939394,0.022222222222222223,0.0,0.014204545454545454,0.03125,0.0,0.011320754716981131,0.05,0.0,0.0,0.07196969696969698,0.038461538461538464,0.016129032258064516,0.0106951871657754,0.015463917525773196,0.015748031496062992,0.026376146788990827,0.04057971014492753,0.17424242424242425,0.00390625,0.017992424242424244,0.009708737864077669,0.07119741100323625,0.0,0.020833333333333332,0.06060606060606061,0.022727272727272728,0.008333333333333333,0.012987012987012988,0.05776515151515151,0.005291005291005291,0.0,0.0,0.00980392156862745,0.08428030303030302,0.0,0.2689393939393939,0.014617368873602751,0.0,0.034482758620689655,0.06666666666666667,0.16666666666666666,0.04086021505376344,0.0928030303030303,0.013392857142857142,0.0027624309392265192,0.02330097087378641
3,0.05128205128205128,0.0029806259314456036,0.009242144177449169,0.08888888888888889,0.0,0.0065420560747663555,0.015625,0.0,0.022641509433962263,0.05,0.0,0.0,0.07208872458410351,0.0,0.016129032258064516,0.0213903743315508,0.01288659793814433,0.015748031496062992,0.0194954128440367,0.0463768115942029,0.18114602587800369,0.00390625,0.02033271719038817,0.006472491909385114,0.07766990291262135,0.0,0.01756007393715342,0.059149722735674676,0.022727272727272728,0.0,0.021645021645021644,0.06007393715341959,0.005291005291005291,0.0,0.0,0.022058823529411766,0.0878003696857671,0.038461538461538464,0.2578558225508318,0.01756007393715342,0.0030581039755351682,0.06896551724137931,0.01904761904761905,0.0,0.04946236559139785,0.09704251386321626,0.004464285714285714,0.008287292817679558,0.027184466019417475
4,0.0,0.007451564828614009,0.009009009009009009,0.044444444444444446,0.0,0.02270577105014191,0.015625,0.0,0.022641509433962263,0.0,0.0,0.0,0.0728476821192053,0.038461538461538464,0.04032258064516129,0.0053475935828877,0.01288659793814433,0.007874015748031496,0.022935779816513763,0.043478260869565216,0.18543046357615894,0.00390625,0.015137180700094607,0.003236245954692557,0.06472491909385113,0.1111111111111111,0.019867549668874173,0.059602649006622516,0.0,0.0,0.008658008658008658,0.0728476821192053,0.005291005291005291,0.0,0.0,0.024509803921568627,0.08703878902554399,0.0,0.23273415326395458,0.01892147587511826,0.0061162079510703364,0.034482758620689655,0.01904761904761905,0.0,0.043010752688172046,0.09933774834437085,0.008928571428571428,0.0055248618784530384,0.015533980582524271
5,0.05128205128205128,0.004470938897168405,0.00990990990990991,0.03333333333333333,0.0,0.016494845360824743,0.03125,0.022727272727272728,0.04150943396226415,0.0,0.047619047619047616,0.0,0.06804123711340206,0.07692307692307693,0.024193548387096774,0.03208556149732621,0.01288659793814433,0.0,0.02408256880733945,0.028985507246376812,0.15257731958762888,0.0078125,0.013402061855670102,0.012944983818770227,0.06472491909385113,0.0,0.021649484536082474,0.05154639175257732,0.0,0.0,0.03463203463203463,0.08453608247422681,0.005291005291005291,0.0,0.0,0.0196078431372549,0.08556701030927835,0.0,0.26288659793814434,0.018556701030927835,0.027522935779816515,0.06896551724137931,0.0380952380952381,0.0,0.034408602150537634,0.08762886597938144,0.013392857142857142,0.0027624309392265192,0.009708737864077669
6,0.02564102564102564,0.005961251862891207,0.010784313725490196,0.06666666666666667,0.0,0.01764705882352941,0.015625,0.0,0.018867924528301886,0.0,0.0,0.0,0.09117647058823529,0.057692307692307696,0.016129032258064516,0.026737967914438502,0.010309278350515464,0.007874015748031496,0.017201834862385322,0.043478260869565216,0.1931372549019608,0.01953125,0.00980392156862745,0.009708737864077669,0.06796116504854369,0.0,0.006862745098039216,0.060784313725490195,0.0,0.025,0.021645021645021644,0.05,0.005291005291005291,0.0,0.0,0.029411764705882353,0.10980392156862745,0.0,0.2235294117647059,0.018627450980392157,0.01834862385321101,0.034482758620689655,0.01904761904761905,0.0,0.03655913978494624,0.09509803921568627,0.008928571428571428,0.008287292817679558,0.027184466019417475
7,0.05128205128205128,0.00894187779433681,0.007121057985757884,0.05555555555555555,0.0,0.014242115971515769,0.03125,0.0,0.022641509433962263,0.0,0.0,0.0,0.08138351983723296,0.019230769230769232,0.008064516129032258,0.0106951871657754,0.015463917525773196,0.007874015748031496,0.0194954128440367,0.028985507246376812,0.20752797558494404,0.015625,0.011190233977619531,0.003236245954692557,0.05825242718446602,0.0,0.01627670396744659,0.05595116988809766,0.0,0.016666666666666666,0.012987012987012988,0.052899287894201424,0.0,0.0,0.0,0.012254901960784314,0.09562563580874874,0.0,0.2461851475076297,0.02235597592433362,0.0030581039755351682,0.034482758620689655,0.009523809523809525,0.0,0.025806451612903226,0.10885045778229908,0.008928571428571428,0.008287292817679558,0.007766990291262136
8,0.07692307692307693,0.0029806259314456036,0.008412197686645636,0.05555555555555555,0.0,0.016824395373291272,0.03125,0.0,0.01509433962264151,0.0,0.0,0.037037037037037035,0.0935856992639327,0.019230769230769232,0.0,0.026737967914438502,0.002577319587628866,0.015748031496062992,0.027522935779816515,0.03768115942028986,0.17560462670872765,0.01171875,0.015772870662460567,0.006472491909385114,0.05825242718446602,0.0,0.014721345951629864,0.048370136698212406,0.0,0.016666666666666666,0.012987012987012988,0.0683491062039958,0.010582010582010581,0.0,0.0,0.012254901960784314,0.11251314405888538,0.038461538461538464,0.23974763406940064,0.017875920084121977,0.009174311926605505,0.06896551724137931,0.01904761904761905,0.0,0.023655913978494623,0.09884332281808622,0.017857142857142856,0.0027624309392265192,0.005825242718446602
9,0.0,0.00894187779433681,0.003940886699507389,0.044444444444444446,0.0,0.014778325123152709,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.06995073891625615,0.038461538461538464,0.016129032258064516,0.016042780748663103,0.010309278350515464,0.015748031496062992,0.014908256880733946,0.03768115942028986,0.24334975369458128,0.00390625,0.0187192118226601,0.012944983818770227,0.06472491909385113,0.0,0.015763546798029555,0.05517241379310345,0.03409090909090909,0.008333333333333333,0.012987012987012988,0.05714285714285714,0.005291005291005291,0.018867924528301886,0.0,0.004901960784313725,0.10640394088669951,0.0,0.24630541871921183,0.011822660098522168,0.012232415902140673,0.10344827586206896,0.009523809523809525,0.0,0.04086021505376344,0.08177339901477833,0.0,0.0027624309392265192,0.011650485436893204
