"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
57,51,48,46,40,28,19
56,51,47,50,50,33,31
56,49,48,53,62,30,33
58,50,48,67,69,36,41
56,48,49,61,92,41,56
54,46,49,52,108,40,53
54,47,52,51,98,38,69
54,47,54,46,105,39,60
48,46,54,50,85,42,58
47,48,52,54,94,36,64
47,46,45,42,97,34,51
41,46,37,37,66,28,40
42,48,35,39,62,27,35
41,48,38,44,74,31,44
40,47,37,39,79,31,36
44,47,38,41,84,32,45
45,48,35,42,73,34,45
44,46,33,38,47,26,23
39,47,29,38,27,19,15
40,49,30,38,29,15,6
43,46,31,42,51,19,14
46,48,33,47,85,34,51
45,49,32,65,99,37,104
50,53,34,79,113,40,153
52,54,38,82,104,42,134
51,56,40,80,118,47,194
55,54,40,71,139,52,187
56,54,40,71,149,52,176
54,53,37,60,135,42,92
54,51,37,56,134,33,74
50,51,44,49,123,42,90
47,50,44,34,103,37,31
47,49,42,38,104,38,46
47,50,40,40,81,36,61
44,51,41,39,60,36,39
45,49,44,38,74,35,33
45,49,45,40,94,31,57
48,53,46,39,100,32,67
51,53,48,51,99,34,55
53,52,47,63,87,28,38
53,52,49,66,85,29,42
53,51,48,66,73,40,45
50,52,50,54,70,45,42
47,52,49,57,53,50,45
50,52,46,60,63,43,53
56,53,48,57,77,50,52
60,57,50,80,83,44,52
61,56,51,86,87,58,75
60,55,53,93,87,60,79
63,54,53,83,110,58,100
62,55,51,75,148,62,122
62,53,58,66,158,44,73
61,53,55,56,147,46,53
65,50,56,59,158,37,48
64,45,57,46,145,28,27
57,43,56,33,125,25,24
59,42,56,40,128,31,46
56,45,57,52,116,50,96
57,46,55,58,115,50,114
57,47,55,50,97,52,85
56,46,53,53,97,56,91
56,43,55,58,101,64,124
52,48,57,63,119,75,182
50,47,57,67,147,71,229
45,45,56,53,151,58,125
45,47,52,41,137,37,54
44,47,52,27,96,26,7
42,45,50,26,69,33,24
40,45,44,34,55,37,34
36,44,46,36,46,37,26
38,46,42,36,48,27,15
43,45,36,47,36,15,5
41,45,36,43,38,25,20
48,47,38,59,43,23,33
47,47,42,68,52,30,38
48,47,44,66,66,45,53
51,47,54,44,84,46,21
53,48,60,44,122,53,42
58,50,60,60,158,62,86
56,48,58,68,151,56,106
52,50,56,73,139,49,117
55,51,57,65,135,51,93
55,53,52,56,131,52,88
57,56,51,49,132,46,71
60,53,54,54,153,41,81
61,54,56,61,142,40,94
59,51,59,76,137,40,101
62,59,63,80,158,61,133
64,59,66,86,170,81,168
67,56,66,90,180,90,203
70,56,66,96,197,101,241
72,56,68,83,208,73,163
71,55,71,75,223,75,143
71,56,73,87,252,82,203
71,54,71,91,274,86,296
70,52,70,93,296,77,270
70,48,70,95,302,81,236
70,51,70,107,307,81,219
70,51,71,105,277,104,297
70,52,70,91,234,96,234
70,51,70,82,220,83,172
69,51,71,76,225,80,167
65,50,72,83,195,81,155
66,50,69,85,193,76,179
65,47,68,76,226,65,145
64,47,67,69,240,65,108
60,46,68,53,239,56,61
60,44,68,67,225,48,84
55,46,66,60,151,44,76
53,46,55,51,114,40,49
49,46,48,47,107,40,48
48,48,47,48,103,49,58
49,47,45,57,114,49,96
45,46,45,52,120,49,119
49,49,44,56,121,65,150
49,53,43,53,116,66,99
52,52,45,68,128,70,129
59,54,49,105,168,80,218
58,50,50,111,181,86,307
62,52,52,114,207,106,432
62,53,50,123,255,112,497
64,52,51,97,296,100,345
61,50,55,75,290,81,255
59,51,56,82,276,85,228
59,48,55,84,261,86,244
60,49,55,90,238,80,312
59,48,52,109,259,88,441
56,48,56,120,273,103,528
56,47,58,99,264,99,460
56,45,57,77,277,84,375
56,42,56,68,292,66,279
54,43,57,48,311,45,172
54,46,53,54,232,38,129
47,45,49,56,175,40,158
43,45,49,48,154,42,149
41,44,46,31,116,33,38
39,42,40,36,97,30,61
35,43,41,39,93,24,50
36,42,40,45,77,27,53
36,43,36,44,80,27,54
39,45,37,36,77,29,56
41,47,35,41,67,19,34
41,49,29,50,32,22,32
41,48,25,49,28,34,44
43,48,27,48,33,36,38
43,49,29,43,45,33,25
43,47,32,43,59,34,45
42,47,32,30,56,24,31
43,47,31,33,40,26,23
44,50,30,31,31,29,21
40,50,32,34,23,23,13
42,51,31,45,27,30,15
44,48,33,42,38,32,31
44,49,35,39,55,36,52
47,50,36,48,59,28,50
48,48,35,46,51,21,19
47,49,37,63,40,32,36
53,48,49,62,100,46,67
59,49,54,73,166,53,124
63,51,55,69,205,57,149
61,51,58,75,218,64,182
60,51,55,74,187,67,171
58,47,53,70,159,59,151
57,50,51,67,155,61,165
58,51,48,60,150,52,145
55,51,49,64,142,66,180
55,49,50,64,148,63,185
53,54,45,53,155,51,153
54,53,45,46,163,47,130
55,55,45,47,145,43,68
61,57,46,67,108,47,40
62,54,51,73,95,44,44
63,53,53,80,109,42,62
67,52,57,72,129,42,66
66,51,55,61,157,42,81
64,53,57,68,186,41,81
61,54,64,68,233,44,109
57,55,63,75,194,73,204
53,54,60,71,174,77,155
52,50,59,80,146,61,107
53,48,54,88,121,68,193
52,49,51,59,103,61,153
54,49,50,51,122,41,60
53,47,48,48,125,42,62
51,44,47,57,82,32,53
49,45,47,49,61,27,36
46,42,47,45,43,33,17
44,40,43,39,38,30,20
46,43,41,44,34,27,13
40,43,38,36,35,26,17
42,45,36,39,41,26,29
45,45,38,39,60,29,44
51,45,35,29,63,28,26
47,43,36,39,73,22,30
47,44,39,48,80,23,38
49,46,38,51,87,31,77
44,49,40,50,68,26,53
45,49,40,47,60,24,28
48,55,41,61,74,26,81
49,57,45,62,94,36,71
