"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
48,60,43,47,29,37,23
46,57,41,50,29,42,26
45,61,44,56,48,38,34
44,55,45,53,53,36,37
46,57,48,60,53,44,47
42,55,48,52,59,40,31
45,55,51,50,78,37,30
44,56,46,62,69,44,59
42,56,47,60,86,40,72
42,52,45,66,76,43,79
43,52,46,61,88,44,86
43,50,50,53,99,46,69
42,49,49,49,95,35,65
40,49,47,42,80,38,49
41,52,50,45,75,48,44
39,54,51,44,71,54,47
36,52,52,36,68,70,67
38,57,51,29,95,48,48
41,54,47,35,81,39,21
46,54,50,48,85,46,46
45,53,51,46,73,49,52
41,55,56,32,68,48,31
44,56,54,52,64,47,31
48,56,56,72,83,56,65
55,55,57,66,117,59,92
55,55,65,67,129,67,82
55,53,64,89,114,74,125
54,54,57,101,135,81,199
48,53,52,81,140,77,196
45,50,46,67,135,64,125
45,51,41,48,132,51,69
44,52,41,43,114,38,49
46,48,38,35,99,21,28
49,46,38,45,82,21,24
49,49,39,49,71,24,29
43,51,41,47,73,36,44
41,51,44,54,81,48,81
39,50,43,59,85,47,77
39,49,43,52,92,39,85
42,47,44,59,82,47,78
41,46,44,59,81,53,121
38,47,45,50,92,50,114
39,50,44,49,88,41,106
41,51,41,43,91,39,71
40,56,42,47,81,46,48
41,56,39,40,71,43,39
40,58,40,40,69,39,34
36,61,39,49,66,45,57
42,61,39,66,90,53,125
44,64,39,76,96,58,162
47,61,40,84,116,44,143
50,62,40,86,157,45,177
50,64,42,59,150,54,98
52,63,44,57,151,49,83
56,63,51,56,170,47,78
58,61,54,59,176,40,62
58,61,65,80,180,59,94
57,60,64,93,180,60,139
58,59,66,90,196,81,215
56,58,63,90,207,78,224
53,58,60,86,209,89,236
50,52,61,67,197,79,171
51,54,60,60,177,65,111
52,53,62,54,161,66,116
48,51,59,52,118,57,80
46,54,61,61,100,62,71
46,53,59,61,95,51,69
44,56,55,61,85,50,73
47,57,49,63,88,51,80
49,58,47,72,88,76,109
53,58,48,83,109,88,159
54,58,52,78,126,77,117
53,57,52,66,135,69,88
54,58,55,67,109,70,88
51,61,53,73,102,84,117
52,59,50,83,109,84,144
51,58,51,74,97,86,118
49,59,49,80,102,70,120
48,57,46,78,123,50,118
48,56,47,64,116,48,83
48,57,47,61,114,52,81
56,58,52,76,137,70,145
59,53,56,77,165,61,126
58,50,56,63,148,46,71
60,48,60,53,133,42,48
59,46,62,53,121,52,60
54,46,62,46,99,55,52
50,49,58,43,89,51,44
49,47,60,36,85,38,27
49,48,55,49,84,42,22
49,51,52,53,83,38,46
46,51,49,56,74,44,50
45,50,46,50,51,39,39
44,48,45,53,50,35,28
42,47,42,42,54,47,32
44,47,40,40,60,36,42
45,51,40,50,68,39,45
45,50,40,60,66,40,58
47,52,41,60,72,35,59
48,48,42,51,69,36,50
46,46,49,41,75,41,37
51,50,57,57,106,64,112
50,52,60,59,122,75,125
52,51,63,51,128,68,100
55,52,66,59,153,62,105
54,52,65,74,168,64,149
53,51,66,75,197,66,192
53,51,63,66,210,63,166
51,52,62,50,187,53,121
49,55,61,53,170,42,91
50,55,62,59,154,47,93
47,55,62,56,147,51,87
49,56,63,66,154,73,192
51,55,63,80,167,81,196
53,55,65,74,185,74,122
52,53,66,70,241,82,211
49,54,64,71,277,91,312
48,55,65,64,264,82,296
47,55,63,59,183,73,131
48,57,64,57,162,77,147
52,54,64,61,176,79,147
51,54,67,84,197,65,158
52,54,64,81,205,70,139
54,56,64,72,234,70,133
57,57,65,65,245,67,154
58,56,66,64,227,73,156
62,59,67,64,227,92,255
64,58,69,71,246,101,260
64,61,71,97,243,106,283
64,62,70,104,203,111,268
65,62,73,120,191,125,297
65,60,74,105,233,121,368
65,58,75,112,254,129,461
67,58,75,118,267,135,477
65,61,77,124,314,157,502
65,59,78,116,366,164,627
67,59,80,123,355,155,552
68,61,79,102,358,118,375
68,60,79,67,349,78,111
69,61,79,64,310,54,55
70,60,79,76,260,52,47
72,61,83,97,223,62,104
72,62,87,101,211,80,106
74,59,89,105,220,91,153
75,58,90,102,230,105,197
72,55,90,106,229,117,215
71,53,90,101,224,116,232
71,57,91,103,271,125,297
71,56,90,107,293,100,267
66,53,84,104,305,107,291
63,51,79,99,261,100,298
61,51,77,88,213,93,188
59,50,76,78,184,87,162
60,49,75,77,192,96,207
54,49,76,65,217,97,168
54,50,71,50,224,63,106
54,47,71,43,180,53,83
56,47,73,51,153,42,57
55,48,70,56,132,50,52
56,52,68,57,153,48,63
55,52,67,47,183,54,59
57,50,66,54,190,58,87
58,51,66,68,182,75,162
59,53,66,76,194,73,173
57,56,67,68,212,67,182
56,56,68,75,187,64,140
59,58,69,97,160,79,180
60,56,70,92,176,97,228
61,57,76,103,254,101,286
61,56,81,99,343,100,355
59,57,84,78,336,99,254
58,56,79,58,318,84,194
61,54,79,55,314,78,169
59,51,76,53,261,62,128
56,51,77,58,225,53,96
54,54,76,67,225,65,161
57,52,76,60,229,83,191
52,52,78,61,212,93,169
54,52,79,66,214,94,183
54,51,79,65,225,94,189
54,51,78,68,243,87,224
53,51,77,69,272,94,276
53,52,75,73,276,96,281
53,55,75,76,285,100,329
52,56,74,75,265,101,276
52,58,74,74,246,91,188
56,56,71,75,218,90,191
56,54,72,81,204,76,187
58,55,70,63,201,67,151
61,56,70,80,202,71,136
62,61,69,84,159,57,91
63,63,71,94,149,70,131
66,64,75,95,143,78,103
64,65,73,88,148,81,100
60,67,75,78,143,93,117
62,64,73,104,136,110,177
61,61,74,77,154,84,129
58,65,71,74,151,81,132
58,64,69,71,143,74,100
57,63,69,77,156,69,110
