"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
46,57,53,35,25,40,22
48,58,55,37,31,47,21
46,59,50,51,39,44,21
50,55,48,55,56,56,45
54,58,48,76,66,62,70
56,57,47,77,81,55,86
62,58,49,82,98,63,89
64,57,52,75,93,46,49
67,55,51,91,82,39,31
69,54,52,78,93,37,22
71,53,52,87,96,34,30
66,51,50,81,119,44,76
66,51,46,76,117,40,73
64,47,44,67,101,36,81
63,46,42,66,89,42,91
63,46,42,69,107,53,126
59,45,42,66,106,54,88
59,43,44,55,122,45,79
57,45,39,47,132,33,62
54,44,39,46,152,32,83
53,45,38,60,143,37,131
57,46,38,62,121,38,119
55,47,38,67,117,34,88
56,47,40,74,120,42,84
61,47,38,73,120,36,105
59,49,40,95,122,43,124
60,46,42,98,125,38,142
57,48,37,83,125,43,128
56,52,36,70,138,44,129
56,53,38,68,140,52,163
59,53,39,69,181,58,201
57,52,42,64,202,51,207
54,52,42,54,175,39,121
47,54,39,39,119,27,49
38,54,34,41,71,28,56
38,55,32,45,65,25,56
37,57,29,48,56,31,55
39,59,28,49,46,32,38
39,58,32,41,32,33,16
44,56,29,43,34,32,19
42,57,30,39,32,29,13
42,57,28,37,36,27,15
43,58,27,45,37,25,15
47,60,27,57,41,24,36
48,64,32,73,51,37,59
50,61,33,71,68,39,61
56,60,34,78,75,35,86
60,61,36,77,85,45,96
63,60,40,89,86,47,79
64,59,39,69,99,31,61
64,60,41,70,95,33,55
63,57,40,69,87,32,55
67,57,43,64,77,38,34
61,60,43,63,88,41,45
59,61,45,69,90,44,56
62,61,48,69,79,39,50
71,57,48,87,101,50,97
71,59,47,93,108,55,91
74,60,48,101,137,65,119
74,57,53,95,154,70,152
69,56,53,95,142,71,118
67,52,54,81,130,76,137
64,55,54,79,117,84,103
62,57,60,70,128,66,88
57,58,57,71,122,62,73
57,55,59,66,171,47,80
54,52,59,61,184,44,37
56,53,58,52,166,50,56
54,54,58,58,151,56,103
48,55,53,60,134,52,97
46,55,53,51,130,51,90
47,52,48,42,109,40,48
45,53,46,36,103,43,44
46,53,46,53,104,47,107
45,54,45,44,86,40,57
45,56,43,47,75,33,31
46,55,42,55,77,45,64
46,56,45,62,72,47,65
47,55,43,58,60,54,60
48,55,41,53,62,52,63
48,58,39,49,71,47,70
46,58,39,55,69,51,65
48,57,40,47,73,41,33
52,55,42,50,58,31,17
53,60,43,53,48,34,19
55,60,44,56,55,34,19
54,59,43,60,49,47,25
55,59,44,67,56,59,55
52,59,45,76,62,60,75
50,57,42,77,80,61,97
48,59,43,66,99,66,105
48,60,42,59,105,59,101
53,63,45,64,113,60,82
58,63,47,73,100,61,99
63,64,58,86,122,72,111
64,65,61,81,148,84,96
69,65,65,79,191,75,125
73,63,66,100,217,76,186
81,60,67,107,226,70,193
81,61,71,129,242,81,234
77,59,73,128,275,78,199
77,55,75,107,332,87,260
77,52,75,82,353,71,165
73,54,71,88,278,70,180
72,54,70,105,210,77,182
71,54,70,122,178,82,218
73,50,61,119,181,82,203
70,49,59,103,223,76,268
70,48,58,86,230,85,287
67,46,56,75,182,92,200
67,46,52,70,151,87,151
66,46,51,74,152,69,109
65,45,51,74,171,60,138
66,45,52,61,203,52,101
66,46,52,57,212,46,72
62,50,52,66,194,44,101
62,49,52,52,159,43,93
61,50,52,55,139,38,81
60,49,57,67,126,47,94
61,48,60,65,146,52,90
62,49,61,72,150,49,100
59,48,60,64,154,44,101
60,49,57,67,178,39,153
59,48,54,66,164,41,152
57,47,51,58,153,50,113
58,46,53,56,147,45,68
58,46,52,56,122,34,54
55,47,49,68,113,41,74
56,48,49,66,105,45,78
57,44,43,52,116,47,70
58,45,40,55,110,36,48
57,43,41,55,106,29,38
56,46,39,52,91,34,42
56,49,40,54,81,50,71
56,48,39,58,70,48,82
52,49,40,50,67,48,51
52,50,42,52,70,36,39
53,52,41,44,76,33,23
54,51,36,49,75,22,20
54,56,35,58,62,25,35
51,61,37,54,51,34,26
53,61,34,58,49,28,28
53,58,35,66,67,36,50
63,59,40,77,119,37,75
65,59,41,87,139,45,104
64,63,50,89,175,57,145
64,63,48,85,158,49,115
63,63,44,90,125,55,98
63,60,42,92,122,59,114
61,60,42,89,121,54,124
64,64,42,90,131,69,111
65,64,45,89,145,87,198
64,66,46,99,157,80,175
67,63,49,116,154,50,130
74,62,52,118,161,49,168
73,63,55,110,190,56,189
68,61,55,77,198,59,129
62,59,59,85,164,54,155
62,56,53,84,124,40,73
58,56,44,71,87,37,43
57,58,42,72,81,44,51
51,57,43,52,65,48,42
50,56,44,51,75,51,60
51,55,42,70,98,62,124
52,54,42,64,121,57,132
51,52,41,55,130,59,157
53,53,41,49,153,51,103
51,52,40,44,135,35,40
53,53,34,65,89,25,44
49,52,32,57,59,21,38
48,51,33,57,64,32,45
51,50,33,51,59,33,25
50,52,34,60,63,27,36
49,53,34,62,70,34,61
49,51,32,66,66,33,72
49,50,36,72,75,32,57
50,53,40,68,106,41,96
54,52,40,70,110,41,112
53,53,39,79,89,46,93
47,50,37,91,102,57,179
50,54,40,78,144,71,185
48,53,45,74,193,78,310
51,50,45,59,238,63,327
53,50,46,41,215,53,151
52,48,48,46,185,45,65
54,47,49,53,136,50,82
50,47,56,64,101,43,65
48,47,56,60,78,38,47
46,46,58,58,79,50,49
45,42,55,64,71,50,44
43,42,50,49,81,55,65
41,39,45,46,75,40,55
36,43,44,42,67,43,45
32,45,38,28,48,32,26
31,44,34,27,33,15,7
34,44,27,32,17,8,1
32,46,24,30,8,12,3
33,47,23,37,8,14,9
30,50,24,34,20,12,4
30,51,23,33,22,18,8
