"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
51,50,49,40,32,44,20
51,51,47,53,27,44,17
54,51,46,71,37,45,30
54,51,48,75,50,52,50
57,52,50,86,84,62,92
55,55,49,90,104,71,123
56,53,52,102,116,84,141
55,54,57,89,133,102,170
57,53,60,94,168,106,201
56,56,62,80,198,98,183
53,56,62,70,207,96,188
50,55,59,59,203,78,180
50,57,58,72,170,73,151
53,60,56,77,144,77,164
53,61,59,64,135,75,147
55,63,62,79,133,78,167
58,65,65,94,143,95,184
66,65,65,117,185,113,288
63,67,66,130,241,135,437
66,68,67,138,274,114,427
66,65,71,110,243,93,243
70,65,71,106,238,77,237
70,63,70,100,221,71,188
72,65,74,107,213,78,190
74,64,73,93,194,77,150
69,60,75,87,172,95,137
70,62,76,78,179,106,146
70,62,76,94,203,92,177
71,60,77,97,213,102,235
70,58,77,88,211,98,233
66,59,77,100,204,125,240
66,62,75,104,194,140,264
65,63,74,117,222,140,339
65,64,75,102,273,124,311
64,64,78,94,316,99,272
62,63,75,82,306,92,283
61,60,73,81,287,80,334
61,59,74,85,242,75,217
61,60,75,77,193,71,141
63,59,79,75,188,78,127
62,61,83,102,183,79,148
62,60,87,109,198,105,240
62,61,85,89,257,110,283
61,59,87,70,293,87,215
63,57,84,62,265,56,110
62,58,82,52,177,56,88
60,58,80,59,116,70,59
56,59,79,65,120,65,37
56,61,76,84,124,61,59
52,63,70,71,116,79,84
50,62,67,67,107,66,84
51,61,62,79,111,64,114
52,62,63,69,109,64,93
53,65,63,62,112,54,77
52,63,63,60,107,39,48
53,63,64,58,87,30,17
52,63,64,70,69,44,27
53,65,66,72,75,60,54
58,64,67,60,107,66,56
60,66,69,65,139,76,99
58,65,69,90,143,88,183
57,63,67,95,162,78,201
58,61,66,88,168,66,119
55,61,67,77,159,67,104
52,59,65,74,143,66,102
51,60,60,61,118,75,113
50,63,57,58,112,70,77
51,64,53,53,106,55,44
52,62,52,59,106,41,40
53,58,50,56,92,31,34
50,61,50,48,88,36,27
46,59,52,50,90,42,48
44,58,52,49,75,46,51
45,61,48,54,67,44,39
44,60,46,58,80,52,67
45,60,48,66,95,43,66
48,57,50,63,116,38,64
53,57,52,75,133,41,68
52,57,50,85,112,53,91
54,56,50,84,126,60,159
54,59,53,74,134,57,131
54,61,56,75,129,57,109
53,64,57,73,120,64,90
52,64,55,91,111,64,95
55,63,57,87,132,64,201
58,63,60,77,165,87,247
64,62,61,78,197,90,193
63,57,63,70,194,66,142
58,58,62,61,138,68,108
60,58,69,77,136,79,124
59,59,68,80,120,70,98
60,61,69,63,103,60,38
63,62,70,71,94,58,50
65,63,73,74,142,56,72
64,63,75,75,141,52,85
64,59,76,77,126,71,98
66,60,76,75,134,81,105
66,61,77,88,165,79,132
64,66,76,94,196,85,166
66,62,74,99,222,93,205
70,64,76,98,252,100,233
68,63,77,89,238,97,238
70,62,82,91,224,101,191
73,61,83,89,204,82,134
72,61,84,99,173,76,123
75,59,85,100,184,92,154
74,58,84,101,218,96,212
72,58,85,98,232,94,221
69,53,86,83,236,113,226
63,54,82,74,197,77,157
61,53,84,58,196,66,116
61,53,83,62,172,78,105
60,52,82,62,171,64,70
60,53,81,87,166,65,96
55,52,76,83,145,87,124
52,53,75,73,167,95,167
49,52,76,57,180,86,185
46,50,76,40,175,64,78
44,50,71,32,158,39,27
40,52,66,28,109,40,28
39,52,64,33,103,39,52
36,52,56,43,94,38,56
39,52,52,49,92,40,61
43,55,52,65,102,35,40
50,54,49,62,101,45,52
48,54,48,52,102,45,69
48,54,49,48,107,42,69
50,55,52,48,103,27,29
50,55,55,50,116,35,34
53,56,56,65,124,37,74
53,56,54,75,108,43,94
54,55,54,80,93,60,118
52,56,54,73,84,66,79
53,55,53,71,94,68,131
52,56,54,68,120,78,197
51,54,56,55,159,76,191
49,52,56,64,142,66,154
50,55,50,62,123,59,106
50,56,49,56,102,52,84
51,55,54,59,101,64,91
49,54,55,62,93,75,99
53,53,58,67,105,79,93
58,55,61,71,121,81,108
53,50,69,49,123,72,88
53,50,70,33,137,59,36
51,52,68,32,121,49,27
48,49,60,28,101,32,17
49,48,51,38,71,24,23
49,49,46,40,57,28,30
46,49,40,45,56,20,22
42,50,34,38,53,35,32
42,48,30,39,47,39,41
43,50,31,52,80,40,73
43,48,27,54,70,30,74
39,47,25,45,55,20,45
40,49,23,51,49,30,43
41,51,29,54,88,54,146
43,53,32,50,154,43,142
46,55,37,58,194,46,130
45,55,45,56,197,40,79
46,57,53,55,163,63,99
47,58,57,64,139,62,108
50,61,58,80,170,89,187
52,61,57,78,212,81,211
54,59,59,74,250,73,253
51,62,60,56,232,73,160
52,64,62,64,197,85,170
50,59,64,75,153,84,120
50,58,59,66,158,59,129
48,58,56,65,136,54,106
50,59,54,67,152,53,124
49,56,49,58,161,52,101
49,52,46,64,149,43,80
52,53,43,71,99,49,78
47,53,40,73,67,53,88
47,52,37,79,65,47,77
45,52,36,65,57,35,55
40,48,35,33,49,32,34
39,48,39,32,52,26,20
40,49,37,42,55,16,17
39,51,33,46,42,22,25
42,53,33,48,42,28,31
39,54,35,53,49,31,33
38,54,33,41,45,33,14
39,57,30,53,55,27,23
40,56,31,58,53,28,36
39,58,32,53,43,28,41
39,60,32,51,42,31,25
41,61,30,55,42,29,45
43,59,32,60,58,27,47
48,56,33,63,66,32,65
52,56,39,62,109,35,62
54,54,42,55,143,35,79
53,56,46,52,140,34,71
51,52,51,50,129,31,52
49,52,48,50,114,33,65
52,53,45,61,96,33,59
51,51,43,72,89,43,78
51,50,41,70,87,52,90
52,52,41,64,94,54,84
