"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
51,48,36,35,31,18,10
51,48,40,41,31,19,6
51,48,40,48,38,22,16
48,48,38,53,34,21,14
48,49,42,54,52,35,31
50,47,41,46,71,32,45
49,42,41,44,66,24,35
51,42,40,44,55,23,20
47,43,42,51,59,28,31
48,43,45,44,72,40,43
48,43,45,47,94,45,55
50,42,45,41,111,36,55
49,42,47,45,95,33,54
51,42,46,49,95,39,62
51,44,46,56,95,41,71
55,44,46,46,107,39,67
57,42,46,58,138,49,107
57,42,47,63,154,51,131
56,46,46,61,145,46,100
59,47,44,64,115,41,112
58,45,44,54,90,36,73
56,43,42,42,80,30,48
54,43,43,48,86,33,68
54,40,43,48,81,37,70
57,40,46,52,90,52,89
54,39,49,47,112,52,79
52,39,46,35,128,37,71
53,38,43,51,119,29,67
51,38,38,41,91,32,45
46,37,38,44,81,33,56
42,36,37,43,81,44,90
42,37,36,45,78,37,62
40,36,34,37,80,33,59
40,37,36,39,79,36,71
41,38,35,38,93,42,95
43,42,36,45,110,39,135
44,45,38,42,101,35,115
45,45,39,51,92,36,105
44,45,41,46,72,33,34
43,44,44,41,83,34,27
46,45,45,42,99,29,38
46,43,45,42,78,31,28
48,45,45,38,61,34,23
52,43,46,62,72,33,45
51,41,45,58,68,28,43
52,43,42,47,60,26,25
54,45,43,46,65,31,24
53,44,45,45,75,29,38
53,45,44,49,57,37,43
57,42,46,52,76,43,55
58,41,50,58,88,44,60
55,41,52,53,98,45,72
58,39,52,43,97,39,37
54,37,48,41,88,29,24
50,35,44,36,89,17,21
48,33,43,25,94,13,13
50,34,39,33,62,12,8
50,34,42,33,41,20,12
47,32,41,38,34,18,16
46,32,43,36,49,14,14
44,34,40,31,54,25,23
44,34,40,33,65,24,26
43,35,39,30,68,19,22
42,34,37,36,60,19,25
41,34,36,45,51,21,38
41,35,38,41,64,25,49
40,31,37,40,66,29,60
37,34,36,37,55,35,62
39,34,32,40,45,31,51
45,33,37,40,69,40,56
48,34,38,33,83,29,30
46,37,42,34,96,33,34
45,35,41,37,84,34,47
48,36,42,43,81,37,59
50,35,41,43,89,37,55
49,33,43,35,93,34,48
52,33,45,40,116,36,90
50,33,43,35,119,29,71
48,40,40,35,93,32,49
44,42,42,39,93,30,76
46,44,38,53,78,38,99
50,47,44,68,85,38,85
54,47,44,76,106,38,78
61,47,51,77,123,44,83
62,49,62,61,170,62,87
66,45,67,70,207,81,175
67,46,71,74,202,84,191
65,45,72,71,208,71,149
63,46,71,70,223,82,176
58,48,72,58,204,87,159
61,48,72,70,201,90,197
64,52,72,92,173,87,222
64,53,70,101,193,84,214
64,53,68,95,177,83,154
64,52,66,89,185,90,203
64,51,64,80,182,81,215
62,50,63,68,165,68,141
62,47,58,58,166,56,81
63,46,58,56,167,44,71
62,44,56,52,172,42,57
66,44,55,48,176,33,52
66,47,55,50,152,36,58
64,47,58,44,152,42,78
62,48,57,55,135,40,76
62,45,57,53,132,44,75
64,42,55,60,135,48,85
65,40,56,66,162,43,89
63,39,56,78,150,50,94
61,43,56,69,125,54,87
56,40,56,59,113,51,73
51,40,55,52,108,48,73
49,36,52,43,94,45,54
49,37,46,44,93,38,52
48,40,39,46,94,40,73
47,40,41,36,85,30,37
45,38,41,31,77,27,26
46,39,41,39,63,28,39
45,39,40,36,50,25,30
45,41,38,32,53,22,17
43,41,38,28,34,29,17
49,39,44,38,55,21,15
52,41,42,42,79,27,44
53,39,47,38,122,40,67
51,40,46,37,126,28,31
51,40,44,37,86,20,27
50,41,41,41,79,17,18
50,39,35,35,62,19,32
51,40,37,30,59,19,24
50,43,38,35,59,29,30
50,43,39,43,61,31,32
49,44,40,55,61,36,52
50,44,43,59,58,31,38
53,44,47,59,69,32,44
54,45,49,47,82,43,49
55,49,51,55,100,52,56
56,50,56,67,104,57,82
63,51,63,73,157,64,180
64,48,71,56,172,61,98
71,46,77,44,177,51,53
74,48,79,66,176,60,104
70,47,79,80,150,71,135
66,43,79,49,157,69,105
62,44,78,57,167,61,76
59,43,77,51,168,56,73
56,47,75,50,185,59,79
57,44,73,54,204,47,64
56,41,70,48,191,37,47
56,41,67,48,178,36,72
54,43,62,47,128,41,67
51,37,59,40,113,55,62
49,37,59,46,114,54,54
46,37,58,48,131,49,40
52,37,59,58,135,36,46
50,38,56,59,127,48,65
52,39,55,41,122,46,68
52,40,56,49,129,53,103
51,41,57,56,135,50,116
53,41,56,67,126,56,126
54,40,56,68,142,51,128
56,38,63,66,161,43,105
59,40,65,61,146,66,106
62,40,70,68,171,65,141
64,42,78,79,207,85,226
63,44,80,87,221,96,301
66,44,77,98,243,90,299
65,43,75,86,238,91,273
65,45,70,83,218,79,241
66,48,73,74,200,68,148
66,46,72,60,196,67,105
65,46,71,53,170,54,78
65,44,68,56,169,38,68
66,44,66,59,162,45,91
62,44,64,62,154,53,90
59,43,57,71,169,54,107
57,43,55,77,173,57,147
59,43,52,68,175,64,183
62,41,49,63,182,55,152
63,43,48,65,199,46,134
65,40,47,52,171,35,102
59,40,49,44,126,41,112
53,40,44,50,72,31,43
55,41,40,56,71,32,39
55,40,40,55,100,37,60
52,40,43,52,96,43,90
56,40,46,63,122,43,108
55,40,47,69,142,50,145
55,40,45,78,136,50,181
58,40,46,74,150,55,160
59,40,48,70,180,48,167
59,41,48,52,204,55,124
60,44,51,59,197,51,82
62,43,52,50,195,46,104
70,45,51,59,159,44,103
71,42,63,67,168,41,75
72,39,68,61,178,33,46
74,36,69,53,174,19,12
65,32,72,35,151,21,22
63,32,63,43,135,24,43
57,30,60,47,128,30,81
54,31,58,52,122,37,80
