"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
54,56,38,37,28,36,13
54,55,38,56,29,35,20
51,54,37,61,31,37,22
52,54,37,72,43,40,37
53,54,38,75,54,41,47
56,54,40,81,52,47,43
56,54,40,76,56,55,57
55,54,40,70,70,50,57
57,51,40,67,83,43,54
58,51,45,63,87,33,43
59,51,44,66,89,48,55
61,50,45,80,108,56,92
61,48,47,76,133,69,131
60,50,54,63,156,57,118
59,50,53,65,152,45,95
60,49,51,64,124,47,96
56,50,50,60,126,52,120
56,49,49,59,141,50,146
55,50,49,63,122,47,109
53,50,47,59,107,44,67
54,52,50,57,100,44,64
56,51,49,65,97,45,91
58,51,49,62,111,44,82
54,48,46,48,86,44,57
50,49,41,53,68,35,53
50,49,39,41,60,32,34
49,47,40,40,65,33,39
46,47,42,39,74,38,53
50,48,45,36,102,24,28
49,47,43,44,83,27,31
48,50,40,46,62,33,25
52,52,43,49,83,30,29
50,52,48,52,79,26,30
55,51,50,49,85,34,46
57,53,49,62,77,38,39
58,56,50,58,85,49,55
56,52,53,69,85,51,87
58,53,58,88,100,62,101
61,54,57,88,120,74,144
62,55,58,98,127,67,141
60,56,61,91,108,62,118
62,58,60,78,125,61,116
64,58,59,84,147,53,109
65,60,56,87,155,49,93
68,59,52,105,139,49,98
71,58,51,130,137,51,129
73,56,54,108,170,58,143
78,57,57,91,220,66,204
80,58,56,91,222,67,179
79,56,57,96,197,63,133
79,56,58,100,174,53,124
78,52,58,101,178,65,180
79,53,61,108,188,67,210
79,55,60,92,208,70,191
78,57,61,95,209,66,186
78,58,63,98,219,69,203
76,57,61,93,211,73,176
76,50,61,92,194,62,156
75,49,67,94,215,84,227
72,48,66,106,295,87,371
69,50,63,94,370,104,456
68,51,63,81,353,88,262
72,51,59,80,306,55,148
75,54,60,70,240,40,111
72,56,63,76,174,45,83
76,54,60,92,145,38,49
76,50,58,85,150,36,41
74,48,58,75,164,34,40
65,48,53,66,118,37,67
60,46,46,53,78,34,53
59,47,38,45,43,30,22
56,47,35,60,46,29,36
55,48,31,66,44,30,27
56,48,28,67,39,27,33
54,49,23,57,45,30,53
53,47,27,57,63,26,82
51,48,23,69,59,22,83
51,46,24,69,54,32,66
47,46,27,66,50,40,65
45,47,29,50,48,45,39
49,50,28,51,52,32,33
48,50,28,49,57,35,38
52,51,33,48,53,31,31
51,50,33,37,45,30,23
50,51,38,37,44,29,23
45,52,38,45,48,30,22
42,51,39,43,41,32,19
43,51,40,49,43,39,32
46,54,38,43,63,42,32
47,54,38,43,71,35,37
48,52,37,47,53,29,26
49,50,40,62,48,36,26
53,49,45,50,83,41,41
53,49,46,47,95,37,43
51,46,48,57,103,36,56
48,47,49,56,109,32,58
47,50,49,57,101,39,47
48,46,46,61,113,41,84
48,43,48,61,116,37,79
50,42,54,55,126,39,91
47,41,51,53,126,38,101
44,45,49,48,105,32,55
45,45,41,45,83,16,32
47,46,37,44,72,18,25
47,49,39,57,71,28,39
56,49,39,73,69,37,60
55,49,38,58,83,39,58
53,50,42,45,90,39,49
51,51,43,41,70,29,26
52,52,41,53,70,29,30
51,54,42,71,62,29,55
53,52,45,67,70,37,76
54,46,44,43,73,42,45
53,46,47,48,103,45,71
