"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
49,49,47,36,30,40,16
50,48,43,53,36,38,35
50,48,44,59,36,38,33
49,49,44,56,52,47,56
44,48,45,54,53,51,56
46,46,47,42,58,55,42
46,47,47,58,63,44,45
49,46,46,66,64,55,63
47,46,47,59,65,63,72
47,49,48,55,81,57,65
46,49,49,52,109,66,88
50,49,52,52,130,50,81
54,49,52,53,121,51,79
56,49,54,51,125,34,39
58,54,54,51,110,40,46
47,55,58,50,89,52,77
48,56,61,63,83,61,87
50,58,63,76,83,70,101
47,57,64,66,100,80,112
50,57,67,61,122,85,85
49,59,70,47,130,60,60
52,55,70,59,126,60,61
49,56,69,57,104,72,79
48,57,64,51,96,72,75
45,55,58,48,72,66,60
44,59,53,57,61,59,61
43,56,47,52,58,48,46
45,53,51,47,66,46,51
46,53,54,53,83,46,88
46,57,46,50,76,47,50
45,58,48,43,95,39,40
45,56,50,48,102,41,58
46,54,48,63,111,46,112
44,54,48,67,102,52,120
46,54,47,78,95,53,103
45,56,48,61,96,59,98
48,56,49,55,108,57,60
46,55,49,50,101,69,86
44,56,49,42,87,62,79
44,51,49,56,94,53,63
43,52,49,54,71,70,51
45,54,46,51,75,80,78
47,56,49,55,101,90,121
49,57,51,70,108,78,171
48,57,54,85,120,83,236
50,57,58,87,106,85,198
54,60,63,86,133,90,208
54,58,65,85,177,96,245
55,58,65,84,221,94,324
54,59,66,76,230,90,261
56,56,65,67,230,70,168
54,54,65,71,205,65,167
55,54,63,69,195,70,190
52,53,60,58,192,52,95
51,53,61,53,175,45,47
49,55,63,50,139,47,53
54,54,66,74,152,54,98
61,52,68,77,190,75,177
61,48,69,56,231,75,194
57,47,69,47,268,68,191
59,45,70,42,292,63,125
55,45,67,35,264,53,122
51,45,66,36,198,45,120
48,44,60,33,143,42,103
44,45,61,33,126,55,66
39,47,56,41,99,54,82
39,51,48,48,106,70,135
41,53,51,69,95,75,157
43,52,51,77,110,80,172
44,49,52,70,146,70,165
45,48,54,54,178,73,164
47,49,54,50,182,74,119
45,46,56,52,149,81,116
46,46,57,59,148,83,156
45,46,54,58,191,87,295
44,48,52,59,222,93,389
43,47,54,46,195,81,326
38,46,55,43,148,71,193
37,47,52,44,126,51,109
37,47,55,41,111,54,62
40,51,59,43,115,53,56
38,51,55,40,119,60,93
37,53,54,40,105,51,44
36,53,54,41,91,32,29
36,53,56,44,84,48,34
36,55,57,48,88,53,58
35,56,55,54,95,58,67
38,58,55,61,106,60,86
38,55,54,62,123,68,128
37,58,55,58,132,82,139
41,56,56,60,140,77,116
43,59,53,66,154,77,153
46,60,53,81,164,74,183
49,63,54,84,169,72,169
52,65,57,71,152,79,182
57,64,62,72,177,80,176
58,63,68,68,206,79,127
58,59,67,86,233,85,233
61,56,69,86,235,98,307
59,57,70,80,234,111,299
58,57,72,77,203,108,234
58,55,72,70,191,87,136
57,59,74,60,192,72,110
56,56,76,55,188,66,108
51,57,74,54,162,62,87
50,58,72,52,150,71,78
48,58,64,63,128,65,115
47,57,60,70,103,73,102
47,56,59,64,100,82,103
47,58,60,53,111,76,86
48,60,58,56,111,48,78
51,58,54,60,100,57,84
52,58,53,57,68,49,55
52,56,56,67,61,53,59
55,55,54,74,66,63,58
56,56,57,78,94,65,72
56,55,61,71,112,61,83
55,59,63,74,111,89,128
53,57,65,64,118,99,127
56,55,70,71,142,114,209
57,54,70,68,152,98,215
54,55,70,52,135,77,117
56,54,64,64,109,58,62
55,54,62,70,108,58,67
54,57,63,70,120,66,84
54,57,61,69,131,58,73
54,59,63,75,144,75,104
61,60,63,113,167,102,184
64,58,68,103,226,96,256
63,55,71,77,266,77,180
62,52,71,63,235,50,65
61,54,70,70,218,49,89
57,54,66,71,186,65,188
58,53,65,79,177,78,182
59,52,68,58,183,58,116
55,50,66,45,148,46,54
55,51,64,40,111,42,33
54,51,59,55,94,28,34
52,51,55,58,80,33,51
50,50,55,59,73,38,44
48,51,50,55,70,46,28
45,56,47,65,73,32,32
45,57,46,48,70,36,33
46,56,47,51,61,34,31
47,55,46,48,56,37,32
50,57,49,51,64,42,40
49,55,48,68,81,43,72
49,52,44,60,97,47,77
50,54,44,59,90,45,51
48,54,51,69,79,54,61
53,52,54,62,88,55,58
54,52,56,68,116,63,83
50,52,55,68,139,54,115
49,50,55,55,118,44,79
50,52,55,47,110,52,69
50,55,55,52,116,60,85
50,58,57,56,114,55,75
51,58,58,46,126,53,70
49,57,63,46,114,45,64
46,54,60,53,92,50,63
46,52,57,58,92,61,91
48,51,53,51,111,51,84
44,51,51,45,130,39,48
44,52,50,41,138,40,42
44,54,54,32,135,46,29
46,54,52,38,129,45,36
45,55,49,48,100,40,53
44,53,47,53,71,43,51
51,54,48,49,51,45,31
52,53,49,48,58,48,47
52,55,49,57,66,56,54
52,53,49,59,62,62,58
49,54,52,68,87,68,88
48,55,56,81,103,74,139
49,55,57,85,109,77,149
52,55,57,85,128,69,139
52,55,59,67,136,64,75
51,55,60,65,127,59,33
49,55,64,64,114,59,58
50,51,64,64,124,58,86
48,51,60,66,132,61,122
44,52,58,55,106,73,116
43,51,53,57,107,65,117
45,50,46,72,104,63,128
45,48,44,71,101,76,151
46,48,44,82,115,82,203
48,47,43,98,127,83,261
48,51,42,78,168,87,296
48,52,44,78,194,77,274
47,52,46,75,158,58,200
48,50,48,76,131,41,109
48,51,46,67,128,54,78
49,52,46,61,110,48,81
51,54,45,68,117,52,111
53,55,48,68,95,46,66
56,56,51,70,95,57,53
60,58,53,74,94,66,70
60,55,62,89,138,72,147
60,54,65,80,177,81,175
58,53,70,74,222,71,137
