"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
48,34,56,25,39,22,6
48,35,58,25,51,27,10
48,36,59,40,58,38,28
51,38,58,41,79,40,33
49,36,58,45,80,42,45
50,36,60,51,86,50,61
55,37,56,51,114,39,63
54,37,60,49,114,31,45
55,37,59,52,106,28,36
53,36,60,45,114,38,30
52,34,56,39,121,35,68
48,35,57,41,112,41,71
47,36,56,52,124,48,78
46,39,55,43,121,46,70
44,42,55,43,111,56,84
43,42,54,55,105,46,68
41,44,55,61,88,45,75
46,44,54,66,90,49,117
48,42,54,53,109,51,114
52,40,60,71,126,67,174
54,40,63,74,145,74,161
56,40,62,69,144,75,144
60,35,66,65,181,64,166
59,33,67,54,169,50,93
56,32,72,42,157,39,78
49,30,66,30,121,37,69
48,29,69,36,121,44,62
46,31,65,36,114,44,45
44,31,65,33,139,61,101
42,30,63,36,181,49,114
40,31,63,26,192,30,43
41,31,64,19,169,26,29
42,31,62,26,127,35,42
36,32,60,37,130,26,82
35,35,58,47,117,29,110
37,39,59,48,103,35,111
37,40,53,53,101,43,107
40,39,50,41,112,33,61
43,41,48,40,132,34,49
42,41,44,35,133,25,67
43,41,46,45,157,52,145
44,40,48,48,160,59,193
45,40,50,57,152,62,178
51,40,51,45,163,50,91
50,40,51,45,161,38,40
50,42,52,62,179,56,121
52,42,52,88,208,55,203
48,44,54,78,271,73,320
49,43,54,59,255,72,204
52,43,55,61,254,61,135
55,42,58,57,242,54,147
56,41,62,55,211,56,132
57,40,64,59,200,58,131
56,40,68,53,199,60,121
52,40,68,38,184,54,74
51,40,68,49,187,60,129
52,37,66,49,169,63,161
50,35,69,39,199,54,160
49,35,65,33,193,43,111
44,31,60,29,151,24,46
39,29,54,20,113,20,22
30,30,41,13,38,21,3
25,33,36,21,22,19,6
25,34,30,23,26,20,22
25,35,30,27,29,24,32
24,35,28,33,26,25,32
24,35,27,26,32,22,27
29,36,27,33,33,21,21
30,38,30,35,38,22,26
32,38,34,28,45,21,26
40,37,36,32,55,19,25
43,37,43,40,119,20,28
46,34,48,56,151,35,164
49,34,55,62,191,46,278
50,35,54,53,194,56,218
47,36,57,43,192,44,150
50,37,56,42,199,58,159
50,37,59,53,251,57,210
53,36,60,50,290,60,244
53,33,61,37,290,57,195
53,34,64,46,287,50,127
52,32,67,44,308,49,112
53,33,70,48,263,53,132
54,36,70,50,223,56,180
52,36,68,52,233,50,192
55,33,67,49,259,67,254
54,37,68,58,290,94,512
53,38,64,63,351,106,425
52,39,62,57,382,55,133
52,43,64,54,329,38,90
55,43,64,59,225,35,71
53,45,62,55,140,35,60
58,41,59,50,154,34,66
58,39,61,44,179,28,57
57,41,64,50,224,29,31
53,44,65,56,236,31,70
52,43,65,54,257,35,68
55,40,70,61,259,58,169
58,39,74,62,260,66,165
60,39,79,67,291,69,277
60,40,81,67,318,83,357
62,39,82,55,312,61,178
59,38,80,57,273,52,172
54,37,84,49,237,62,219
46,34,82,45,207,62,197
45,35,78,46,215,62,192
40,31,72,39,156,56,153
35,31,61,36,112,44,117
32,30,52,38,83,43,79
32,30,50,33,94,49,96
32,32,44,32,91,45,91
33,29,35,23,63,25,45
32,26,33,13,44,7,2
36,28,26,16,33,7,0
33,29,24,14,17,6,2
31,28,26,10,23,6,2
31,30,24,21,21,7,6
27,30,24,23,26,14,19
27,33,26,17,27,18,14
32,33,28,17,30,13,6
34,35,30,27,43,16,20
33,34,33,28,42,17,14
35,36,34,33,43,20,21
36,39,33,36,29,31,19
38,38,32,30,38,27,32
38,39,32,31,35,20,24
39,38,34,23,25,26,10
40,40,36,26,30,33,15
43,40,35,26,40,35,22
50,40,34,39,55,26,19
55,43,37,45,61,24,30
56,45,45,49,92,27,16
54,46,53,47,110,30,16
59,45,63,61,149,41,72
61,47,70,72,216,53,113
63,47,69,76,209,79,193
61,46,72,59,229,90,182
59,44,72,60,226,81,197
56,43,70,53,210,68,146
54,41,70,40,209,55,112
53,40,69,43,213,64,151
49,41,66,45,227,77,203
47,38,67,47,229,77,208
44,35,66,47,215,68,216
44,34,67,43,192,53,93
41,36,62,35,173,42,65
40,34,61,34,157,35,41
38,35,62,33,130,32,35
42,33,60,42,129,39,75
39,35,58,56,109,49,70
39,32,54,56,111,56,95
40,32,53,50,129,52,98
40,33,50,35,120,37,70
40,32,47,28,106,31,49
41,34,48,36,92,29,37
44,34,44,38,84,31,50
48,34,47,47,105,38,84
51,34,51,52,130,46,96
52,36,51,47,122,49,105
51,38,50,47,135,48,88
52,38,53,56,136,39,71
51,36,56,44,110,32,52
55,36,57,47,97,36,43
59,35,59,46,112,35,39
56,37,60,39,117,33,45
53,36,59,28,102,36,33
54,35,55,41,91,24,35
53,34,53,46,76,29,39
52,40,48,43,70,42,51
52,39,45,44,65,36,43
53,38,44,34,67,38,41
51,36,41,43,71,35,54
50,33,41,45,79,29,53
48,36,37,42,86,24,40
46,35,34,29,85,12,19
47,35,34,29,97,8,12
49,33,43,28,129,9,12
52,31,51,29,138,19,29
47,32,50,28,99,26,38
45,35,48,36,98,22,37
44,35,50,46,95,16,25
