"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
55,42,51,39,36,31,14
56,42,52,44,39,28,16
55,42,51,54,48,35,29
56,46,49,59,62,37,40
55,44,52,55,71,34,36
55,43,51,48,62,24,30
50,45,53,51,81,33,51
50,48,51,57,93,49,76
51,48,52,54,89,56,79
51,45,48,47,85,48,53
52,44,47,46,86,42,42
55,44,48,52,87,45,62
56,48,46,78,102,49,95
56,47,48,74,112,62,88
61,46,49,67,147,60,94
68,45,50,65,152,45,69
66,44,51,62,144,37,61
65,42,54,56,118,34,43
62,42,57,53,100,38,46
58,40,58,66,95,55,65
55,41,54,84,118,59,153
56,43,52,81,139,56,144
57,41,52,58,172,53,104
59,42,53,54,204,37,95
59,41,56,37,206,34,42
58,40,61,26,205,32,42
59,40,62,41,172,35,58
59,39,63,58,158,42,99
52,37,63,54,142,54,154
51,39,63,41,154,64,93
52,41,60,39,189,63,89
55,43,61,39,215,56,98
56,44,64,58,223,45,105
58,44,63,58,205,54,134
59,44,68,52,215,56,117
58,47,70,51,174,54,91
54,46,68,46,122,55,69
53,45,70,47,107,51,63
49,41,67,40,96,55,56
48,41,65,46,108,56,72
48,40,64,34,144,60,70
45,39,64,34,111,58,52
48,37,65,42,116,66,93
45,39,65,46,122,66,132
40,39,67,28,129,68,96
37,37,68,31,134,75,107
41,38,66,40,144,74,121
42,35,61,31,131,52,64
43,37,59,35,107,52,52
39,40,61,44,97,63,65
40,41,64,48,123,68,122
42,39,67,56,166,77,157
45,40,66,59,190,75,204
46,38,64,48,181,67,134
49,38,68,46,221,59,100
50,35,69,37,225,41,67
52,35,65,33,216,35,53
51,33,66,28,190,29,44
48,35,62,43,158,39,92
45,35,60,37,138,57,125
41,35,55,37,117,57,105
42,36,49,31,117,35,39
43,36,45,22,112,25,22
40,37,37,21,61,17,19
38,38,36,31,56,16,16
36,36,33,27,54,13,15
37,36,33,33,49,18,23
35,35,28,34,30,14,13
34,35,24,31,32,13,14
34,35,24,27,41,19,28
35,35,25,25,52,16,30
36,35,25,30,51,14,25
