"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
41,32,49,15,30,25,8
42,34,47,30,27,30,13
40,34,47,38,39,39,23
37,34,48,41,55,42,37
35,36,48,37,73,41,58
36,38,49,41,74,48,82
39,38,46,36,79,42,65
40,39,44,34,78,32,50
45,41,45,42,66,33,53
48,40,46,50,82,38,55
49,40,47,59,89,48,71
46,40,52,57,100,45,94
47,40,55,51,120,46,81
45,40,54,45,129,51,102
46,36,55,47,128,45,99
46,37,54,39,93,41,73
47,37,63,31,87,53,58
49,39,66,42,112,55,96
47,40,63,41,131,60,77
48,42,66,54,151,66,100
45,41,68,42,150,54,68
46,43,64,42,138,56,87
48,44,63,47,119,55,85
51,41,65,46,124,47,63
51,41,64,45,112,38,57
55,40,64,50,131,52,110
51,40,66,50,144,55,100
51,40,61,47,141,64,88
45,41,59,48,141,60,102
44,38,60,46,167,62,131
47,37,58,38,178,62,123
47,39,58,33,162,51,100
45,39,62,36,122,47,68
44,39,60,43,98,51,69
48,39,63,43,115,58,93
44,40,63,33,114,56,67
43,40,61,28,99,46,42
42,39,59,37,93,33,37
41,39,61,38,79,34,26
39,39,57,32,74,51,36
40,38,54,36,99,51,70
43,37,56,42,134,41,70
45,40,54,60,122,50,101
42,41,53,67,115,56,130
40,42,53,47,118,63,125
41,43,55,49,117,58,151
44,46,56,46,129,51,139
44,45,56,42,137,53,130
46,46,53,39,136,53,64
48,46,53,41,132,38,47
48,42,56,43,124,36,62
51,43,63,47,137,42,79
51,46,62,48,129,57,87
51,45,62,40,123,54,76
54,44,61,49,125,52,90
58,45,62,53,129,47,73
62,47,67,69,152,53,100
63,47,77,90,230,74,227
61,50,83,95,277,93,308
60,45,91,77,309,117,319
57,43,87,67,292,101,257
57,45,84,78,278,104,288
54,46,79,69,279,99,256
50,44,78,68,278,93,285
48,44,76,65,258,81,215
48,44,73,69,224,85,256
47,49,70,63,190,92,222
48,50,70,57,171,80,147
