"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
49,57,49,46,23,48,14
51,55,50,47,37,42,11
51,56,49,66,50,54,46
50,57,48,84,67,57,98
55,58,49,79,76,60,84
53,55,48,72,79,48,66
57,54,50,52,93,46,65
64,54,51,71,93,53,100
64,52,53,86,102,60,116
63,53,54,75,98,58,88
60,55,58,63,109,62,86
63,58,58,76,120,54,87
62,60,57,81,138,63,119
65,60,59,87,126,67,117
65,60,59,113,120,55,123
67,62,58,118,106,68,163
67,59,56,111,101,78,180
68,60,56,107,131,92,204
68,59,60,118,185,102,279
71,60,61,117,229,96,299
72,63,62,113,218,88,237
73,63,63,131,189,88,224
73,63,64,151,210,101,343
72,64,64,127,221,124,406
69,62,65,98,232,96,276
68,62,65,106,231,87,256
69,61,64,101,213,80,204
67,62,63,92,214,73,153
69,63,65,94,200,75,136
73,64,65,100,194,72,142
73,61,67,98,192,75,181
74,60,69,106,182,88,210
75,63,67,91,181,79,129
74,64,68,98,177,60,78
72,65,70,96,168,63,74
73,64,78,91,136,81,95
71,62,77,78,141,85,119
71,59,75,82,182,62,124
68,58,72,89,178,76,178
69,55,69,104,206,74,240
67,54,68,94,277,79,377
68,55,69,108,286,78,463
68,55,69,109,244,97,402
69,52,67,110,200,115,378
67,48,66,106,189,93,301
68,47,58,111,196,62,252
63,45,52,75,149,52,156
57,43,52,56,153,37,66
54,48,44,49,106,42,101
52,43,40,47,66,31,44
47,41,36,43,38,28,22
46,43,40,41,41,28,21
46,45,36,39,35,29,16
45,48,33,38,41,29,28
46,50,32,31,44,25,18
45,51,32,34,42,15,12
48,49,32,32,31,19,13
45,47,36,40,39,20,12
43,47,34,42,39,19,14
44,47,30,53,39,21,22
43,52,31,54,46,35,40
45,55,30,57,55,33,40
49,57,36,52,50,24,32
50,57,44,57,49,31,32
52,54,47,51,67,33,26
51,51,50,46,78,29,30
52,52,52,58,75,33,34
50,49,52,53,83,41,71
49,52,58,56,104,44,71
53,53,51,68,98,50,66
49,55,56,78,86,56,74
50,56,55,82,113,63,138
51,56,50,68,135,65,129
53,56,47,66,140,58,119
54,56,44,78,130,46,82
55,56,47,95,164,49,204
57,59,46,101,162,61,235
61,56,51,90,180,63,203
61,56,53,87,189,59,181
64,55,52,72,223,47,153
63,54,52,65,233,39,75
65,54,52,59,249,19,33
60,53,49,67,206,31,68
58,54,49,68,186,34,56
57,52,45,72,143,28,65
60,52,44,93,113,44,103
62,51,47,95,106,56,104
59,53,47,74,132,62,96
60,54,48,71,147,58,80
56,58,52,59,160,48,43
53,60,54,64,165,61,87
55,59,51,58,170,69,130
56,53,48,52,162,60,162
61,56,45,61,149,43,85
61,56,48,65,156,50,71
57,55,52,68,165,55,82
54,53,53,69,138,52,102
47,54,51,73,148,52,132
46,52,46,67,152,45,145
44,52,45,55,129,40,106
45,51,39,58,121,35,86
45,49,37,63,105,38,99
46,49,41,61,105,50,95
47,48,36,62,108,40,121
42,47,42,42,124,31,62
42,49,38,47,94,33,50
43,45,36,37,77,17,22
45,43,36,43,73,16,32
46,43,32,36,55,19,26
46,43,31,54,60,31,50
46,43,34,64,67,35,88
45,43,39,63,102,39,127
42,41,39,62,144,50,197
43,40,41,43,156,55,195
45,37,43,36,142,38,85
45,42,47,52,118,33,41
50,47,47,60,94,42,52
52,49,44,67,75,38,54
57,48,44,64,102,46,115
60,48,51,71,135,46,142
57,50,57,57,135,50,110
56,50,56,50,127,54,78
54,49,53,56,125,40,58
54,52,55,47,123,45,59
54,51,55,57,129,39,50
55,54,53,68,120,40,58
56,54,55,45,109,36,27
53,54,53,39,95,32,34
54,52,55,45,105,42,33
52,52,57,44,104,42,25
52,56,58,54,119,40,37
51,58,53,58,114,47,72
55,59,51,72,105,56,85
61,58,55,63,115,55,82
62,60,59,60,121,44,81
65,61,58,67,109,52,87
64,61,57,82,105,52,60
63,60,57,83,101,65,66
61,60,65,86,131,70,111
63,59,66,76,154,58,97
63,61,67,84,140,60,97
64,62,67,89,124,65,87
62,60,68,73,99,62,59
62,57,65,64,104,45,64
64,57,62,52,119,39,39
65,59,57,54,121,37,31
65,58,58,71,105,45,48
64,59,58,81,112,52,80
65,57,56,83,137,69,144
