"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
52,59,48,46,46,41,25
54,58,49,46,42,47,22
53,59,50,53,47,56,33
55,56,50,60,51,55,45
56,54,53,76,57,59,55
55,53,53,79,75,59,72
58,53,54,80,73,64,53
59,52,54,82,85,62,81
60,51,51,65,89,55,84
60,52,54,63,118,53,67
60,55,59,76,121,57,88
60,55,60,71,128,52,66
58,53,61,70,125,70,100
55,54,60,64,110,63,94
56,56,59,57,97,65,84
56,57,58,56,85,51,44
56,56,56,65,92,45,54
51,59,54,72,93,64,125
50,59,53,76,96,75,149
43,59,46,46,81,55,61
47,60,44,51,95,44,55
48,59,45,52,99,40,69
52,57,49,49,107,41,63
55,58,52,58,113,49,83
54,57,53,47,96,47,53
52,57,54,54,117,56,74
55,57,57,70,138,77,181
56,58,58,90,207,96,290
58,56,62,80,314,102,403
60,55,62,75,328,88,264
58,55,62,77,279,62,149
55,51,61,70,240,61,114
53,52,62,63,216,73,218
52,52,61,72,193,79,282
50,54,60,67,171,69,142
48,54,58,51,149,54,61
49,55,54,51,151,55,57
47,56,51,57,140,53,82
49,54,49,53,124,57,94
49,52,49,59,109,45,65
49,51,51,53,98,38,52
50,52,53,58,93,46,56
51,50,52,60,97,49,68
49,45,55,41,120,43,51
47,44,56,38,126,44,61
44,45,49,40,96,46,64
43,45,48,40,86,43,71
43,45,46,44,87,57,85
44,45,44,45,86,50,90
44,45,48,45,93,56,112
44,49,48,53,104,65,144
46,49,44,87,111,69,297
51,47,42,95,123,80,378
49,47,40,62,114,52,178
40,48,41,56,105,37,99
40,46,43,41,100,37,65
38,44,39,38,63,30,28
32,45,37,29,51,22,24
31,44,34,36,49,24,47
32,48,32,35,55,37,63
35,48,32,31,69,37,98
35,51,31,47,79,43,171
36,47,32,59,91,58,255
43,49,33,64,113,68,281
49,51,38,71,153,64,255
48,52,46,70,222,74,321
54,53,50,68,275,81,367
53,52,53,62,249,66,278
52,52,51,58,165,57,184
51,56,50,75,123,59,113
50,57,53,53,113,46,65
51,57,60,50,128,53,94
48,60,55,52,119,40,73
47,61,52,57,99,50,80
47,58,49,63,86,43,62
51,56,50,62,92,46,82
51,56,53,61,107,60,106
56,57,53,76,115,67,128
57,57,49,80,135,68,129
57,52,56,58,156,66,118
56,47,56,56,153,54,101
56,48,57,41,144,50,65
59,49,62,39,130,45,44
58,49,68,46,122,54,62
53,48,64,49,91,52,45
51,49,62,54,88,53,55
48,49,58,45,100,52,44
50,48,60,51,98,53,53
53,49,60,48,95,47,48
51,47,60,51,82,39,26
49,48,56,44,86,44,27
52,51,51,53,89,44,43
48,51,54,63,98,48,68
48,56,49,68,96,44,76
46,56,48,65,117,53,102
49,55,49,63,112,54,48
47,54,49,61,131,52,78
45,52,49,63,138,47,110
44,51,50,60,124,52,124
42,56,47,63,113,51,116
41,54,45,71,108,60,154
42,57,48,73,135,55,168
49,60,44,81,163,49,181
50,57,46,76,167,48,181
49,58,50,75,138,51,84
51,56,49,73,145,51,96
50,56,50,72,124,54,102
50,54,51,72,115,48,95
45,52,50,74,107,61,156
44,50,49,73,99,52,135
43,51,44,72,105,43,151
42,52,43,70,100,47,148
44,53,42,61,118,52,182
42,51,34,54,65,44,83
39,50,31,46,48,26,33
42,48,34,42,67,25,28
40,47,36,36,71,21,13
