"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
43,54,56,36,28,47,19
43,54,56,36,40,40,21
45,53,55,41,58,48,28
46,52,54,41,73,60,46
45,52,55,49,76,68,68
44,51,55,45,74,54,54
44,51,53,52,80,67,67
44,53,51,62,92,66,117
44,55,49,62,120,78,154
46,56,50,51,140,65,114
47,56,52,53,136,57,71
50,55,56,48,108,48,45
49,55,56,53,116,48,42
48,56,58,61,109,48,46
53,55,54,65,95,54,61
53,55,60,65,94,69,51
52,57,63,65,117,73,79
55,62,65,64,126,75,108
54,61,65,65,141,69,114
55,60,69,70,159,70,130
56,62,67,67,142,84,135
59,65,68,79,137,83,161
58,62,70,82,149,89,180
59,62,71,90,165,108,233
60,60,71,91,218,112,324
60,64,69,98,251,104,432
61,62,68,95,261,109,346
63,61,69,86,238,107,291
64,63,66,83,213,121,290
63,63,66,90,188,126,241
64,58,71,98,167,120,204
65,56,73,95,192,118,231
66,55,74,97,198,100,261
64,55,74,97,220,115,384
66,55,74,99,271,100,434
64,55,74,72,294,78,244
65,57,74,70,304,63,159
65,57,72,67,266,54,86
66,57,70,72,214,58,85
66,55,70,80,189,79,143
66,57,70,98,189,98,233
68,58,74,98,224,108,280
67,60,76,96,247,114,314
67,59,77,102,253,126,413
68,60,77,97,238,126,378
67,57,74,83,230,114,224
66,58,77,73,230,111,149
67,55,79,83,217,100,156
65,57,76,80,194,107,147
63,60,77,102,188,109,216
63,60,79,116,207,98,235
63,58,79,110,248,108,322
62,60,80,100,300,117,393
63,60,80,104,333,119,470
62,60,80,81,329,105,354
64,66,79,76,342,92,289
64,65,76,69,304,77,185
64,64,77,74,279,71,154
61,72,80,91,248,79,181
61,72,78,99,219,87,194
65,68,79,119,248,106,318
68,70,80,127,322,145,508
68,67,83,131,343,148,531
69,67,83,120,317,126,393
68,64,83,92,308,107,215
66,62,82,85,295,105,224
64,63,80,84,288,97,224
65,60,76,87,313,103,231
65,62,76,82,350,88,203
64,60,76,84,371,94,296
64,58,76,102,450,104,577
63,60,75,100,576,114,673
65,59,79,99,570,105,555
67,56,80,97,471,94,325
67,55,82,107,402,89,294
64,53,84,99,398,86,279
70,52,83,96,353,84,203
71,52,82,115,328,77,225
69,52,85,111,346,87,306
66,53,84,114,392,111,453
62,53,84,102,410,107,415
66,55,83,90,402,100,332
59,56,82,95,349,105,375
60,57,82,98,334,112,364
60,55,82,99,363,138,470
62,54,81,85,441,143,647
60,52,77,81,473,129,659
61,49,81,64,447,96,400
60,51,67,56,264,60,138
58,51,58,52,150,49,80
59,54,54,61,128,38,64
56,56,53,61,131,43,71
56,56,56,51,164,42,61
54,59,56,47,185,46,69
55,59,61,45,185,50,63
53,62,59,53,147,52,53
58,60,60,63,137,61,85
58,61,58,79,135,69,168
56,60,56,78,150,63,133
54,60,55,71,153,72,159
56,59,55,65,142,68,106
57,57,56,72,148,72,112
57,58,53,81,179,72,215
58,56,53,78,191,68,229
59,58,54,72,174,70,187
58,58,55,60,157,61,151
56,53,56,55,150,53,123
63,54,55,68,157,54,158
61,55,59,55,183,60,149
54,52,63,51,179,52,108
46,50,64,44,148,47,81
43,47,61,31,116,44,61
36,52,53,21,76,36,21
33,50,46,24,52,34,23
31,50,40,30,33,30,18
31,53,30,36,18,30,9
33,55,28,40,21,28,18
39,58,25,52,26,34,35
42,57,25,62,33,36,50
42,59,27,64,30,43,38
45,62,29,75,34,36,45
52,60,39,89,87,46,87
53,58,51,80,137,58,127
57,57,60,83,196,61,136
57,53,66,83,220,50,111
58,54,69,65,198,41,57
59,53,66,66,201,47,110
57,52,65,76,234,62,208
55,56,64,59,260,69,156
55,58,64,49,231,64,84
54,57,64,52,176,55,78
55,58,66,64,166,70,96
56,55,66,69,182,71,143
56,54,63,63,196,70,185
54,55,62,67,224,65,176
52,56,62,73,208,57,129
52,53,59,86,202,57,205
55,53,60,84,212,67,293
55,55,57,86,259,80,450
55,57,58,78,311,74,478
53,58,58,87,335,67,406
53,57,59,79,307,45,144
53,53,61,76,256,35,57
51,56,61,77,222,61,154
52,56,66,72,218,80,175
52,55,66,77,247,91,287
55,54,68,74,282,83,299
57,53,75,64,271,82,208
58,56,73,59,246,69,141
59,53,73,52,226,63,90
60,56,74,44,168,61,67
60,58,77,44,145,63,42
62,55,78,63,159,65,50
62,53,78,73,144,62,51
60,51,79,85,144,64,100
54,54,73,84,144,87,167
54,54,69,63,180,81,135
51,49,66,63,154,77,107
49,50,64,68,167,65,84
49,52,62,56,160,71,102
47,52,58,48,133,77,96
46,54,58,41,103,73,66
49,55,58,45,97,65,67
49,56,55,50,114,65,68
51,54,54,56,136,62,113
52,54,53,50,133,54,94
50,54,57,41,112,52,42
51,52,59,40,106,44,39
55,54,64,43,103,51,32
51,53,63,54,97,53,47
52,54,65,56,105,48,55
51,54,61,43,113,47,55
51,55,64,48,110,49,58
55,55,66,67,122,46,76
50,57,64,62,129,66,102
52,54,63,58,126,67,82
53,58,63,83,140,68,136
57,57,60,71,149,69,120
56,59,61,65,142,66,79
59,60,60,60,120,53,44
59,63,61,72,121,65,100
59,63,63,87,136,60,118
61,64,63,92,164,85,257
64,62,62,98,151,91,244
62,60,64,101,161,115,286
66,61,62,107,211,129,362
64,62,65,95,313,113,398
63,58,66,89,387,103,562
61,56,67,95,412,104,701
61,53,74,94,374,104,562
60,53,73,77,335,89,384
59,56,71,59,311,84,253
56,55,63,61,280,64,145
54,56,61,66,243,55,168
56,53,61,63,224,55,167
56,54,60,67,205,55,106
58,57,58,76,212,56,75
59,56,58,71,210,53,137
60,56,56,67,180,46,116
57,50,56,63,162,48,108
