"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
57,46,58,38,55,46,29
57,47,59,43,53,44,26
55,46,60,48,78,47,42
54,46,57,42,96,50,41
51,45,57,48,93,50,53
50,47,55,54,80,47,70
51,46,55,54,74,41,48
52,50,58,55,78,46,50
52,50,59,59,69,50,43
52,49,60,56,79,47,45
53,50,62,59,82,52,62
52,49,63,66,81,61,84
48,49,63,49,93,64,53
52,47,65,50,115,55,66
51,47,63,42,115,59,61
53,46,63,35,117,46,52
50,47,61,41,107,48,52
51,48,63,51,99,46,51
52,48,63,58,100,47,72
57,45,69,68,141,52,90
59,48,72,79,169,76,133
59,45,72,76,192,71,148
58,47,76,69,205,65,117
57,44,73,68,191,60,128
59,45,70,66,199,63,125
57,44,71,59,202,56,124
54,42,71,54,209,59,142
52,43,67,60,201,48,100
54,46,68,61,171,48,68
52,46,65,51,177,46,81
48,44,65,35,191,42,26
46,42,66,36,169,39,33
41,41,62,39,137,33,33
40,44,58,46,117,33,44
38,46,52,57,85,36,84
36,47,44,59,91,46,148
35,47,41,50,85,55,126
38,49,41,53,85,57,125
45,48,44,76,97,55,122
48,49,48,85,112,69,139
51,48,49,89,159,73,238
51,47,52,75,246,83,335
53,44,54,62,300,69,280
56,43,59,78,295,80,331
59,47,62,91,289,103,487
57,48,63,104,278,117,564
57,52,64,83,262,99,331
59,54,65,83,266,80,238
62,56,70,84,283,87,251
64,55,70,81,290,79,309
63,57,72,83,321,96,444
63,55,71,88,355,99,450
64,56,69,110,391,112,601
67,56,69,113,453,130,722
66,55,71,84,454,104,351
67,55,71,83,425,92,245
66,56,70,84,372,101,310
64,55,67,67,294,88,253
65,56,68,75,318,78,279
64,50,67,92,332,77,290
61,50,71,102,344,112,414
62,50,73,134,451,147,1029
62,52,74,119,540,139,983
63,54,76,98,583,131,670
64,55,78,99,627,105,484
64,54,77,104,555,106,453
64,51,76,103,449,114,483
64,52,74,109,379,131,587
64,49,74,109,357,130,606
63,51,73,93,358,119,555
63,49,75,75,331,102,367
63,52,76,55,315,85,197
66,52,77,53,289,62,127
70,52,79,56,246,52,84
69,53,81,60,237,59,82
68,52,80,65,224,57,76
65,51,79,66,196,58,60
64,44,78,70,189,69,85
61,45,82,56,202,78,89
60,46,84,59,223,55,86
58,46,79,55,224,64,124
57,46,74,67,217,54,146
60,42,67,63,195,52,138
59,42,67,64,184,58,117
54,44,67,71,180,59,121
55,45,66,73,191,52,121
56,46,65,72,174,55,129
58,44,66,71,190,72,152
58,45,66,74,217,78,164
59,46,72,82,268,81,279
58,47,71,78,241,72,263
55,48,68,60,175,75,151
52,49,62,52,140,63,63
57,48,63,51,114,66,61
55,50,64,45,121,64,58
55,46,71,50,137,63,89
56,44,71,53,134,68,90
55,44,66,54,127,62,91
50,47,68,47,131,64,82
50,45,65,49,145,63,108
46,45,68,45,159,69,159
48,47,62,58,178,68,143
50,47,62,53,184,58,95
50,46,60,55,171,53,75
49,46,61,47,163,42,59
49,48,61,49,159,52,60
50,49,63,48,145,57,67
50,49,63,53,139,63,68
52,45,63,68,151,67,131
52,48,66,90,195,110,468
51,48,62,90,223,121,617
51,44,53,85,206,102,493
48,43,50,80,197,100,435
53,43,47,87,215,79,436
51,42,45,80,209,84,320
53,44,50,81,223,72,216
57,46,54,68,257,60,176
59,46,57,66,267,65,201
57,46,59,61,269,59,158
59,45,61,58,270,73,210
57,45,65,60,253,63,158
56,45,65,62,248,57,165
56,47,66,62,208,84,197
54,49,66,47,222,76,145
53,51,64,47,229,51,111
52,53,63,44,202,57,112
53,54,66,46,184,66,76
56,53,71,48,185,55,56
58,52,71,54,194,60,98
56,54,72,61,150,62,90
58,52,76,54,148,55,80
55,52,78,73,137,60,109
56,49,76,76,146,67,81
53,48,71,60,142,69,79
54,50,68,56,166,64,93
53,48,66,64,186,59,133
56,48,66,71,205,55,160
60,47,67,80,187,49,108
57,45,71,72,154,72,109
54,46,69,58,135,64,85
53,44,70,59,151,73,116
51,44,69,70,174,72,136
49,44,64,64,169,71,144
48,42,64,53,201,45,74
46,43,59,44,182,37,39
47,43,58,39,162,39,46
48,40,61,44,159,46,85
49,40,60,65,145,52,151
52,40,59,68,138,67,180
52,40,59,49,144,65,128
51,43,60,45,147,62,103
49,39,54,40,143,44,102
51,40,49,42,137,30,53
51,42,47,50,101,36,68
49,44,49,62,116,44,80
48,43,53,57,120,48,80
49,43,55,57,115,53,92
49,42,55,59,105,51,88
47,42,55,64,110,46,97
50,43,55,54,119,58,110
50,39,56,37,122,49,58
56,41,54,52,116,48,73
51,40,62,55,126,45,73
50,40,60,57,123,44,60
48,39,59,58,137,40,54
48,36,57,46,133,33,49
46,36,57,37,114,29,35
42,37,55,32,94,23,16
38,36,49,24,58,17,14
39,37,44,34,57,25,28
41,38,42,35,58,29,41
42,41,41,47,80,40,99
36,41,51,40,94,48,100
32,41,53,30,96,38,66
32,41,49,28,95,39,65
31,41,49,24,68,30,31
28,42,49,27,64,21,6
32,43,49,31,56,24,13
35,40,48,33,50,26,19
36,39,49,29,51,27,25
38,38,49,27,55,34,25
36,38,49,33,70,41,43
35,43,48,43,75,51,94
33,43,48,46,74,51,83
34,39,46,42,62,38,44
35,41,41,55,53,38,35
35,38,41,65,49,40,72
39,39,42,57,71,41,68
40,40,47,40,91,42,58
40,38,50,36,73,46,50
41,40,50,51,98,48,80
43,43,51,52,130,62,136
45,42,51,48,138,52,124
47,45,49,51,119,47,69
48,42,47,40,94,44,33
48,44,49,55,87,48,64
48,46,53,39,93,50,58
51,48,54,41,98,52,44
51,50,51,64,78,53,46
50,50,53,78,80,60,103
