"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
56,38,39,34,36,25,12
56,38,40,44,41,26,18
55,38,40,44,43,32,30
53,39,39,59,55,29,41
54,37,40,63,72,33,53
55,40,39,62,67,36,48
53,42,41,54,74,39,68
51,42,41,52,77,34,58
51,41,40,46,78,26,35
51,43,36,45,74,25,34
53,41,36,44,70,31,29
50,40,35,45,65,33,40
50,44,38,58,70,31,51
52,43,39,55,71,25,52
53,41,41,51,67,28,47
54,42,43,52,80,35,47
59,44,43,67,84,37,54
56,43,40,67,95,39,76
59,43,45,52,121,43,73
58,42,45,66,111,44,98
56,39,41,63,94,45,101
52,38,38,63,91,47,113
50,38,38,63,94,38,92
51,37,39,65,104,38,114
52,38,38,65,111,41,121
50,37,37,67,122,51,169
51,37,37,62,141,48,152
48,37,36,63,137,37,106
47,37,36,59,137,29,91
44,38,36,55,116,30,83
41,39,34,59,117,33,101
42,38,33,44,116,27,70
44,39,34,39,113,28,60
47,39,33,47,105,24,52
49,39,35,51,106,30,77
49,40,35,58,109,39,110
49,42,35,57,128,43,129
47,41,34,52,127,34,109
51,45,34,51,112,36,93
56,42,37,51,128,41,95
56,44,38,47,139,36,81
58,48,39,54,124,29,53
62,48,41,52,144,32,50
64,50,47,63,179,47,94
61,50,46,54,141,38,38
60,51,49,63,108,48,64
57,46,49,61,95,51,93
57,45,47,75,117,55,116
57,44,49,78,135,55,145
54,41,47,70,143,59,180
52,41,46,59,134,54,139
50,39,43,55,118,47,137
44,38,42,46,112,47,110
44,39,41,37,106,50,83
40,39,40,26,99,39,57
38,43,36,33,91,34,61
36,43,35,35,66,39,56
36,44,28,41,48,28,30
41,48,27,62,59,40,82
44,48,28,62,101,41,120
46,47,33,61,114,38,127
52,49,34,75,139,42,205
53,49,39,73,111,42,139
60,51,39,65,97,45,86
59,47,45,60,98,45,95
58,46,46,61,104,34,65
57,47,48,55,98,43,79
58,51,49,58,114,50,147
56,51,49,54,117,44,95
53,48,54,53,107,34,57
57,50,52,61,118,38,57
59,49,50,73,118,42,53
59,50,51,66,118,49,93
60,51,53,68,145,49,112
61,50,54,69,169,55,141
64,48,55,63,158,53,105
65,46,54,72,165,51,140
64,46,54,63,148,44,113
64,46,54,60,145,45,100
63,49,54,62,145,36,77
62,49,56,63,139,37,69
65,47,56,68,119,30,40
67,47,58,62,115,31,38
70,48,59,61,145,40,51
70,44,61,45,191,47,43
69,43,57,45,163,38,50
67,44,63,64,169,53,110
64,43,67,64,180,57,145
65,41,67,53,197,60,160
61,40,68,59,185,47,110
58,43,70,60,197,50,117
55,43,68,59,211,37,75
56,44,66,62,177,54,108
58,43,64,60,140,71,144
57,43,65,62,184,65,157
58,45,62,54,199,48,97
57,43,61,48,201,49,108
59,42,60,56,179,44,116
56,44,58,49,149,52,87
56,45,53,43,131,40,94
55,43,49,52,108,44,79
55,44,49,57,99,47,96
54,45,49,65,98,51,122
54,44,52,79,122,63,169
52,46,51,84,178,64,242
52,46,53,86,257,73,378
52,47,51,81,264,81,464
52,47,46,85,187,65,283
51,48,45,67,163,65,187
51,49,46,58,163,53,133
55,48,47,53,173,38,86
53,49,45,51,161,35,43
47,52,45,47,94,37,38
46,52,42,58,64,37,45
54,52,46,79,81,39,76
54,52,46,79,106,43,62
56,53,44,86,115,48,99
54,53,44,89,122,49,117
53,52,44,84,127,47,129
55,51,45,62,131,44,137
60,52,46,70,133,39,113
61,51,44,75,131,43,98
61,54,42,70,142,51,115
60,53,43,57,178,44,58
62,54,44,59,187,35,41
65,50,47,57,169,27,64
66,49,48,69,159,39,108
63,48,48,80,146,35,115
58,47,47,68,118,33,68
59,45,47,79,125,42,120
59,46,49,70,131,52,115
61,43,51,58,152,49,86
61,42,55,62,162,48,109
57,42,54,61,147,39,92
57,43,51,56,124,40,83
55,44,52,48,133,46,112
54,41,53,45,154,52,145
52,43,55,58,166,52,183
52,42,51,53,163,50,138
51,43,51,51,143,56,96
51,45,51,39,153,53,101
53,46,50,35,159,39,65
53,46,50,47,155,36,77
52,51,49,49,153,34,77
54,53,44,59,158,31,85
54,52,43,65,126,25,84
56,50,43,71,134,43,156
61,49,42,72,154,39,139
57,49,44,63,172,27,68
60,48,45,66,169,33,64
61,47,50,67,194,52,177
64,46,55,70,237,77,344
65,45,56,54,260,52,140
58,46,54,51,192,33,71
57,46,54,51,162,32,41
55,47,50,68,132,49,117
54,48,46,61,104,43,64
55,47,46,58,89,41,58
56,47,47,62,87,35,55
62,50,47,53,109,41,79
66,50,47,62,137,35,54
66,50,47,68,129,34,72
67,50,47,76,112,34,85
66,49,47,70,99,30,50
65,49,46,53,110,28,30
66,48,48,56,101,29,31
65,49,47,66,101,26,34
63,49,45,63,81,31,29
62,45,46,74,78,33,18
60,45,46,69,72,31,32
58,47,45,72,65,35,47
55,46,43,73,53,29,35
52,46,41,61,61,23,33
55,47,46,51,95,35,61
61,49,51,58,158,50,137
64,47,54,75,221,68,330
65,44,53,79,267,82,401
66,41,54,76,348,46,205
62,41,53,54,345,27,73
61,41,53,43,227,21,34
60,43,53,52,164,24,68
61,44,54,50,182,42,142
54,43,55,50,198,55,186
55,41,55,45,196,43,97
57,41,54,49,187,31,65
54,42,59,54,136,34,69
53,41,50,50,95,25,38
47,40,48,52,90,42,85
45,41,47,41,107,43,60
46,41,43,46,112,37,66
54,42,39,57,113,42,91
53,42,42,64,141,43,113
57,44,43,72,174,56,165
57,43,43,70,170,52,157
58,45,43,63,184,36,73
55,45,44,60,190,34,62
51,45,44,45,144,42,59
51,45,47,43,128,36,55
51,47,50,57,132,27,39
48,48,50,54,129,37,84
