"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
57,56,60,49,62,43,36
60,57,61,53,58,43,36
58,57,61,64,67,54,46
58,56,60,65,78,57,55
57,57,63,64,84,72,65
57,56,62,65,83,69,59
59,54,63,71,108,65,89
59,55,63,67,109,67,85
58,54,62,65,113,59,68
57,54,62,69,106,57,87
57,54,61,75,118,56,91
60,53,61,63,122,54,67
57,55,62,59,136,48,80
59,51,60,48,135,36,35
56,52,58,41,122,35,32
56,50,57,46,109,46,46
57,53,54,56,109,37,51
55,51,54,64,104,56,89
55,50,53,64,107,58,139
55,49,54,53,125,54,99
51,46,54,57,127,47,90
52,44,53,67,116,56,157
48,45,54,58,107,51,130
49,47,55,51,135,51,90
47,45,50,56,141,57,142
44,49,52,64,134,62,166
46,53,49,55,116,61,89
51,55,51,65,141,81,164
53,54,52,73,158,73,171
64,53,54,80,154,49,137
65,54,51,77,146,41,117
66,53,56,74,125,51,90
67,53,60,78,103,64,72
65,52,58,72,116,53,70
65,50,56,65,118,46,67
64,50,56,76,98,43,48
65,50,51,85,89,38,41
74,52,55,93,175,54,135
77,54,63,76,341,55,156
77,54,67,72,339,51,105
77,52,68,73,332,55,133
81,52,66,80,341,40,122
80,49,71,98,353,44,95
80,49,73,95,356,45,130
79,48,73,101,383,57,293
78,46,77,79,408,70,265
73,46,74,75,406,77,262
71,47,72,80,322,62,166
71,46,72,79,280,51,160
69,43,71,73,261,53,172
68,43,65,77,225,41,94
65,44,59,64,227,32,48
66,43,57,67,221,30,67
65,42,55,61,199,19,57
61,44,54,59,176,23,35
62,44,55,76,199,35,104
61,46,56,80,232,46,181
64,48,56,81,279,54,193
65,50,55,75,262,53,146
64,48,56,67,239,42,132
61,46,56,52,207,49,103
61,46,56,39,187,36,48
56,48,56,52,149,36,39
56,45,58,65,125,42,73
52,42,54,52,114,44,66
48,42,52,46,113,33,67
47,44,50,60,135,40,101
49,44,50,56,132,34,74
47,44,52,62,125,41,74
52,46,52,55,130,35,48
57,45,51,47,136,32,38
56,43,49,47,127,38,57
52,45,46,45,138,38,66
53,46,47,49,149,33,53
52,44,50,49,122,31,43
53,47,46,47,108,31,42
57,48,44,51,106,32,42
58,49,42,58,100,37,44
56,48,41,74,92,30,46
54,47,37,74,66,30,56
51,48,38,81,71,36,66
53,49,36,71,77,35,49
54,48,38,61,81,29,26
56,47,42,46,81,24,10
61,45,41,57,82,23,26
64,47,42,70,97,25,61
62,47,45,54,113,40,67
63,50,48,51,160,45,100
66,48,49,64,181,33,97
66,48,51,63,154,34,59
64,48,50,63,130,43,53
61,48,50,65,113,45,68
62,48,50,49,106,37,39
62,47,49,49,107,45,52
63,48,46,63,101,36,34
65,52,44,75,89,30,29
62,51,49,78,88,24,27
63,52,52,62,95,45,58
62,49,49,57,126,57,104
64,49,48,54,172,53,118
65,47,51,77,211,58,174
68,49,54,80,187,65,177
67,46,55,83,196,64,174
66,49,58,92,214,74,219
65,47,59,80,247,87,237
67,48,62,71,296,78,242
72,51,64,70,297,56,173
78,54,60,70,297,35,79
78,56,68,79,272,40,70
76,54,68,89,258,47,91
78,52,72,93,252,68,165
82,53,71,90,295,77,244
82,52,70,96,344,72,214
80,49,72,85,352,71,223
79,50,72,90,336,89,308
75,51,72,84,317,89,230
72,51,71,98,327,78,212
72,56,71,105,349,78,211
73,55,71,118,340,75,242
74,54,72,118,280,69,263
74,56,71,104,257,73,211
74,56,71,99,229,88,186
73,55,73,94,222,86,194
73,54,71,92,200,73,105
72,55,71,85,195,66,101
68,56,68,93,168,71,120
68,57,65,73,148,65,100
69,56,64,76,166,63,131
69,56,62,83,182,64,161
69,52,62,83,195,53,144
68,54,56,90,165,53,123
67,54,57,75,143,58,74
67,55,58,74,150,53,63
69,51,60,94,186,68,168
68,52,62,102,240,85,309
68,51,62,89,242,81,218
70,50,64,81,229,64,138
68,52,65,85,196,65,126
72,50,65,86,178,75,108
74,47,64,90,186,62,112
79,51,63,119,239,79,239
83,49,69,115,301,83,303
82,46,73,99,348,71,280
79,50,73,87,334,69,239
73,51,71,83,272,73,189
72,48,68,91,239,75,180
69,48,64,88,247,62,165
73,50,63,92,249,75,256
73,49,61,84,242,86,303
76,45,60,68,256,76,235
74,45,61,69,255,75,235
75,45,62,65,209,55,120
70,48,61,61,187,58,95
66,46,63,58,185,55,73
66,46,61,77,228,59,135
65,46,60,72,230,58,114
65,48,59,63,213,43,86
62,49,58,65,186,39,79
64,51,61,53,166,37,50
67,47,61,46,145,38,30
74,47,61,67,154,36,54
72,48,64,65,155,40,45
68,45,62,61,146,44,62
68,47,56,70,118,40,65
68,47,56,77,144,44,105
64,49,51,69,129,41,59
65,48,47,66,118,41,84
64,48,46,66,134,52,138
62,49,49,94,153,75,256
64,50,44,98,193,79,320
65,51,42,98,223,71,307
67,54,45,89,319,46,249
65,53,48,62,280,33,157
61,52,46,53,236,34,135
59,50,43,48,195,30,97
57,49,47,51,150,26,51
57,47,47,52,142,37,67
58,45,45,62,133,37,99
61,45,49,68,140,40,88
60,45,51,60,141,48,82
59,45,50,49,132,51,63
60,45,53,61,143,45,79
60,42,50,68,150,41,119
55,38,49,62,144,46,139
54,39,46,57,158,55,141
49,38,46,52,167,54,126
47,38,46,55,181,40,108
46,38,45,44,164,36,63
52,37,42,49,135,29,38
54,38,46,47,128,31,57
53,40,43,56,115,34,86
55,42,42,53,123,36,129
56,39,43,62,132,42,152
56,41,45,54,145,42,112
55,42,48,45,132,37,58
54,41,47,47,133,36,62
55,42,46,54,143,37,78
58,43,48,63,174,30,151
59,44,50,70,160,33,160
61,44,50,47,132,34,70
