"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
53,65,40,50,28,33,17
50,63,41,58,31,32,12
52,62,43,58,31,34,17
54,59,44,72,42,30,25
59,61,48,78,52,43,36
66,59,48,64,82,48,50
66,57,52,75,92,57,90
63,57,54,77,83,60,62
64,58,53,87,83,49,57
65,58,56,88,98,43,42
62,56,55,75,99,47,54
65,54,53,61,117,46,52
70,51,53,56,124,38,48
73,45,53,70,119,38,64
67,43,50,68,91,43,68
61,42,52,53,96,36,40
56,44,53,52,105,44,58
51,44,54,50,120,48,68
49,43,52,52,107,51,77
47,43,48,42,78,43,53
51,43,43,49,56,42,52
50,41,45,34,61,46,48
46,40,44,37,72,37,56
46,41,41,47,54,30,39
45,44,36,49,47,35,42
44,45,37,50,47,37,46
51,45,36,55,59,33,46
52,42,37,62,75,39,70
60,48,42,74,122,32,70
64,45,43,64,139,34,76
67,43,47,69,140,33,90
65,40,45,48,132,27,62
59,37,44,44,116,27,53
49,37,43,52,90,25,56
48,37,41,48,77,32,37
43,39,37,47,51,41,46
43,37,36,41,56,35,55
44,38,30,48,57,33,54
44,35,29,42,65,30,47
41,39,29,41,72,23,43
42,40,25,47,85,26,66
44,41,26,48,93,28,66
47,45,29,63,89,28,59
47,46,32,70,83,30,72
51,46,34,59,93,33,61
53,51,36,54,90,29,28
55,48,37,42,87,31,20
64,51,38,61,96,36,57
69,51,43,81,116,31,68
65,49,53,78,122,38,68
64,48,54,61,121,36,53
65,47,54,60,110,36,45
61,49,52,59,105,46,60
58,47,48,51,104,36,35
59,48,47,56,102,43,60
58,48,46,57,100,44,61
58,48,47,52,96,37,48
56,48,48,56,97,30,54
56,47,49,49,109,27,42
53,48,56,48,134,37,44
50,47,56,49,117,38,46
49,50,53,53,88,41,63
45,47,47,49,50,36,23
44,50,43,39,51,36,29
43,49,37,36,50,30,36
48,50,34,50,52,22,39
52,52,34,70,58,31,51
52,53,33,66,60,44,69
51,52,30,69,67,44,82
50,53,30,74,65,45,91
54,54,31,78,77,45,131
59,52,33,73,80,40,93
56,53,35,80,91,60,181
59,54,40,84,98,67,225
58,51,42,60,114,56,155
57,46,45,60,122,52,149
58,48,42,52,111,38,62
55,47,40,46,109,31,42
51,45,41,46,93,32,57
54,43,41,45,94,33,50
54,43,41,47,90,24,31
52,41,43,57,84,20,33
54,44,43,60,80,24,48
52,46,41,68,67,38,73
51,42,37,53,70,30,51
51,42,37,46,66,31,41
46,44,38,42,57,37,41
43,45,37,42,41,30,30
40,46,33,42,36,34,26
40,45,32,38,45,25,23
42,44,31,38,45,23,15
44,44,29,34,54,16,23
47,42,28,34,49,12,16
47,43,30,33,44,14,11
50,44,38,44,55,21,23
53,45,38,54,63,26,38
55,46,37,70,74,35,86
52,45,42,51,87,39,90
53,41,42,47,113,34,82
52,39,40,44,113,23,46
51,38,41,43,98,21,31
48,38,43,38,83,22,22
47,40,45,42,82,32,57
42,44,39,44,65,32,40
41,47,34,45,47,28,25
42,46,28,43,36,25,23
43,44,26,38,39,25,25
43,46,27,34,53,23,28
48,44,33,26,64,16,13
45,44,34,50,51,15,20
45,48,31,59,51,28,61
46,47,30,52,60,23,41
47,49,28,42,64,21,46
46,49,32,45,73,26,36
44,50,36,50,70,39,62
46,49,37,50,84,38,72
48,48,41,46,103,30,63
48,48,40,52,105,34,60
52,48,39,43,124,41,68
53,49,38,48,134,39,62
54,48,39,49,134,30,39
56,50,39,53,119,30,44
58,51,37,59,119,38,55
61,47,35,60,117,38,91
63,49,39,53,110,39,82
58,49,39,46,101,34,73
61,48,42,59,97,31,73
59,50,41,59,59,40,31
54,49,40,64,53,36,46
54,48,41,60,68,38,32
54,47,43,62,66,45,53
56,43,44,66,72,58,65
58,41,43,56,80,43,47
59,39,43,49,96,34,43
57,39,42,42,95,30,31
49,41,43,38,93,30,39
45,39,41,37,75,25,43
44,39,41,32,77,22,19
44,41,40,39,68,20,23
