"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
71,34,42,41,48,22,18
70,32,42,48,41,21,17
66,33,44,58,46,30,28
67,33,44,57,69,41,59
65,34,44,60,82,37,56
64,33,42,53,86,22,54
62,34,39,65,76,26,51
63,36,36,79,93,26,72
64,38,36,77,100,22,71
65,40,35,62,95,23,48
68,39,37,55,98,29,76
66,38,37,56,115,32,61
66,38,37,54,116,29,48
63,39,38,52,113,21,61
62,38,37,52,89,23,59
62,38,36,50,75,31,42
60,39,37,67,70,24,24
57,39,33,64,72,30,50
59,41,31,64,81,35,82
56,39,34,56,111,35,82
52,38,36,48,94,33,56
52,40,33,38,78,38,47
55,40,33,44,78,34,52
56,41,35,45,98,35,65
54,42,40,47,97,37,66
51,42,39,51,116,39,93
55,41,39,55,111,36,78
56,39,39,43,117,21,16
55,36,37,40,111,12,23
55,35,34,43,77,10,18
52,36,32,41,54,15,10
48,35,32,39,47,18,18
47,37,30,39,31,21,27
47,38,29,40,36,18,29
53,40,29,53,37,18,31
53,39,31,46,57,23,55
57,37,33,45,78,23,59
55,37,30,48,66,15,30
52,36,29,51,55,18,17
51,33,29,43,79,24,41
49,32,29,49,89,24,89
43,32,30,55,98,28,111
44,33,29,42,118,33,111
44,37,28,40,130,24,64
46,39,31,51,156,25,97
50,40,33,54,156,18,70
51,40,36,54,115,20,41
53,42,41,62,76,22,49
59,42,39,66,80,32,87
63,39,39,78,97,37,79
68,43,42,86,120,41,72
69,44,45,84,154,44,125
67,45,48,77,158,48,127
69,45,50,61,162,36,68
78,44,51,69,157,47,83
80,45,49,95,154,56,150
81,50,51,110,177,69,259
83,50,52,118,187,71,257
84,49,53,116,190,85,311
84,51,53,104,201,74,216
85,51,52,109,214,69,228
86,55,50,110,208,50,166
91,49,57,92,234,39,89
90,47,58,92,221,33,92
83,45,55,107,188,46,158
85,44,57,108,217,55,196
85,46,55,94,233,46,147
84,45,57,75,209,43,97
84,43,52,75,189,39,108
77,43,52,81,176,47,100
73,44,52,107,181,61,161
71,40,48,101,226,66,274
69,41,48,105,309,72,422
67,41,46,118,316,78,497
66,44,44,97,305,84,405
66,44,45,99,253,75,308
67,43,45,85,257,58,247
65,38,43,69,240,58,221
65,39,48,66,227,53,163
61,38,46,57,230,38,117
64,37,49,50,234,30,103
63,37,52,45,204,29,76
61,38,55,47,165,30,60
61,36,56,61,132,25,35
64,33,58,54,129,30,48
63,33,49,63,104,21,33
62,33,44,52,86,24,22
61,33,38,60,90,25,57
59,35,38,62,99,27,86
57,37,36,56,108,31,67
59,39,37,52,128,34,87
68,41,37,59,128,30,63
66,40,39,70,109,28,37
63,42,40,63,97,27,34
63,44,36,65,92,26,35
67,46,38,65,108,28,48
68,47,40,77,115,40,75
70,46,40,83,125,53,134
72,46,43,92,158,52,149
78,47,47,91,154,41,98
78,48,50,100,150,35,95
82,47,50,97,171,39,117
74,48,50,117,178,54,196
76,49,50,121,177,64,239
77,48,51,115,234,60,281
76,49,53,94,263,54,232
78,49,57,89,310,49,232
81,49,58,90,303,58,235
79,49,54,75,253,47,149
79,50,56,86,220,39,109
79,51,56,82,179,45,98
79,49,56,86,173,45,109
81,51,60,90,183,37,96
79,52,63,87,193,30,82
78,53,61,111,188,30,86
80,51,60,120,182,41,111
81,51,62,137,225,46,239
76,51,59,136,272,54,315
74,50,57,126,273,73,346
76,50,59,99,297,72,351
76,48,60,102,370,69,336
77,48,61,97,374,61,381
77,48,59,92,336,50,199
76,48,60,72,299,40,105
76,45,61,68,258,33,108
76,41,57,74,211,31,87
74,37,54,78,182,33,85
71,39,52,87,193,38,135
70,41,52,86,207,29,100
74,40,51,80,202,32,129
74,38,53,86,197,47,203
77,38,53,62,202,49,153
75,37,50,57,172,37,86
65,37,44,61,111,29,55
61,36,40,54,118,28,50
64,37,38,53,131,31,51
65,36,38,36,129,19,33
66,35,42,41,136,13,31
63,35,40,52,115,16,26
63,37,39,59,98,16,18
63,35,39,59,88,11,10
60,34,38,37,86,8,7
56,36,38,34,70,14,15
54,39,36,46,56,18,20
56,40,33,64,41,23,25
53,43,32,65,30,19,16
55,44,33,44,42,33,22
52,47,34,43,52,40,36
52,45,36,53,68,29,44
51,46,31,45,78,27,66
48,44,30,46,68,27,61
51,45,36,50,82,35,57
55,46,37,63,100,39,93
54,49,36,76,97,53,136
60,47,34,81,97,46,120
65,47,42,86,143,54,184
69,46,44,94,208,56,247
68,45,48,76,247,41,151
70,45,50,75,297,44,165
67,42,50,69,330,46,192
62,43,51,66,367,50,199
63,43,50,61,312,49,221
62,42,50,61,275,40,151
64,40,48,76,221,53,224
61,41,48,63,187,59,160
60,40,47,55,198,50,147
63,40,46,61,208,45,130
65,39,50,67,225,46,150
66,41,52,70,238,52,177
69,44,59,67,247,61,182
67,43,63,57,249,50,128
70,44,61,60,240,46,118
73,45,62,63,252,42,111
71,39,61,73,219,54,153
67,37,60,79,166,57,147
66,37,59,74,189,57,180
64,40,60,62,215,53,144
65,41,53,65,217,44,94
65,42,50,54,216,47,124
64,42,50,53,206,37,66
65,41,50,60,198,32,58
67,41,50,61,172,27,56
65,42,51,58,164,28,31
64,42,49,60,151,27,43
67,40,49,52,132,28,32
68,39,50,67,124,31,45
69,40,54,58,115,27,35
70,43,53,60,122,37,47
68,46,54,67,116,47,79
68,47,50,69,107,47,89
68,43,47,75,110,36,111
70,41,43,80,126,48,166
70,40,45,87,134,51,180
73,41,48,81,137,49,118
70,42,46,74,137,52,88
69,43,52,77,144,53,110
70,45,56,78,150,52,119
73,45,55,81,127,52,118
75,43,56,65,134,46,72
73,42,54,70,123,39,42
