"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
38,48,49,16,28,39,5
37,45,46,26,25,41,12
36,45,46,40,35,39,31
34,43,45,27,37,44,37
30,42,47,30,44,40,28
33,41,45,33,39,36,22
35,41,45,34,48,31,17
37,42,43,41,36,29,18
40,43,42,45,39,29,37
39,43,42,49,49,32,50
43,44,46,44,60,40,40
44,44,51,44,80,45,55
45,43,52,38,92,26,10
45,42,55,36,87,32,33
45,43,60,40,95,35,37
45,42,69,34,121,48,39
46,41,68,44,106,51,41
44,38,67,39,100,45,22
43,42,67,41,101,45,38
45,40,68,34,115,48,53
44,41,68,27,124,50,37
44,40,69,30,130,49,73
43,39,69,26,111,52,94
36,36,63,29,114,54,92
40,37,63,38,120,54,113
38,38,63,32,110,47,66
35,38,63,24,98,45,28
35,39,65,27,94,41,39
35,40,66,28,83,49,48
34,39,66,28,97,51,87
32,42,60,35,99,63,109
32,40,62,26,96,53,67
32,44,56,32,108,44,59
32,47,53,24,92,35,43
29,46,54,29,70,44,57
34,47,49,33,59,40,38
36,46,49,23,68,39,43
39,49,45,25,59,33,34
37,52,41,28,42,26,16
36,52,42,36,40,29,10
36,49,44,39,50,33,31
34,49,45,42,69,29,35
35,48,43,51,61,50,60
35,49,43,54,57,54,79
36,46,40,47,77,41,72
38,48,45,44,85,56,69
35,47,43,41,86,46,53
39,46,45,37,99,55,62
39,44,45,34,82,42,46
38,45,42,35,60,37,52
38,49,45,50,61,46,64
35,47,45,38,55,47,43
35,49,51,43,79,43,78
38,50,55,36,90,51,64
40,51,51,34,77,38,43
35,50,43,33,44,27,13
34,47,44,32,39,33,17
35,46,43,24,29,36,15
35,48,44,29,28,35,15
34,48,45,34,33,39,19
32,50,44,44,34,37,23
33,51,44,38,48,46,41
35,51,44,41,62,48,66
34,48,43,38,73,34,39
33,49,45,39,66,34,23
30,51,45,36,55,33,27
34,53,46,40,63,44,43
36,55,46,51,63,49,62
38,55,51,49,88,43,37
40,57,56,46,104,43,38
41,59,55,54,101,45,51
44,60,57,49,102,52,54
44,64,57,52,93,44,28
46,65,58,59,82,51,49
46,63,58,58,99,56,63
46,62,60,55,124,49,81
49,63,60,49,128,50,66
51,62,62,54,101,57,47
53,61,68,54,96,71,76
52,56,73,42,103,78,66
51,55,75,52,116,69,63
50,52,76,67,134,73,110
47,49,74,65,150,62,98
47,49,72,57,131,57,99
46,49,69,55,108,51,95
48,50,67,50,99,51,44
52,50,68,55,96,57,45
52,48,72,58,113,67,66
50,46,72,57,138,58,99
48,43,75,49,137,52,82
49,42,77,48,120,55,56
49,44,76,43,109,51,58
45,43,71,51,103,61,91
44,44,61,47,120,69,125
43,46,60,51,116,58,118
43,43,60,48,118,45,101
40,40,60,33,116,41,73
36,41,62,29,105,36,52
34,43,53,27,70,29,20
31,44,51,21,60,26,11
30,47,50,25,49,26,10
