"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
47,45,40,28,23,21,8
45,45,41,34,22,19,7
46,46,40,46,19,27,14
45,45,38,48,28,24,17
45,46,36,52,36,21,28
47,46,38,48,47,34,40
45,43,38,37,48,31,18
45,45,38,40,42,38,27
47,47,35,48,41,22,31
49,49,39,51,42,27,32
49,50,38,59,41,27,33
49,50,37,64,44,26,35
48,48,39,89,44,29,34
49,49,38,81,41,32,42
49,51,39,60,59,42,57
52,52,39,59,79,44,64
54,54,40,61,88,43,66
57,51,40,53,83,39,42
61,52,42,65,69,37,43
61,53,44,53,85,39,47
60,55,48,54,89,47,68
64,55,50,58,88,52,79
64,53,53,51,99,56,74
64,49,55,52,104,47,63
62,50,52,58,90,51,54
58,50,49,65,90,42,55
59,50,50,65,103,43,46
59,49,51,79,116,44,75
60,47,50,78,130,58,168
58,50,50,79,130,69,148
57,51,51,70,132,74,139
57,49,52,57,136,75,143
59,46,53,60,119,63,94
58,48,56,69,128,70,113
58,50,58,70,140,69,127
60,52,55,87,161,76,235
62,49,56,93,137,59,167
65,50,55,84,123,57,137
67,49,50,73,122,52,108
68,53,51,75,135,44,96
67,52,49,87,132,41,129
68,50,52,97,131,53,97
68,52,52,88,145,46,99
67,54,54,79,168,46,71
73,53,58,75,182,52,79
75,54,63,92,197,54,147
75,53,64,94,183,56,150
75,54,62,93,203,59,179
78,53,64,91,209,66,174
77,52,67,86,230,68,174
75,50,71,85,207,67,175
77,50,74,101,205,90,223
78,50,76,88,219,82,194
76,50,75,93,217,85,169
77,50,74,89,227,77,152
72,50,76,85,221,83,184
72,47,74,86,254,75,206
73,45,70,87,246,68,209
66,43,67,64,216,63,138
61,44,65,60,184,50,103
58,45,68,50,128,42,50
54,45,64,55,101,40,43
54,46,58,70,93,39,61
50,44,54,64,87,43,50
49,47,48,64,74,57,67
50,47,47,61,106,59,103
46,48,46,50,122,55,99
47,48,48,56,126,47,82
50,48,48,57,106,53,64
47,46,43,53,87,49,76
47,48,47,55,90,51,79
45,46,45,55,74,47,78
44,48,42,63,80,47,88
42,49,44,62,86,53,86
43,48,44,55,93,53,68
46,50,43,63,87,49,68
48,51,45,70,90,55,82
54,53,49,70,108,63,106
55,52,52,60,132,55,69
56,52,58,65,134,51,54
59,53,57,70,128,56,84
61,57,58,80,133,86,115
64,58,65,72,151,84,105
65,54,68,69,171,80,112
65,56,70,77,197,80,154
64,57,71,82,194,87,173
62,57,72,77,204,83,139
62,57,69,76,167,75,120
64,55,71,89,189,86,190
66,54,69,103,262,96,327
67,56,69,96,334,74,235
73,58,73,70,345,57,92
75,60,73,77,301,63,107
72,56,75,73,250,68,128
65,55,73,67,190,67,107
58,54,66,54,126,59,60
56,55,56,60,82,43,53
52,56,49,66,72,51,68
55,58,48,71,78,48,81
53,59,50,83,82,53,104
51,56,51,76,94,66,112
53,53,54,71,115,66,147
53,52,54,69,145,66,160
52,52,57,59,211,71,236
50,50,58,57,232,66,161
51,50,58,63,226,68,182
51,50,56,57,200,56,163
50,49,54,50,182,53,153
51,51,49,50,144,42,80
46,53,49,49,90,45,55
46,54,43,42,72,40,34
48,50,42,33,70,38,29
53,49,40,43,75,28,21
55,49,40,53,75,40,45
55,47,41,57,94,34,57
56,45,42,69,100,27,63
56,44,41,67,96,27,60
55,44,37,68,70,25,40
53,46,36,74,71,31,41
55,46,37,79,80,34,60
56,48,35,83,100,42,85
55,47,35,79,122,49,136
55,47,43,72,132,46,139
53,52,45,65,111,48,100
54,52,43,56,99,39,48
55,53,39,52,95,33,27
56,54,39,72,84,36,55
53,52,40,68,82,34,58
50,50,40,59,64,41,58
55,49,40,68,71,43,62
61,50,33,87,74,32,66
64,50,41,83,109,32,79
67,49,43,68,120,27,49
68,51,44,79,127,37,68
68,50,45,72,119,33,79
62,50,45,56,91,39,46
61,51,44,53,82,49,52
59,51,48,50,98,42,64
60,51,45,52,118,32,67
62,55,42,60,120,36,106
62,53,42,60,106,34,69
57,56,43,67,72,25,33
57,54,42,64,54,27,27
53,54,40,60,68,38,40
51,51,43,60,78,41,49
54,52,43,64,104,50,87
53,53,42,61,111,53,74
55,51,44,74,116,56,111
53,51,43,76,123,51,118
55,51,46,81,143,52,156
58,47,45,80,135,39,126
60,49,47,76,109,43,89
56,48,46,70,91,43,98
56,48,45,62,100,31,57
55,46,46,55,100,30,61
52,44,42,53,92,32,72
47,44,39,45,66,38,50
47,43,39,34,50,29,22
47,41,32,39,36,16,15
48,41,30,49,38,20,28
51,47,29,54,50,32,47
53,50,29,57,50,34,50
54,49,31,54,49,43,43
53,49,37,50,58,42,42
54,49,38,61,72,48,65
52,50,42,48,78,48,59
48,47,46,37,74,40,42
47,46,49,28,73,34,24
51,45,48,29,52,39,27
52,49,48,50,64,48,45
51,52,47,52,58,49,45
48,54,49,46,60,59,43
52,54,45,62,71,58,43
55,56,45,63,97,55,79
57,57,51,67,121,53,91
57,60,52,63,131,49,77
61,58,55,63,140,55,96
63,56,57,83,125,58,108
63,56,59,100,129,68,127
63,58,61,107,146,78,174
62,59,57,105,153,83,173
62,59,55,87,197,82,198
62,61,55,96,240,74,220
62,58,54,97,256,77,296
62,57,56,82,246,79,245
59,56,56,80,214,62,176
58,57,53,72,186,57,125
60,55,54,74,166,67,153
60,54,54,72,184,60,156
62,54,55,67,172,49,91
60,53,55,59,149,44,62
61,57,61,73,131,61,105
63,54,66,75,163,68,180
69,54,70,82,218,75,255
68,55,72,81,217,76,194
67,55,75,77,225,88,187
68,52,74,75,231,87,223
66,51,71,75,213,66,131
66,52,71,76,243,65,178
63,48,69,79,243,62,172
