"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
54,49,44,46,38,44,35
55,48,45,52,41,44,32
59,49,43,65,59,42,44
61,48,45,74,82,43,60
61,47,45,67,88,38,59
62,47,49,76,116,34,71
67,50,51,75,134,48,98
66,49,51,59,133,52,73
63,47,53,63,121,45,73
62,48,56,63,123,44,76
62,48,58,69,134,60,84
59,50,58,71,155,64,120
52,52,57,64,153,65,148
53,52,55,64,129,55,115
53,55,54,68,102,46,77
54,52,49,60,94,37,50
58,51,50,51,91,41,40
58,52,49,62,84,36,47
54,53,45,81,64,44,56
54,56,45,86,55,53,63
53,53,43,71,73,52,71
52,56,42,53,91,56,65
55,58,40,44,100,44,78
53,57,39,53,82,43,62
55,57,46,49,80,54,60
57,59,53,66,104,63,105
59,58,53,68,126,60,102
58,58,52,75,137,59,102
57,60,52,63,148,69,143
57,59,51,50,138,71,86
56,54,48,48,116,62,89
54,54,48,54,101,51,80
54,55,47,45,99,39,34
52,57,46,60,82,36,42
51,56,42,58,76,23,29
55,56,40,49,79,19,21
57,56,40,53,88,22,30
59,57,44,63,96,23,36
63,55,48,85,95,21,31
65,56,50,104,107,40,79
66,58,53,106,133,61,127
64,59,55,79,148,55,88
64,62,56,67,136,49,62
67,62,55,96,105,57,100
67,57,53,79,90,69,96
66,55,54,87,103,81,113
67,57,58,84,134,86,154
68,55,62,80,207,66,134
68,56,64,63,202,74,130
70,52,66,61,177,60,100
67,51,67,75,157,48,85
65,51,66,78,130,65,128
65,50,62,87,151,67,151
62,50,61,96,155,72,197
61,49,63,92,161,68,200
57,50,63,79,130,69,119
51,48,65,65,126,71,152
50,50,64,75,139,77,208
49,51,65,67,157,69,168
50,49,61,58,146,61,101
50,49,60,65,134,62,98
51,49,59,63,120,60,65
52,47,58,66,113,51,70
52,47,59,49,133,45,60
54,47,59,47,131,42,62
53,51,58,50,106,48,71
53,52,62,66,119,63,129
53,51,62,72,147,79,198
54,49,63,74,195,75,215
58,53,66,73,243,84,225
55,53,68,76,252,79,225
57,52,70,64,231,74,200
58,54,67,60,184,47,98
54,54,64,57,128,37,31
56,54,61,57,107,30,26
53,51,60,52,63,38,27
50,49,58,51,48,45,26
50,48,53,49,69,44,47
49,48,52,44,90,44,42
51,50,51,39,85,38,42
54,51,50,48,71,44,40
53,49,51,59,73,46,60
52,49,52,66,78,35,51
54,49,53,62,72,36,63
55,49,52,50,95,47,89
60,50,53,62,102,52,98
62,50,56,65,130,55,93
59,47,60,71,148,54,116
59,46,60,79,159,69,146
59,48,61,65,177,67,133
60,46,59,59,166,43,56
62,48,59,72,164,54,93
61,46,63,64,166,52,101
58,46,62,65,169,61,144
51,44,55,54,137,49,102
45,46,47,60,106,38,98
43,47,45,51,87,34,76
41,45,47,44,71,31,38
43,45,42,51,65,36,43
40,42,41,43,51,27,21
42,43,40,42,50,37,26
38,45,41,40,44,39,34
38,44,40,40,49,34,36
32,43,41,38,53,35,40
31,44,42,34,62,40,44
33,45,34,33,58,31,32
33,47,30,28,47,26,22
35,46,28,31,52,20,29
31,48,24,28,52,11,16
33,50,23,26,28,8,6
35,51,26,21,22,16,9
40,50,29,33,17,23,7
42,52,35,55,25,42,44
46,54,37,65,38,44,70
52,54,40,70,53,45,52
53,55,49,76,101,50,87
56,53,54,69,132,63,149
59,53,59,64,160,69,132
58,53,58,75,197,68,196
62,53,56,85,208,57,207
59,54,54,80,188,58,163
61,54,58,73,153,62,93
65,54,56,82,167,73,160
65,51,59,89,181,79,175
65,50,62,88,199,75,177
65,49,64,90,198,80,179
66,53,64,89,212,96,216
64,51,65,100,246,96,293
64,51,68,89,262,86,226
63,52,69,76,275,73,193
63,51,69,68,285,67,171
62,53,70,65,241,49,91
63,54,69,56,185,51,52
63,55,71,66,138,52,62
64,54,70,79,103,59,71
62,52,69,89,99,65,93
63,51,67,94,115,77,161
62,51,64,84,127,71,129
62,53,63,81,131,73,134
58,55,61,80,133,72,133
59,56,61,72,148,80,132
60,59,62,105,146,77,182
66,61,63,120,168,104,319
62,61,65,92,231,108,309
63,59,66,81,293,99,420
70,57,66,82,306,92,406
71,58,68,72,288,84,189
72,60,71,79,238,64,103
76,56,71,67,206,54,66
75,54,75,66,194,56,91
75,52,77,71,181,55,86
75,52,74,63,172,49,66
72,52,74,66,190,45,73
69,50,72,70,161,53,81
68,48,72,76,174,52,92
63,46,68,64,167,46,107
65,49,64,77,169,49,113
60,50,61,74,145,58,108
58,50,60,71,151,63,122
59,50,61,60,150,58,111
60,50,59,58,158,55,91
63,48,60,57,163,58,87
61,49,56,56,129,51,95
57,49,57,61,127,56,108
57,49,56,62,127,68,126
57,49,56,65,151,73,137
55,49,55,70,167,68,166
55,49,55,75,172,81,176
56,47,54,108,201,91,282
57,49,54,93,227,87,308
54,49,54,70,252,82,243
54,46,54,49,227,72,153
50,48,53,56,191,67,162
47,46,48,51,166,43,101
45,45,48,59,151,43,91
44,45,47,54,126,39,76
42,48,47,48,118,49,108
40,48,45,45,131,53,131
44,52,47,57,154,48,98
48,50,48,49,156,50,111
47,50,49,41,175,52,114
48,53,50,41,194,39,66
48,53,50,42,165,29,35
53,54,51,41,125,35,32
54,55,51,50,118,32,31
53,56,53,52,110,45,53
53,56,54,54,106,48,68
57,57,53,57,108,42,55
54,56,51,70,113,47,78
54,58,50,82,120,72,160
52,59,47,85,153,71,204
51,57,44,71,171,64,195
53,57,43,66,156,60,204
55,57,43,64,119,59,92
57,57,42,58,87,41,42
57,57,40,62,80,30,45
57,58,39,54,76,33,34
56,59,39,49,73,42,53
58,57,42,57,73,47,54
59,55,41,60,78,39,63
