"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
47,51,50,49,33,37,16
50,53,53,52,41,36,21
46,52,55,56,52,54,55
47,54,53,66,67,58,70
44,54,55,52,86,65,77
46,52,58,55,85,69,80
48,51,57,53,85,66,95
50,53,58,58,91,55,83
55,55,56,54,77,56,46
53,58,54,56,69,60,45
56,56,56,54,72,59,45
58,59,55,58,81,59,36
59,57,55,62,86,65,55
61,55,57,66,109,62,95
63,55,58,73,128,66,120
63,57,57,80,124,54,103
62,56,60,85,143,65,157
61,55,62,96,165,76,188
62,57,61,94,180,66,138
61,58,63,73,174,66,132
60,59,65,83,151,63,157
61,58,68,77,147,67,143
61,55,68,91,148,76,154
62,56,68,91,166,87,185
59,56,68,78,199,83,152
58,52,68,68,207,81,138
58,51,71,51,219,79,121
58,54,71,50,220,68,95
55,56,72,48,165,69,78
54,57,73,54,146,64,66
52,59,72,56,138,66,75
56,58,72,48,133,53,48
53,57,71,47,127,47,42
51,55,71,52,108,50,30
53,54,70,58,89,46,35
52,55,66,64,89,70,72
52,55,67,68,106,84,116
57,57,65,81,127,88,136
57,56,67,105,148,89,215
63,55,70,97,192,97,231
58,53,70,77,216,89,239
53,51,68,79,195,66,167
55,50,66,69,211,55,137
50,49,63,47,180,51,69
46,50,61,36,157,54,49
41,50,58,52,121,60,88
40,46,53,55,120,51,118
44,46,50,53,132,42,128
46,46,52,45,199,46,160
47,45,54,39,254,47,124
47,45,53,37,217,31,48
45,45,49,52,157,28,48
41,45,46,53,84,24,20
41,47,47,42,62,24,15
44,49,45,39,73,34,30
41,49,38,41,62,32,31
46,45,41,36,57,39,27
46,44,39,37,54,41,47
47,42,40,37,66,48,62
44,43,44,39,73,42,47
45,46,46,42,83,46,85
44,48,47,43,94,62,121
46,46,45,43,91,44,60
46,48,48,37,105,59,111
42,45,46,41,91,42,67
42,44,44,41,72,25,30
35,45,44,33,45,18,12
33,45,42,35,20,20,8
34,47,39,30,40,26,25
38,46,30,38,46,28,25
40,45,28,40,59,29,31
41,47,32,45,71,33,41
40,46,38,38,88,31,35
42,48,45,44,105,39,67
45,49,47,48,113,36,87
48,49,48,51,138,38,104
52,51,51,52,151,43,105
56,45,56,53,171,52,135
51,45,62,58,191,75,243
51,44,66,46,214,64,147
50,45,67,50,233,69,135
47,43,67,43,200,58,94
42,41,64,35,156,58,68
40,41,56,32,98,59,57
37,41,49,30,60,41,25
36,43,41,27,38,35,17
34,45,39,26,34,40,17
34,44,38,22,47,43,29
35,45,37,30,65,36,35
36,46,38,24,69,34,29
34,47,36,31,54,29,21
32,48,34,32,40,26,18
32,52,33,28,35,29,20
31,55,33,25,45,26,21
32,55,37,34,48,30,17
39,54,40,32,67,33,23
43,53,42,39,51,46,54
43,53,50,49,77,56,85
44,50,52,56,96,63,147
43,53,55,58,91,57,83
48,53,54,48,85,60,55
51,52,54,48,94,50,38
53,52,57,48,119,53,72
49,54,60,51,116,63,89
49,51,64,58,101,70,88
48,50,66,48,83,68,56
47,48,65,38,73,69,37
46,48,64,43,93,53,42
48,49,62,52,122,57,92
48,54,60,63,145,59,133
47,53,61,55,135,65,110
47,51,60,44,126,67,101
42,49,61,44,117,62,71
44,47,62,44,101,52,67
44,46,61,43,107,43,67
42,43,61,49,101,42,64
38,44,57,43,87,50,71
34,45,53,36,86,50,87
32,45,52,38,75,56,93
30,47,49,54,56,58,65
32,44,46,52,71,66,103
33,42,46,40,89,62,93
34,44,47,43,116,50,70
36,42,47,35,137,37,67
41,45,48,35,122,35,33
44,46,54,36,131,42,70
52,47,61,44,152,55,99
52,46,64,56,174,63,167
52,47,65,59,175,67,186
54,49,68,62,155,76,160
51,49,68,59,110,66,86
47,50,66,58,78,59,51
48,47,67,55,89,70,89
49,47,64,45,77,72,78
46,45,66,47,91,57,63
46,45,66,59,85,57,65
50,45,64,55,89,50,64
52,43,68,46,105,40,39
51,45,67,48,125,50,67
47,45,67,52,92,51,60
43,45,68,44,79,51,41
39,48,64,35,67,58,17
42,50,62,39,86,54,50
48,49,62,54,105,68,68
50,48,59,52,124,61,98
48,48,62,42,129,59,72
50,50,61,46,126,63,109
52,49,64,51,139,71,131
52,51,66,47,125,67,82
53,51,66,46,138,75,95
52,53,67,58,154,95,167
53,57,67,66,171,87,206
54,58,66,56,181,77,147
55,53,67,59,172,73,144
59,53,69,63,169,65,118
55,53,66,55,147,66,102
51,53,64,39,113,58,63
51,51,60,52,120,55,90
48,48,58,63,107,45,76
48,48,57,65,94,46,66
52,48,62,52,103,42,44
50,48,62,51,81,44,48
44,50,63,38,68,48,42
41,50,52,35,55,39,28
40,47,50,35,50,39,25
43,47,48,32,63,43,29
35,45,51,25,76,40,18
31,46,46,25,61,28,26
30,47,40,32,38,36,29
27,50,36,33,42,46,62
26,50,33,37,46,50,73
26,50,37,34,55,41,39
29,53,35,34,62,39,58
31,53,36,38,80,47,104
38,52,37,44,73,38,64
38,51,40,47,65,36,42
36,48,41,46,57,34,34
40,49,40,46,51,41,34
38,47,38,54,49,45,54
37,47,35,45,55,47,58
35,45,35,36,65,39,49
35,45,36,32,73,45,58
35,47,35,34,79,44,52
39,48,33,43,91,42,76
39,50,34,52,80,34,66
41,49,37,56,76,43,75
42,48,36,49,82,49,88
40,51,37,60,80,49,95
43,53,40,69,83,50,88
43,55,41,77,84,56,103
44,54,48,69,99,69,122
43,54,52,65,116,65,108
45,51,53,69,127,60,146
47,49,51,75,153,62,232
47,49,50,72,160,71,185
43,47,48,65,155,81,181
43,49,49,60,156,76,171
45,47,48,66,174,71,290
