"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
48,61,43,51,33,46,12
49,63,46,48,37,42,17
48,62,48,58,39,48,32
50,60,50,71,54,59,49
51,58,48,61,68,58,53
51,57,45,58,88,61,78
48,58,51,68,88,56,81
49,59,51,63,90,43,61
50,57,52,71,85,47,64
51,58,50,78,70,49,55
52,54,49,58,64,47,39
50,54,49,66,66,49,53
43,55,46,68,71,49,72
47,52,50,63,75,61,70
46,54,50,60,72,56,65
47,55,49,60,77,57,71
44,55,50,56,77,38,53
41,57,52,49,72,48,51
39,58,51,37,72,56,43
42,57,51,48,66,61,47
43,54,55,54,88,65,114
45,53,57,57,99,72,113
45,56,55,47,93,60,84
44,55,55,45,80,61,56
45,55,51,52,72,56,54
43,56,50,47,70,45,56
45,57,51,51,78,52,60
46,59,50,52,90,44,53
48,58,49,51,102,44,59
46,56,47,54,82,45,42
47,59,45,47,77,47,45
47,61,46,44,78,32,24
46,63,49,55,74,35,21
54,61,51,72,67,27,36
58,64,52,86,81,46,66
60,65,54,84,96,54,81
60,65,58,78,113,64,88
60,68,62,77,137,75,85
65,68,63,90,131,76,114
66,65,60,94,125,76,119
66,66,63,90,166,91,171
67,62,66,96,189,80,162
67,63,69,82,211,80,176
66,64,70,85,181,85,172
61,64,70,81,164,90,193
60,65,69,79,163,81,140
61,66,68,88,149,64,127
60,64,67,101,135,65,113
60,62,69,96,121,89,163
61,60,71,97,161,101,199
62,57,69,88,204,106,268
60,60,69,80,225,91,276
56,63,70,63,208,84,175
55,60,69,59,172,75,107
55,61,69,56,134,69,97
56,60,69,63,120,61,96
54,59,68,65,94,65,107
53,63,65,74,81,75,99
52,61,66,67,88,74,89
52,58,67,54,81,65,59
59,58,69,62,102,59,64
62,53,69,56,117,63,58
59,50,68,44,111,64,57
57,50,69,42,104,62,51
56,48,68,56,86,63,77
53,46,70,57,87,71,62
54,46,70,58,108,71,95
55,46,68,58,133,71,121
54,45,68,68,147,86,180
55,43,66,75,167,94,270
52,44,65,81,214,85,303
48,42,64,71,254,62,258
46,42,54,58,256,59,172
47,44,54,56,263,61,180
48,47,55,51,220,59,163
48,47,55,47,203,55,149
49,48,51,51,170,46,118
47,50,49,56,154,41,131
48,52,49,55,162,40,158
49,54,48,59,196,46,162
50,51,48,58,210,44,136
49,53,51,49,182,49,121
47,53,52,50,131,41,88
46,50,50,52,88,35,83
43,51,50,41,55,36,35
38,52,43,47,46,36,37
41,56,45,67,69,46,73
48,55,54,68,158,63,133
49,54,58,66,182,76,180
48,52,54,79,169,75,184
50,53,50,78,136,76,164
48,52,44,72,127,64,127
46,53,44,77,148,75,245
46,55,41,77,160,83,277
47,55,40,73,174,77,255
45,58,41,73,196,75,211
45,58,41,60,213,72,236
49,58,41,75,205,65,246
51,58,42,75,183,52,169
56,62,43,90,161,38,117
55,63,48,88,144,41,100
56,63,51,87,134,61,140
58,62,56,89,129,66,141
59,65,58,99,161,71,177
62,64,60,92,194,75,198
62,57,61,75,196,57,126
61,56,59,70,161,50,63
55,56,59,54,136,44,65
48,52,55,48,99,45,64
43,50,47,36,62,36,26
43,52,40,41,52,32,16
39,56,33,40,38,21,11
42,55,30,49,36,23,14
42,57,31,56,37,27,22
45,59,35,65,51,39,54
44,60,40,62,93,57,143
46,57,47,51,133,75,132
46,59,49,43,110,72,106
48,60,52,41,107,70,108
51,61,52,56,119,53,87
51,62,55,72,147,66,118
53,61,55,85,158,88,241
52,64,56,92,181,85,227
50,64,52,87,199,52,109
50,62,50,80,167,65,88
49,61,47,69,108,55,75
48,61,46,66,102,47,63
48,61,45,61,106,52,78
48,62,45,67,98,48,65
51,62,46,75,85,46,62
51,62,47,73,85,67,77
51,62,49,74,107,71,109
51,62,49,64,120,65,104
49,61,50,71,95,50,71
48,62,51,52,100,36,30
48,61,50,58,92,42,52
50,60,49,63,80,35,61
51,59,50,66,89,42,61
52,61,47,69,84,48,51
50,59,45,57,93,38,56
53,59,45,61,91,34,59
53,61,45,67,87,43,73
55,61,46,80,92,58,105
55,63,46,76,107,58,109
59,63,50,78,112,62,108
60,62,54,93,110,64,117
60,63,56,84,102,57,95
59,64,58,69,103,48,51
61,63,58,83,123,53,68
64,62,56,88,118,56,85
64,59,57,80,118,69,113
62,59,59,84,115,72,102
63,60,58,83,111,59,96
61,58,59,79,122,60,105
64,58,58,73,115,70,120
66,53,63,71,148,70,108
64,51,64,57,143,62,76
62,54,60,57,140,57,82
57,55,62,61,138,37,61
56,54,59,58,121,42,75
56,58,55,72,107,64,104
50,59,52,67,95,54,78
43,59,50,48,82,51,36
44,58,45,61,79,48,60
43,57,39,58,75,52,78
46,58,36,57,96,45,111
45,59,33,57,95,56,131
44,53,35,51,83,48,78
41,52,33,43,57,33,30
41,51,39,38,45,31,11
39,53,37,41,25,29,8
43,55,38,51,35,25,23
42,59,39,52,37,49,35
43,58,37,52,50,43,46
45,56,37,56,65,33,39
46,54,38,75,80,42,80
47,51,37,74,96,42,94
48,48,37,60,114,33,80
43,49,31,52,80,28,55
44,54,31,54,65,31,71
42,54,30,47,57,31,70
45,51,30,46,61,19,30
44,50,28,46,58,27,19
40,52,30,48,51,27,46
43,54,30,50,73,25,65
42,53,35,56,57,17,15
44,57,30,60,38,20,17
44,56,27,53,35,18,15
44,54,27,55,39,17,17
44,55,25,49,30,21,20
38,59,24,44,27,27,28
39,59,21,46,29,29,28
37,58,24,62,34,36,38
38,60,26,59,43,41,53
38,62,28,56,51,47,59
38,60,28,68,70,50,102
40,56,28,60,68,48,76
48,57,31,63,64,43,66
49,59,32,66,65,40,65
54,61,41,84,76,49,74
