"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
47,46,45,30,44,25,10
50,47,44,41,38,33,22
52,45,43,40,51,42,28
48,47,41,53,52,42,38
47,48,47,60,73,45,53
46,48,52,52,82,39,55
49,47,55,38,88,40,36
50,47,56,38,84,36,37
51,48,54,42,79,40,30
49,49,54,47,67,38,24
48,51,52,54,77,38,47
51,50,50,58,70,36,46
52,51,52,59,67,39,41
50,47,51,53,60,31,28
52,47,53,56,68,38,25
53,48,51,53,68,40,23
52,46,49,58,70,44,56
55,47,50,76,91,52,115
52,48,51,68,125,53,134
51,47,54,43,149,46,106
54,46,57,44,137,41,94
55,48,58,48,127,51,88
56,48,57,61,110,64,111
54,50,59,57,109,56,91
50,47,62,49,98,60,76
47,45,62,34,94,62,36
43,44,58,31,79,57,22
41,42,58,42,101,50,58
39,43,48,48,81,50,68
38,43,44,47,71,47,67
38,41,43,43,84,47,76
38,43,44,47,88,44,72
37,44,44,49,70,40,56
39,46,41,40,54,47,52
41,44,41,29,59,46,44
41,44,42,32,65,45,54
42,44,42,40,52,34,43
43,44,43,44,65,44,54
44,47,44,50,69,39,51
49,48,45,49,73,38,45
49,48,48,43,75,29,30
50,49,53,43,100,41,46
57,51,59,47,141,52,106
54,51,58,54,99,54,69
52,50,58,47,78,54,69
51,47,57,53,78,62,79
51,51,58,63,107,78,129
51,51,53,60,138,77,166
50,51,54,77,159,82,228
53,53,55,72,184,69,187
56,53,60,83,192,80,203
58,52,61,75,169,76,167
62,48,65,71,195,76,186
62,46,63,78,187,67,191
61,44,62,78,176,68,159
64,43,61,76,187,73,169
61,46,65,68,212,86,182
60,49,66,83,243,92,294
63,50,67,80,276,84,305
59,47,65,59,244,76,185
58,44,66,63,242,71,174
61,47,65,66,249,57,188
61,48,66,74,219,64,197
59,50,65,68,179,61,138
61,53,64,58,173,64,88
61,52,61,64,153,67,119
59,55,62,57,156,60,83
58,54,62,54,159,59,72
58,54,62,54,170,57,71
59,54,61,59,164,58,87
60,55,62,86,164,59,151
59,53,62,81,162,72,163
60,50,66,90,186,68,147
64,49,69,80,209,54,173
67,49,71,76,205,57,181
66,46,73,69,179,58,105
60,45,73,46,150,52,63
57,44,71,44,131,62,67
53,43,68,49,118,55,73
55,44,60,53,127,54,95
52,44,56,58,131,39,54
49,44,50,46,122,52,75
43,46,50,41,116,50,59
43,48,49,36,126,56,80
40,48,48,30,113,41,50
41,50,45,33,124,37,54
42,50,44,44,112,36,56
44,50,39,53,90,34,42
41,53,37,56,97,46,85
42,53,35,61,92,67,141
44,54,35,63,90,53,117
47,56,36,77,92,45,83
48,57,37,82,106,43,114
49,57,36,80,93,37,95
48,58,40,85,88,42,96
57,57,41,96,92,60,141
61,57,50,83,151,63,145
60,54,57,68,166,62,101
60,51,58,68,145,46,80
57,50,59,69,132,49,89
54,47,53,79,128,55,134
53,45,51,69,148,55,151
53,44,50,64,133,46,97
54,44,53,66,139,29,55
54,44,58,62,136,38,55
55,42,58,58,130,50,76
57,40,65,68,121,62,82
57,41,69,68,143,48,66
54,43,69,60,187,31,41
52,41,70,52,180,39,58
49,42,70,43,124,37,37
51,42,70,43,116,36,36
53,43,65,44,130,40,36
57,42,60,49,143,34,46
54,39,59,39,125,35,32
53,40,52,40,111,34,39
49,38,46,42,106,29,51
46,36,45,33,116,31,36
44,37,45,34,114,31,51
47,37,46,37,82,28,21
45,38,44,44,70,31,28
43,36,45,40,92,36,76
44,40,45,38,120,33,113
48,40,48,59,149,36,129
49,39,50,63,167,43,135
48,36,52,68,168,47,87
49,40,55,73,159,54,99
51,40,54,69,158,59,141
53,42,58,64,176,64,184
54,44,58,53,197,79,173
56,44,59,57,213,64,132
56,47,61,67,240,73,170
56,48,63,60,222,71,156
57,48,61,64,178,63,143
60,49,61,58,160,63,141
61,46,60,68,146,68,144
59,48,61,57,145,69,124
56,48,65,69,156,78,138
56,47,65,77,169,82,165
55,47,65,80,213,68,184
55,44,62,74,211,60,164
54,41,60,72,190,56,134
52,42,59,59,147,67,114
50,44,58,53,129,63,100
47,46,55,47,117,54,74
50,48,53,59,96,51,60
56,50,54,72,103,43,94
58,46,54,87,135,48,154
61,49,58,81,182,67,150
63,48,64,77,195,68,169
58,44,65,60,190,58,122
53,46,64,54,161,62,99
50,47,60,46,150,56,69
49,46,56,42,177,41,89
48,44,49,33,165,28,29
46,45,49,36,144,38,57
45,43,45,36,119,37,69
46,41,46,32,113,34,49
44,43,44,27,99,40,30
40,44,37,31,59,26,23
41,46,34,25,50,28,11
41,46,31,38,40,21,12
40,45,31,41,40,20,13
37,46,29,35,34,32,19
38,48,31,33,43,29,16
44,48,32,39,57,23,28
45,43,38,43,74,24,46
45,42,39,45,78,25,52
41,40,38,41,71,20,43
37,41,38,48,68,23,44
33,42,38,44,55,25,33
32,45,36,50,55,38,47
31,46,34,39,59,41,41
38,48,35,59,64,35,73
46,48,42,65,109,46,91
49,48,50,68,154,62,169
49,48,50,55,174,56,140
49,49,52,50,169,46,45
49,47,53,47,129,33,36
45,50,55,42,90,39,25
46,51,55,50,75,46,31
49,53,55,65,69,51,53
51,53,55,72,79,70,100
53,60,55,87,111,85,187
55,58,67,74,166,83,179
57,58,71,67,167,73,144
57,58,76,59,154,75,110
58,59,74,61,143,73,108
63,57,73,63,149,76,96
62,55,70,79,146,72,94
58,58,69,69,135,79,69
61,58,68,72,140,88,83
64,59,71,89,163,89,160
65,55,72,89,162,76,155
66,54,73,77,182,69,109
66,52,72,72,172,71,130
59,55,67,68,139,71,120
58,55,64,76,139,73,111
57,54,65,82,143,75,136
60,53,66,81,161,86,158
