"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
58,47,57,46,64,51,46
59,45,55,48,69,49,54
61,47,57,61,74,50,41
60,47,59,69,79,50,42
59,48,55,70,83,50,49
59,47,56,72,91,49,55
60,47,54,70,105,50,93
62,45,54,74,138,61,119
60,43,50,89,163,56,159
58,42,50,75,169,56,154
59,43,52,76,146,64,114
60,45,52,69,123,64,106
58,43,49,77,120,59,123
59,45,45,73,118,49,107
63,44,45,75,113,49,96
62,44,46,65,120,39,94
64,46,47,68,116,45,93
63,46,48,79,125,51,116
64,45,53,65,133,40,61
58,47,48,68,103,48,88
53,46,47,57,108,50,106
57,47,49,72,112,49,76
58,49,48,93,130,55,136
62,52,53,83,133,50,100
66,52,56,78,159,48,87
70,54,58,96,167,62,122
71,54,62,107,177,80,191
70,53,62,104,191,72,191
67,51,64,80,187,66,168
66,50,62,87,187,59,160
65,52,61,82,171,60,143
63,51,57,74,152,48,113
58,49,53,76,136,51,108
60,47,54,68,115,50,75
60,47,55,67,125,51,95
61,48,56,70,143,52,106
62,48,51,74,176,43,132
62,44,55,71,205,42,144
61,41,57,56,200,43,101
59,41,55,60,198,38,90
56,42,54,65,182,40,96
55,43,55,77,182,55,193
55,43,56,91,182,72,273
55,42,57,74,168,64,179
54,42,56,59,165,53,113
53,41,56,47,185,49,124
53,40,56,33,220,39,73
53,40,56,41,212,32,64
54,42,57,55,144,29,78
55,44,56,53,133,38,72
53,42,58,56,160,48,91
54,40,56,56,192,48,74
50,40,59,45,197,37,52
47,41,57,37,159,25,33
45,46,54,36,101,27,38
46,49,53,36,93,23,33
52,47,53,41,104,29,48
54,48,52,51,101,28,65
57,50,51,72,110,33,110
62,51,51,83,135,39,113
61,50,47,79,138,48,143
64,52,48,73,146,48,146
60,53,47,79,138,40,112
63,54,49,89,136,45,133
66,56,54,81,135,60,160
71,54,56,76,148,48,112
75,54,62,84,163,47,98
74,55,63,87,194,66,108
73,54,71,86,217,75,176
72,55,71,65,245,63,117
71,53,72,53,240,48,79
72,54,72,51,228,40,42
68,57,72,55,198,46,34
68,57,67,58,163,32,32
66,55,66,69,143,42,56
65,55,63,86,135,56,106
62,57,62,83,118,55,86
65,59,59,94,146,51,106
69,58,57,95,160,53,103
67,57,53,77,164,46,67
68,58,53,60,165,40,37
66,56,51,77,123,39,52
65,55,50,72,89,45,55
68,50,49,91,103,55,92
67,52,49,93,129,61,139
63,53,48,81,164,59,172
64,50,50,84,192,61,222
64,49,52,86,209,58,207
63,52,54,87,218,52,146
61,50,53,81,232,45,155
62,48,50,69,253,52,200
60,48,47,59,243,50,163
58,47,46,46,224,40,124
57,45,46,46,189,31,52
55,47,44,46,135,27,42
57,47,42,37,97,31,25
58,47,42,41,92,31,25
64,48,50,62,106,42,56
58,51,51,65,125,39,51
57,52,49,63,125,37,50
57,50,45,60,135,44,55
56,51,49,63,129,34,73
60,50,50,67,122,39,86
57,51,45,65,102,46,102
55,49,39,67,82,52,71
55,52,36,71,101,40,53
56,49,37,75,115,48,112
60,51,38,91,145,63,238
62,49,42,92,141,51,184
65,49,44,89,148,48,134
65,49,45,82,144,53,127
64,47,46,72,157,44,108
68,51,48,87,204,48,186
65,49,49,90,227,59,270
67,50,52,86,260,55,125
67,52,50,83,278,42,102
67,53,52,79,270,52,144
67,51,51,67,256,38,97
70,53,56,66,257,45,123
71,53,56,74,220,61,169
70,46,62,74,192,70,150
72,46,65,65,209,63,114
70,44,66,55,199,45,60
66,44,55,51,146,40,61
67,46,49,76,151,39,74
63,45,45,72,124,34,63
61,44,46,68,112,27,53
59,46,44,71,109,33,69
54,44,38,65,99,39,78
55,42,35,44,100,31,61
51,40,34,44,65,22,21
49,40,32,39,55,16,16
47,38,29,42,34,12,9
47,40,29,42,29,18,15
46,42,27,45,35,23,15
45,41,31,39,45,27,22
52,42,35,39,75,28,19
53,41,38,51,103,25,41
54,42,41,59,154,40,114
55,43,43,65,214,56,271
55,44,44,66,243,59,289
53,45,44,63,238,48,235
55,47,45,51,209,46,179
55,48,46,62,177,42,134
52,48,44,48,174,34,32
54,47,44,43,172,24,18
55,52,44,54,137,29,24
55,52,44,69,142,41,66
56,52,46,80,140,52,112
59,51,50,73,157,50,114
57,50,57,67,169,48,95
57,52,58,90,181,61,195
