"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
48,46,38,37,21,23,10
46,46,45,33,32,35,19
48,45,47,43,44,36,33
45,46,45,46,45,38,44
45,46,48,47,46,33,31
47,46,48,46,50,31,22
50,45,50,61,62,42,44
48,46,49,70,80,47,77
49,48,52,68,84,57,75
47,49,54,57,81,55,72
45,48,51,44,79,50,57
49,50,50,42,78,44,54
50,46,51,54,94,48,61
55,46,45,55,97,41,48
55,47,44,52,104,43,39
53,45,43,42,100,33,35
51,44,42,47,76,26,33
50,42,38,59,59,27,34
53,40,34,65,63,27,39
52,42,34,48,86,27,43
49,43,34,54,82,27,34
48,43,34,55,71,26,30
50,41,35,46,69,30,31
48,42,37,47,67,41,33
45,41,37,41,68,40,35
46,43,37,39,70,29,35
45,44,36,37,69,18,20
46,47,35,48,68,16,18
47,47,31,45,68,20,20
52,48,31,59,71,37,71
56,47,35,65,85,45,90
54,48,38,71,92,41,98
52,48,41,74,102,41,94
53,48,48,66,109,53,89
51,49,45,66,108,46,72
49,48,45,61,81,39,57
50,50,47,52,68,42,60
50,50,46,42,65,44,43
47,48,46,34,57,42,35
46,48,38,37,40,39,25
45,47,34,41,40,33,20
50,43,30,44,51,33,40
48,46,28,47,61,30,44
46,46,30,45,56,29,38
45,49,30,48,68,27,55
43,49,28,53,62,31,68
46,49,32,59,74,33,57
47,48,33,55,76,38,74
51,48,33,45,78,32,62
53,47,33,50,81,29,42
53,46,34,50,79,30,30
53,47,34,50,60,36,34
51,47,34,61,55,40,45
49,47,37,58,62,39,51
50,48,35,67,72,40,63
52,50,34,70,88,33,76
55,51,35,53,89,36,77
56,47,39,50,83,31,52
59,49,40,58,97,37,66
58,50,40,59,98,37,37
57,50,41,43,77,32,27
56,48,42,36,84,28,20
56,45,41,51,78,30,26
56,43,41,58,77,35,53
57,43,41,54,86,36,43
60,42,41,53,95,35,41
61,41,42,50,98,35,60
57,41,43,46,93,33,51
54,40,47,37,91,31,24
54,39,47,39,80,35,38
53,40,44,34,77,31,34
49,35,41,43,83,36,80
49,36,42,46,102,36,94
48,35,41,40,104,35,61
43,34,41,38,89,29,62
41,34,39,37,80,28,53
40,34,36,36,77,28,51
39,34,38,37,102,25,61
39,36,35,33,87,28,61
39,39,33,22,61,21,27
36,36,31,20,30,19,11
41,34,33,28,39,16,20
42,35,29,26,35,12,10
38,40,31,27,54,19,27
41,39,29,36,64,13,26
42,41,31,39,62,13,20
43,44,31,42,44,15,17
45,43,34,44,39,25,23
47,42,36,63,53,34,38
48,42,38,68,70,36,56
51,40,40,61,110,46,110
54,40,43,55,160,49,164
54,41,46,48,187,58,216
51,41,48,49,169,53,166
49,44,44,42,146,41,101
50,45,41,34,141,31,79
51,46,42,38,120,25,73
54,46,46,50,128,27,48
55,45,46,47,126,24,45
57,46,51,46,149,30,70
57,43,61,41,182,38,73
56,44,59,50,147,35,55
55,46,60,59,128,39,66
51,46,60,50,114,50,66
50,49,58,40,99,51,44
49,49,58,50,107,55,62
49,49,52,59,106,53,95
50,52,52,58,121,56,92
52,54,51,60,126,46,81
53,52,52,58,112,51,73
60,53,52,62,99,49,57
61,52,53,49,98,37,31
62,49,52,40,101,37,26
64,48,54,42,103,32,28
59,49,53,50,90,30,30
57,49,54,64,80,42,56
54,48,54,66,74,48,56
55,50,52,60,72,45,58
54,49,49,59,83,46,98
56,48,49,62,98,40,76
56,49,49,66,99,58,99
58,49,49,71,104,58,106
59,50,52,68,108,51,81
59,47,53,57,103,52,68
58,47,55,43,111,36,42
57,46,55,51,99,27,44
56,47,54,57,78,28,39
55,46,48,52,59,25,33
54,50,46,56,74,29,43
56,51,46,64,88,37,60
60,51,49,70,94,36,47
62,54,50,70,108,45,68
60,52,56,66,102,50,79
59,51,55,64,110,47,70
59,51,55,67,116,59,83
59,49,54,76,125,58,131
57,51,54,73,116,65,137
55,51,55,74,145,51,132
58,50,54,73,157,55,186
59,50,54,68,150,40,89
57,46,51,48,127,23,19
54,47,53,60,107,39,32
47,48,49,57,74,32,40
48,45,44,61,95,37,68
45,45,41,60,87,36,68
45,45,41,48,84,42,69
44,44,41,38,81,39,65
46,44,43,49,75,38,65
45,42,43,54,75,37,67
42,41,43,56,97,52,97
42,43,43,38,120,45,89
38,44,40,32,110,35,77
38,44,40,32,93,39,69
35,42,40,27,68,24,28
35,38,42,31,49,33,24
32,39,41,30,55,38,27
33,41,40,24,59,32,14
37,42,41,26,63,24,13
42,44,38,41,70,18,26
48,45,39,52,64,21,43
47,47,39,62,63,36,63
47,46,41,61,93,49,106
53,45,45,48,117,40,59
48,44,47,53,126,39,80
49,43,49,62,142,54,150
50,42,50,60,132,53,151
49,45,49,46,151,55,140
49,46,51,50,182,45,116
49,47,53,46,162,47,121
52,47,52,53,173,49,145
51,44,50,44,168,38,65
53,46,51,40,157,40,95
54,46,44,49,125,34,90
49,48,44,60,106,42,90
47,48,44,59,126,55,141
47,47,40,54,96,47,85
52,47,44,62,85,42,67
52,48,46,70,81,45,81
51,46,46,57,70,57,76
52,48,41,52,61,50,62
51,49,38,49,64,41,42
55,45,34,52,87,30,50
57,45,29,60,75,20,48
56,44,29,67,75,21,52
54,44,33,65,60,23,29
55,44,41,67,96,28,45
57,43,43,71,127,39,88
58,41,45,70,146,58,136
58,39,48,62,193,54,148
55,40,46,67,217,49,174
49,42,46,73,212,51,117
49,44,43,78,183,42,114
49,46,41,79,181,40,108
54,47,40,86,159,26,78
53,46,42,74,157,29,65
55,46,43,72,134,25,47
52,46,44,59,129,32,57
53,49,43,56,147,30,78
52,49,41,63,150,35,110
51,49,41,61,131,39,106
