"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
51,50,52,38,37,27,14
52,49,52,48,42,27,15
51,49,53,60,44,44,31
51,48,52,82,61,57,80
47,46,55,78,74,61,85
45,46,60,67,97,62,102
44,45,66,47,115,69,65
45,45,65,46,108,67,66
42,49,62,42,93,60,50
41,46,61,48,86,54,51
39,44,62,52,76,68,89
45,45,65,55,118,72,124
45,45,61,50,130,59,74
43,42,59,58,119,54,91
45,41,62,61,130,68,138
48,43,65,49,161,72,135
44,41,62,47,152,58,100
42,42,62,50,143,64,110
41,43,60,43,116,69,94
39,43,54,45,102,65,104
41,45,55,44,92,54,70
42,46,50,42,81,44,38
41,48,50,43,79,40,34
42,50,50,43,74,39,37
44,52,50,47,73,51,43
49,52,55,50,84,62,59
48,53,61,66,102,67,105
46,52,62,56,100,61,98
40,50,60,53,84,49,59
39,49,56,51,86,51,78
38,48,60,45,84,60,75
43,47,57,51,85,62,87
46,45,56,43,91,58,46
43,47,59,36,112,45,50
44,48,57,40,97,39,32
46,45,56,52,62,34,23
44,46,53,49,61,40,33
46,46,54,52,56,50,47
46,47,53,48,84,58,60
47,52,53,35,105,64,50
49,54,55,44,112,45,40
48,56,58,46,115,49,60
49,55,58,50,100,49,53
51,54,59,54,94,60,52
55,55,61,60,89,49,49
57,55,65,57,94,50,61
57,57,67,65,97,67,61
55,59,71,72,94,74,55
57,59,74,70,128,80,118
56,59,78,72,147,101,180
58,58,80,59,147,91,144
55,59,81,77,122,88,122
55,57,78,63,126,81,96
54,58,78,71,118,78,93
53,59,79,64,122,88,112
53,58,76,73,152,102,173
55,56,77,82,150,95,149
53,57,77,87,140,87,118
56,57,75,87,136,82,139
56,56,73,86,150,94,162
54,58,72,79,173,90,187
54,57,72,76,183,100,220
55,58,73,69,194,96,220
53,61,74,68,204,104,227
53,58,72,71,236,100,237
51,61,69,71,266,89,203
52,61,72,64,262,81,129
54,58,76,69,243,68,115
49,58,77,75,216,72,158
47,62,76,75,218,68,185
46,63,76,76,227,91,314
47,61,74,78,250,97,300
48,63,71,82,269,116,490
49,65,75,67,313,99,296
51,64,72,67,321,65,220
52,63,73,68,262,72,147
50,64,75,59,195,63,62
52,64,70,60,154,58,52
51,63,69,60,131,62,51
52,63,68,62,114,55,77
53,60,68,78,115,51,91
55,57,66,87,135,65,135
56,57,65,81,152,63,103
52,57,61,71,146,72,123
49,57,57,66,97,74,135
44,58,48,54,56,63,88
45,58,49,57,59,74,71
44,59,48,63,79,60,67
43,59,48,70,97,65,94
46,62,47,76,103,52,74
49,62,54,68,133,60,131
51,62,54,78,141,63,164
54,61,57,70,164,56,143
55,61,60,61,161,61,110
54,58,61,68,169,67,116
55,58,60,71,157,51,92
58,56,59,96,126,44,61
61,52,61,111,109,54,90
61,51,65,107,135,66,136
62,50,65,93,177,85,174
62,50,66,86,200,71,150
60,50,67,85,237,80,161
63,49,67,77,234,63,129
66,47,71,78,224,63,142
66,46,86,78,269,84,207
64,50,87,71,271,88,228
65,48,85,73,296,92,290
68,53,89,79,295,107,253
