"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
43,43,45,29,33,27,17
43,41,44,36,28,27,22
39,41,44,36,32,31,27
38,41,46,38,46,38,29
37,41,45,40,48,36,30
36,37,46,41,57,36,39
37,37,47,37,73,33,33
39,38,45,39,64,41,45
39,37,43,34,66,42,47
38,36,43,34,68,30,48
38,36,43,27,86,30,52
38,38,41,31,70,33,48
36,42,44,27,59,28,32
36,42,42,29,66,21,21
40,42,45,29,65,26,31
43,45,46,33,95,29,55
43,45,47,37,98,32,45
42,47,48,31,75,36,38
42,49,53,41,76,41,51
45,46,52,43,81,44,61
47,44,53,38,80,40,50
44,45,53,38,83,52,39
46,48,53,45,99,44,55
46,51,52,44,101,49,55
48,48,47,49,80,45,40
50,48,46,53,78,48,59
49,51,47,69,88,56,66
50,50,50,67,92,50,58
52,49,52,58,99,45,58
52,49,55,59,88,46,57
53,50,57,66,93,59,62
54,51,58,71,112,52,75
54,50,58,83,111,53,93
53,52,59,98,129,66,127
55,54,60,87,150,66,106
55,52,62,85,141,65,110
55,56,61,84,151,77,154
54,55,59,78,140,81,147
53,53,56,67,130,76,119
54,51,57,81,151,74,204
52,50,57,66,171,67,190
52,51,53,61,177,54,137
51,53,53,61,170,53,120
52,52,53,76,173,50,116
52,53,52,73,168,54,152
52,53,52,72,150,68,128
52,53,52,72,140,60,133
51,52,51,54,129,52,95
50,51,51,51,94,44,50
50,53,51,62,78,37,37
52,51,51,59,94,46,46
51,51,50,62,103,54,89
55,49,50,61,104,59,102
54,47,53,51,141,53,96
52,47,58,47,141,58,82
49,45,62,40,120,43,64
47,46,64,48,131,43,61
46,48,61,45,116,47,57
45,49,57,44,105,47,51
42,49,55,45,80,41,45
40,50,52,52,80,56,82
42,50,55,57,79,77,88
41,49,53,57,117,87,166
41,50,50,54,166,87,206
41,51,52,66,140,81,154
41,46,48,59,124,64,131
39,46,44,49,104,50,100
38,46,41,42,87,44,80
35,46,38,29,50,30,26
37,44,36,28,58,23,20
36,43,36,34,45,24,31
32,41,35,36,46,21,27
27,39,38,30,35,32,30
25,40,33,26,41,37,39
26,44,29,29,59,29,46
29,43,26,27,68,23,27
29,43,25,26,49,17,16
31,44,30,32,57,22,22
33,44,33,27,53,22,25
36,45,36,27,60,17,22
37,49,38,33,57,17,24
38,48,39,38,47,37,40
42,52,38,42,55,42,50
43,51,38,47,71,34,67
47,51,40,42,67,35,38
51,49,43,35,67,32,21
52,48,47,29,74,28,25
49,45,47,34,61,26,26
47,49,49,39,61,28,23
45,49,47,45,51,26,12
41,50,44,30,49,27,10
45,52,43,47,61,43,32
47,51,45,57,69,42,46
47,51,49,42,79,44,42
49,47,53,44,99,42,61
50,46,56,36,105,32,24
49,45,57,44,83,27,18
48,45,55,39,65,20,15
42,46,55,41,53,29,19
41,45,55,42,64,30,21
41,48,57,46,72,39,32
40,47,60,46,89,59,65
39,49,59,49,96,54,79
39,46,58,39,92,60,100
37,44,50,41,98,48,86
37,44,49,40,109,38,66
36,43,49,30,95,35,33
36,40,47,29,74,40,29
34,39,47,32,64,43,39
32,39,47,33,66,43,49
32,38,47,32,65,42,41
32,40,48,27,69,35,31
31,43,46,35,61,33,31
32,42,44,29,69,29,39
34,46,43,30,80,35,42
34,48,39,39,77,32,72
38,48,35,49,62,32,74
40,48,33,43,54,31,48
39,51,36,40,67,32,55
41,52,37,37,73,27,30
43,53,35,37,67,24,31
46,51,32,40,54,22,20
48,50,32,39,49,24,24
46,49,32,35,47,24,18
45,47,33,38,50,28,35
45,49,33,50,45,39,52
44,50,34,47,53,35,50
40,52,34,48,53,22,28
40,50,34,56,71,25,49
39,52,37,58,70,33,64
42,53,39,73,65,43,81
43,55,36,72,71,46,115
47,56,39,71,82,49,146
47,53,41,66,90,48,142
47,52,41,70,92,55,122
46,56,41,58,128,40,103
52,56,41,61,124,40,111
57,57,45,62,126,49,142
59,55,56,75,127,58,149
59,55,59,65,131,70,126
62,54,66,46,157,64,103
62,53,66,73,189,73,195
63,52,65,82,196,82,248
62,53,65,73,215,83,205
62,54,66,68,221,62,96
62,54,66,61,194,40,48
61,55,67,51,140,40,38
62,52,68,41,113,40,26
60,48,69,39,101,38,26
59,47,67,48,95,37,36
59,49,65,56,95,33,40
55,46,65,53,79,41,36
46,44,62,46,62,46,27
43,47,56,36,53,40,21
38,46,51,26,51,43,25
36,47,51,27,61,50,31
38,47,46,42,59,39,33
34,47,44,41,52,48,41
33,46,43,36,55,34,34
35,46,47,43,57,35,55
34,46,48,42,61,41,56
34,48,49,44,54,55,49
34,48,47,44,56,51,53
35,46,44,35,67,46,55
41,44,45,31,61,33,36
43,42,47,46,77,41,52
41,41,49,40,78,50,48
38,42,50,38,78,44,36
39,43,50,35,81,47,44
41,41,51,42,91,51,56
43,44,52,52,97,70,102
42,44,50,63,117,77,175
41,44,47,55,110,65,148
41,42,48,62,107,65,130
40,43,48,88,121,72,178
40,45,46,84,117,75,174
38,45,49,59,115,55,93
38,45,48,56,107,41,63
41,48,49,51,102,49,91
42,50,47,44,109,45,91
45,52,50,51,122,36,80
49,54,53,49,142,55,89
51,53,58,48,163,50,78
56,47,63,52,184,46,67
62,46,70,62,225,50,88
61,44,71,62,215,53,106
61,45,71,48,243,57,105
61,47,69,60,302,75,266
58,46,69,58,328,59,252
59,45,70,37,304,41,141
60,43,69,44,237,34,92
62,41,70,52,190,31,82
60,37,71,72,185,45,166
58,35,66,76,210,61,272
55,36,61,71,214,65,248
55,36,57,64,205,44,135
52,38,59,42,207,40,99
46,39,60,32,154,53,93
43,42,60,34,125,63,117
45,39,58,49,111,63,126
