"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
53,52,48,48,39,38,23
52,47,47,48,41,30,18
52,47,46,57,51,44,33
55,45,48,64,61,48,53
59,49,46,80,77,46,74
58,49,43,78,81,51,93
61,50,47,92,108,60,137
61,51,54,76,123,63,118
60,51,55,68,126,60,104
59,50,59,71,123,58,96
57,50,58,71,145,65,143
56,50,57,66,175,62,125
58,51,58,55,190,65,153
57,50,56,60,185,59,163
58,51,57,66,150,51,97
57,52,59,75,147,56,143
55,50,60,43,155,48,63
53,47,61,41,142,38,39
50,45,60,32,134,34,26
49,44,56,35,106,43,33
50,45,55,37,80,41,22
46,45,51,44,74,33,37
45,44,47,53,66,39,40
44,48,49,52,59,62,46
42,48,48,48,61,62,63
44,51,45,46,81,58,65
47,52,46,49,97,55,75
49,53,50,57,114,46,101
54,52,50,68,127,36,112
55,50,56,61,147,46,114
58,49,55,62,142,46,93
59,49,58,56,140,48,77
56,47,60,65,142,49,88
55,47,54,56,128,42,73
51,45,53,45,122,39,50
49,45,51,43,119,38,58
48,44,53,32,118,38,51
45,46,52,36,110,41,45
44,48,51,36,92,47,49
44,47,49,40,81,37,58
45,48,49,38,95,41,58
44,50,49,40,90,36,41
40,56,51,28,88,41,22
39,56,50,36,89,40,32
41,56,52,47,79,41,46
41,55,58,49,61,42,31
43,57,64,53,78,53,54
43,57,63,56,103,63,89
48,55,66,64,150,68,138
48,56,67,59,175,87,162
52,56,68,71,198,86,156
54,55,65,60,205,74,100
52,53,65,57,183,65,88
52,52,63,61,184,60,120
56,53,67,60,174,59,88
57,51,62,61,139,55,80
58,53,61,68,140,50,90
58,51,60,78,133,57,102
58,53,60,61,164,55,69
59,59,61,68,176,57,68
61,59,62,64,173,51,47
67,56,65,76,147,51,58
68,58,70,83,123,67,72
70,61,73,83,135,80,121
69,59,72,81,145,76,98
64,58,72,86,152,80,130
64,57,71,88,164,101,209
63,59,70,96,180,90,179
62,58,73,89,180,81,147
61,57,75,77,200,88,144
61,58,77,80,208,95,167
63,58,79,85,225,90,209
59,59,81,74,223,91,183
59,59,83,67,209,79,141
56,58,77,71,164,85,136
51,55,74,71,150,89,145
53,53,68,65,133,76,134
51,48,66,52,135,64,105
49,48,63,47,139,69,86
48,49,58,69,128,70,123
46,51,57,64,109,79,99
48,46,49,75,111,68,148
46,44,46,49,117,51,115
42,47,44,47,109,54,86
43,48,49,50,92,60,75
36,44,46,33,92,42,55
35,47,46,31,86,25,17
32,42,45,22,83,29,15
32,41,44,24,83,29,13
32,44,41,33,57,25,21
34,44,41,31,43,18,11
40,43,45,35,78,23,42
42,42,41,46,96,37,131
38,42,44,37,79,33,53
39,41,46,45,101,39,100
37,42,42,31,86,34,51
36,41,34,31,59,26,42
34,39,34,26,64,16,26
33,39,33,30,47,14,15
34,40,32,35,40,8,7
33,41,33,41,36,14,16
30,41,33,43,44,19,29
28,41,30,42,43,23,46
29,43,32,41,49,28,56
32,48,33,32,64,22,36
30,45,30,24,69,21,24
31,47,34,21,60,21,9
36,48,32,25,47,19,13
36,50,31,33,49,21,18
37,51,32,47,47,22,14
42,57,37,54,43,35,35
41,56,41,47,58,48,52
42,57,44,51,84,60,57
42,56,52,49,101,53,47
42,53,51,47,110,52,68
