"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
55,55,42,48,24,30,14
53,57,43,46,39,37,24
54,59,45,63,50,44,34
56,54,44,68,40,52,33
59,56,42,74,63,46,42
61,52,49,75,86,43,60
56,50,52,69,86,49,56
55,50,52,72,90,45,69
53,49,50,76,99,58,110
53,49,50,76,113,58,132
53,50,47,63,139,63,148
54,48,47,63,138,47,121
52,49,43,58,111,45,81
53,47,47,38,99,43,33
54,50,48,43,95,35,35
53,48,46,37,64,29,15
54,45,45,47,71,36,38
51,42,47,42,71,35,32
48,44,47,47,66,38,36
45,47,44,51,81,37,62
42,49,41,47,67,42,47
42,50,40,51,59,45,56
45,48,44,52,75,40,46
47,49,45,53,94,39,46
48,50,46,54,110,49,88
48,52,48,61,101,43,85
51,51,51,51,98,45,51
49,53,53,50,83,42,30
53,55,52,71,88,48,73
57,55,52,78,108,68,126
61,53,51,79,115,71,127
65,53,50,86,135,65,120
66,53,54,82,165,65,144
66,51,63,87,203,67,192
70,51,61,95,200,77,244
66,50,61,78,225,69,207
62,52,62,58,236,56,133
57,52,62,50,194,44,58
57,50,63,57,146,45,57
60,50,63,67,160,55,83
59,52,60,83,148,60,119
60,53,60,80,152,53,112
60,54,60,81,165,45,100
62,55,60,87,181,57,111
65,56,63,89,169,59,106
64,57,63,79,191,65,100
69,58,60,90,211,45,133
71,55,57,92,189,41,150
73,53,58,71,167,46,128
77,57,57,69,175,49,99
77,55,57,91,180,51,136
75,55,58,93,181,51,208
74,53,63,90,208,65,202
73,53,64,87,243,68,218
72,50,61,74,247,52,146
71,49,60,90,230,71,180
70,50,60,94,258,73,201
68,51,59,90,211,67,135
64,50,56,62,155,58,88
63,51,55,59,137,64,151
63,53,55,72,145,64,142
55,49,49,60,121,59,113
49,46,48,43,118,54,79
50,49,44,54,111,55,104
50,49,33,62,88,45,101
50,47,28,57,63,34,63
50,48,28,63,72,35,89
52,48,29,63,65,38,70
54,48,30,71,66,37,56
56,46,31,70,85,39,79
57,46,33,71,114,36,118
56,45,32,80,123,36,159
54,44,40,55,153,32,133
48,43,39,46,135,25,64
46,42,37,46,104,35,75
46,43,33,47,67,34,62
49,44,35,56,72,35,66
49,44,32,52,66,34,54
49,42,32,56,62,27,39
52,44,34,42,72,23,35
51,48,34,44,77,24,26
53,47,39,41,81,31,44
51,47,38,50,74,33,87
48,49,34,51,71,33,65
44,50,34,50,77,31,77
41,50,32,40,41,26,33
41,50,31,36,39,25,19
45,54,30,46,43,21,13
48,53,29,50,47,18,12
49,52,30,42,58,20,23
51,50,34,39,82,19,22
51,52,35,52,80,21,24
50,52,34,79,77,25,27
49,53,32,87,82,34,52
51,53,33,69,78,33,43
53,52,33,68,76,28,38
55,51,35,68,90,29,61
55,52,34,82,85,35,62
53,51,32,73,74,29,49
54,50,40,69,75,31,57
53,53,44,70,70,45,74
56,52,46,80,76,51,84
61,54,48,83,93,47,86
66,55,48,87,109,47,85
69,52,49,84,134,50,89
72,51,53,90,210,53,134
73,57,55,93,250,54,150
72,56,56,91,200,43,192
68,57,58,74,163,50,161
72,58,59,65,136,56,58
74,60,55,68,129,52,55
73,62,51,93,110,60,86
73,58,51,91,125,65,133
72,54,50,97,119,54,122
75,54,48,87,113,36,59
72,53,47,83,109,46,75
66,52,46,68,103,52,88
66,48,47,73,120,51,100
63,49,45,75,149,43,119
58,47,44,78,132,46,146
55,47,41,71,131,40,142
57,46,38,86,136,46,174
59,47,39,78,157,52,218
57,45,38,76,168,49,238
56,47,38,69,146,52,189
57,47,37,75,137,40,138
58,47,37,64,108,33,94
57,49,37,63,86,42,81
59,50,36,69,99,41,129
61,53,39,74,107,39,119
63,51,43,84,121,55,115
68,53,49,88,118,68,161
70,55,50,83,122,64,114
73,53,57,79,122,60,84
79,51,59,74,135,47,62
83,50,61,70,161,52,59
80,50,63,69,131,51,79
75,51,64,63,137,57,74
73,50,64,70,152,63,106
