"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
54,50,48,42,40,29,20
55,50,51,45,51,48,36
55,51,50,52,56,52,45
54,52,52,57,68,53,48
54,52,54,58,70,59,50
59,54,55,59,98,65,93
60,53,60,65,110,74,107
62,51,61,70,124,56,93
63,51,64,68,139,61,120
65,51,65,71,159,52,97
66,52,69,63,194,52,78
66,54,73,71,193,51,72
60,55,68,70,175,62,130
59,54,64,73,183,61,172
59,52,65,66,200,60,136
57,53,65,72,201,52,111
58,54,64,89,173,64,120
58,51,62,79,173,79,157
59,50,64,73,250,76,194
58,51,62,85,329,91,426
57,51,62,88,411,93,486
56,51,62,75,466,81,432
57,51,64,87,380,77,404
59,52,63,80,278,83,221
62,51,61,64,236,73,146
63,52,66,56,218,57,123
64,53,64,72,225,51,117
63,53,66,72,222,51,89
58,51,70,72,213,58,99
56,53,72,66,193,71,122
55,54,69,66,163,65,87
53,55,64,69,150,37,69
52,58,60,84,131,36,88
49,57,56,91,90,50,107
49,53,53,75,82,71,115
49,53,42,65,89,71,124
49,54,37,66,91,58,102
48,53,33,63,98,43,100
53,50,36,63,93,42,96
54,49,44,55,115,45,87
54,49,51,54,176,50,116
56,50,59,51,263,65,245
55,51,64,46,234,63,206
51,50,67,57,170,46,99
46,47,66,45,123,36,51
47,49,64,49,120,56,76
47,48,57,54,136,57,145
46,47,53,50,141,49,114
47,47,47,50,115,33,64
46,46,45,48,88,38,52
47,50,43,47,96,32,62
47,49,45,32,110,28,24
46,49,47,39,102,28,32
43,52,51,38,75,29,39
47,48,47,48,73,29,44
48,45,46,42,66,34,44
49,48,45,44,62,43,52
45,48,45,50,45,44,36
48,48,50,55,77,51,59
48,48,50,54,86,53,55
53,50,53,58,95,57,89
54,48,54,76,105,70,124
55,48,53,84,99,72,135
56,45,54,68,119,63,116
50,44,58,51,124,57,78
52,43,57,49,111,49,50
52,46,55,49,74,34,21
54,50,59,55,70,45,44
57,50,60,73,86,51,78
57,52,61,80,91,53,96
56,51,58,89,105,82,167
55,48,56,85,137,68,194
51,45,54,94,161,59,245
51,43,53,93,177,59,339
50,43,53,77,176,55,222
49,46,50,54,176,48,148
48,46,49,54,189,39,117
51,46,48,54,151,39,74
56,45,49,51,116,31,39
57,44,53,49,110,48,54
54,44,55,43,103,41,34
48,45,52,48,82,36,48
47,43,53,52,81,30,50
45,44,50,57,80,30,52
42,44,49,45,86,29,44
42,43,50,37,85,30,29
43,43,49,36,81,29,21
43,44,50,39,71,38,42
43,43,49,38,66,40,24
45,48,50,40,72,42,32
42,47,53,43,82,44,54
40,43,54,40,101,59,83
