"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
41,40,55,22,39,24,5
40,40,56,32,42,26,14
38,39,55,47,41,29,26
39,38,55,48,47,35,32
37,43,56,43,47,43,35
36,42,54,29,64,50,32
37,42,57,27,69,50,24
34,44,56,31,60,46,24
37,43,57,39,64,48,48
36,42,55,43,73,39,48
38,40,54,45,83,49,78
39,41,57,45,99,48,73
41,42,59,36,111,37,43
42,43,63,37,133,35,39
40,42,67,36,134,38,34
41,42,67,51,128,53,91
42,40,67,46,129,56,111
42,39,73,38,140,57,86
41,39,71,40,150,55,81
39,39,73,46,164,58,105
42,36,64,49,184,70,186
39,35,66,38,207,57,172
43,34,66,34,217,48,101
43,34,65,34,178,47,97
44,34,59,39,165,55,114
41,33,63,42,176,43,88
38,34,66,32,205,46,57
36,34,68,25,203,52,33
37,35,70,22,186,46,34
39,39,71,27,192,38,64
38,38,68,34,150,39,58
38,38,65,47,102,48,97
38,35,64,50,116,68,146
38,35,65,45,101,61,126
35,34,59,34,90,51,61
33,34,56,30,92,54,49
34,35,54,34,88,44,63
35,34,54,33,68,40,37
36,36,52,33,68,38,31
39,36,52,39,81,35,71
44,39,52,39,97,48,85
44,40,57,38,133,51,99
45,41,63,42,166,58,94
44,40,66,43,158,42,70
48,42,67,42,144,48,49
46,41,67,35,123,47,43
44,41,70,38,109,48,61
43,42,73,33,91,50,32
44,41,73,27,95,46,18
46,39,66,22,80,24,4
48,40,64,38,89,23,25
50,40,62,61,89,43,79
51,46,61,73,108,59,98
51,48,60,72,139,62,68
50,47,64,59,199,57,130
58,48,66,52,248,85,197
61,48,70,57,284,84,242
66,50,79,62,353,73,162
66,47,81,54,312,74,160
62,48,82,59,273,73,183
56,49,78,59,244,77,129
53,51,78,65,209,88,118
50,51,77,70,192,99,185
50,50,66,67,180,90,195
53,48,57,56,199,63,140
55,48,57,68,218,66,188
54,47,65,80,224,59,208
52,47,71,77,170,68,166
54,46,73,74,148,69,102
56,47,74,71,149,74,90
58,43,76,62,176,72,97
57,42,79,46,194,61,91
58,45,78,48,199,54,85
56,43,79,48,178,54,102
53,40,76,47,151,57,92
52,40,73,56,142,91,145
48,38,71,58,147,92,179
47,38,67,49,139,78,111
45,37,67,41,152,55,98
47,35,64,42,157,56,103
44,35,64,44,164,49,99
44,34,67,54,180,53,147
44,36,67,55,189,54,159
45,36,68,46,206,62,125
47,39,70,50,238,62,190
45,40,73,47,249,63,248
48,39,76,45,260,53,176
46,38,75,53,224,51,182
47,36,73,42,208,63,136
44,36,74,46,171,69,139
44,36,72,43,126,71,90
43,39,72,38,107,61,56
38,38,73,28,98,64,52
36,39,72,27,103,64,71
37,37,71,41,105,71,103
40,40,73,46,134,82,132
42,41,73,41,181,68,76
42,38,69,28,171,37,41
36,37,65,27,108,31,39
36,37,54,26,69,25,20
34,36,49,31,60,22,30
37,38,47,36,76,33,60
37,39,47,40,80,36,68
39,39,48,47,90,51,97
36,41,49,56,97,62,132
34,46,51,59,111,82,201
36,45,54,44,130,56,120
37,43,52,35,120,43,45
40,45,56,31,152,45,65
39,44,54,33,141,49,97
37,44,53,35,123,43,84
38,44,52,45,115,30,92
38,47,53,36,82,30,51
38,50,54,36,74,36,37
37,50,56,39,57,38,29
41,50,53,50,64,55,44
43,50,53,57,70,55,68
46,49,57,52,86,55,75
49,48,59,60,113,57,96
48,47,67,66,144,70,147
50,47,68,85,146,97,208
48,46,70,79,154,87,147
49,46,79,79,170,83,128
51,48,81,83,188,87,167
52,46,86,53,211,84,127
54,46,90,53,208,81,111
56,41,93,50,203,70,78
55,42,95,49,199,73,77
47,45,95,50,171,73,89
44,43,92,43,161,74,95
43,42,93,35,143,67,79
43,42,92,38,118,59,67
43,41,88,44,132,59,89
43,37,82,37,187,54,88
40,37,72,27,188,58,79
39,37,67,23,132,37,44
33,37,60,26,84,25,21
33,39,56,25,68,33,25
38,42,56,35,74,32,28
40,42,57,32,98,34,40
45,43,60,43,152,37,64
46,43,63,36,161,36,27
47,44,67,47,160,36,58
48,44,70,60,165,55,98
49,44,74,62,183,74,132
47,48,72,63,195,95,227
50,53,72,54,210,88,185
54,53,74,42,211,71,110
62,52,85,55,216,65,108
65,48,89,63,192,74,141
72,48,93,66,195,76,124
71,47,95,57,207,72,98
69,47,94,56,216,93,138
68,45,93,66,211,113,195
