"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
51,53,45,40,29,31,10
52,50,46,52,35,28,13
50,50,46,48,35,34,17
47,48,45,46,29,31,15
50,49,44,46,36,40,26
48,50,44,60,46,43,40
50,48,44,66,61,52,77
51,46,42,64,71,54,96
51,45,40,54,61,43,64
47,42,39,39,58,38,47
40,41,35,30,39,33,24
39,44,32,36,51,33,52
42,45,32,41,45,25,34
41,43,30,42,51,17,24
40,42,28,36,52,25,17
43,43,26,42,65,28,55
41,45,26,38,65,30,42
40,48,24,37,45,24,24
43,50,25,37,34,17,13
44,51,27,43,42,27,21
43,51,29,40,44,28,17
45,51,30,41,44,30,16
45,53,29,47,46,27,22
48,58,34,65,62,39,60
41,56,42,55,79,49,83
44,56,43,61,137,39,81
46,56,42,61,136,37,77
50,57,38,51,125,40,73
50,57,41,51,128,51,104
52,58,44,60,134,65,173
50,58,48,78,151,68,267
52,58,49,84,165,72,354
53,57,48,77,170,62,235
51,57,47,69,157,62,174
52,57,47,73,156,70,193
54,58,46,82,148,74,225
53,57,46,96,153,59,139
53,54,46,101,160,66,150
53,51,49,120,183,77,229
55,52,48,116,188,89,281
57,51,48,82,181,80,183
56,52,47,75,176,63,165
54,55,47,60,133,45,91
54,56,47,50,115,38,74
52,53,47,59,112,48,80
53,53,48,58,129,46,67
55,52,49,64,121,34,35
59,51,51,68,121,34,58
60,52,54,67,129,41,72
59,53,59,76,111,60,75
60,55,57,88,113,70,106
60,54,54,95,117,71,146
57,52,53,69,126,67,124
54,50,52,58,138,52,111
54,51,49,65,134,44,74
54,54,49,62,133,51,99
58,54,50,66,129,49,83
58,53,54,59,133,50,75
59,54,56,49,132,44,61
57,54,54,60,94,47,50
57,52,56,67,81,55,53
57,53,53,56,75,56,46
52,56,52,55,71,48,43
51,56,53,58,65,45,57
48,55,53,72,76,62,96
48,58,51,73,94,65,106
53,58,50,86,121,70,130
52,58,48,77,127,66,126
50,59,46,67,95,65,108
51,59,48,69,80,60,73
52,62,47,72,79,74,85
56,59,49,67,80,75,89
57,59,50,55,82,67,69
57,58,50,58,85,59,59
58,57,52,47,76,55,47
61,57,54,59,75,57,51
62,58,56,64,87,60,62
62,58,57,63,87,61,64
58,58,55,67,82,56,64
56,56,55,51,91,46,48
55,57,54,46,106,38,35
50,56,53,63,97,51,60
49,53,51,42,89,48,41
48,54,48,34,102,44,40
47,53,47,40,84,47,58
45,53,45,43,74,37,42
40,58,43,49,54,31,32
42,59,43,47,49,32,31
48,62,46,52,49,36,26
52,61,46,64,53,44,32
54,60,47,71,61,40,39
52,59,46,67,55,38,41
51,54,45,56,45,30,24
50,55,44,67,55,25,28
48,49,44,66,50,24,35
47,49,41,60,53,31,49
45,49,40,56,62,36,63
40,48,35,49,67,36,91
40,50,35,43,74,32,69
42,54,36,41,82,31,65
45,50,35,40,74,35,62
42,51,37,45,75,41,69
46,54,41,53,101,50,112
49,52,42,61,135,43,126
49,51,40,65,141,44,127
46,51,39,61,132,39,103
44,51,39,52,132,43,102
44,53,38,60,129,42,94
47,51,40,43,135,37,48
45,53,42,40,115,27,40
45,51,39,40,100,21,29
45,49,39,41,79,22,15
43,52,38,44,75,26,22
43,54,40,39,81,38,47
45,48,41,38,76,37,48
39,48,32,37,47,24,19
41,50,25,36,46,17,15
42,56,28,50,41,21,18
50,58,34,57,57,34,36
56,57,37,58,74,44,50
65,57,39,85,120,51,153
68,56,44,97,150,58,230
67,56,46,93,136,45,135
67,57,46,92,135,49,133
67,57,48,75,139,59,120
69,57,46,78,144,57,180
70,57,46,71,164,69,196
72,56,44,76,152,64,159
74,59,49,96,147,64,120
74,61,52,110,157,78,186
