"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
41,59,49,39,28,41,14
41,59,49,40,24,44,18
40,56,50,48,39,48,26
38,52,49,47,43,45,39
40,53,48,55,42,45,45
38,53,52,41,49,57,34
40,52,51,35,51,49,26
40,51,50,39,48,45,30
40,53,51,47,53,46,38
43,51,51,52,64,55,56
40,51,54,45,72,58,50
40,53,53,50,77,57,69
43,53,53,48,92,66,100
41,51,55,53,105,74,116
41,51,55,49,90,58,97
41,49,56,55,78,47,58
45,51,57,56,88,65,82
44,50,61,51,116,81,139
43,50,58,45,113,77,121
44,50,55,53,128,60,111
44,49,54,57,135,60,155
46,51,51,47,150,58,97
41,48,51,41,138,41,67
40,48,49,42,118,37,61
38,47,47,39,85,44,86
43,49,47,40,73,40,49
37,53,41,39,52,38,25
38,49,40,50,45,36,43
36,49,42,44,47,43,48
35,49,39,44,49,41,50
35,51,35,48,59,34,77
36,47,33,43,48,28,45
38,44,33,41,62,33,54
39,46,33,43,65,43,55
38,47,35,41,72,46,51
38,49,36,38,69,28,28
38,51,36,43,65,31,25
40,52,39,51,60,39,34
39,52,45,56,59,44,46
43,50,44,57,83,46,70
44,50,46,52,106,42,93
43,50,46,55,111,44,93
42,51,46,63,107,46,97
41,55,45,57,88,46,110
40,55,42,45,70,46,67
39,57,43,43,77,43,48
38,55,44,42,81,60,58
42,55,41,51,90,64,61
43,59,41,65,106,54,78
44,58,43,54,113,54,77
49,57,43,59,105,71,155
49,60,45,63,129,62,157
49,58,49,72,148,61,137
51,60,51,71,131,69,141
51,59,53,62,135,56,120
54,61,57,53,135,51,76
55,58,56,67,116,48,52
55,53,58,59,93,48,58
54,56,61,61,75,55,47
54,57,61,71,82,61,95
53,57,60,65,77,61,71
54,55,61,67,86,66,113
51,55,61,76,95,83,174
47,54,59,69,111,72,127
48,55,60,72,116,73,103
48,57,58,74,111,80,134
43,55,55,63,107,66,111
41,54,53,51,88,65,90
39,56,50,53,80,63,93
39,53,44,37,57,46,44
42,56,42,51,64,56,62
42,55,44,58,90,40,58
42,58,42,45,88,44,83
50,60,44,45,106,41,97
49,60,46,50,104,35,43
53,59,49,62,99,36,49
51,59,50,61,86,44,52
50,59,51,65,106,51,71
50,55,51,63,113,46,108
49,55,55,56,111,37,82
50,56,57,55,115,45,74
49,52,59,51,127,48,59
51,51,58,68,141,61,109
48,49,58,67,132,60,105
46,49,59,51,117,41,47
45,47,56,51,101,38,44
45,45,53,42,90,40,75
45,44,50,43,87,48,97
39,45,45,45,83,54,101
37,47,45,39,92,45,68
40,48,42,44,116,47,131
41,47,42,50,118,43,146
41,45,44,55,129,54,139
44,41,45,51,151,44,79
40,42,47,41,127,34,45
38,40,48,48,98,27,43
37,40,47,50,74,44,70
34,42,45,33,68,47,64
34,44,45,31,73,44,53
34,44,44,27,73,39,37
38,44,46,38,71,33,44
40,45,46,50,76,35,62
39,47,47,46,76,47,79
39,48,45,40,70,57,57
38,47,44,36,72,52,52
38,52,43,41,80,45,42
37,51,41,45,81,43,51
39,50,41,40,83,37,35
41,49,42,44,91,38,43
43,48,41,48,70,34,45
39,49,41,47,60,40,46
39,51,40,41,54,38,30
41,53,40,38,49,32,22
43,53,44,33,57,30,21
41,54,42,49,51,34,29
44,58,50,61,63,44,45
49,62,53,61,94,47,39
49,61,55,61,116,47,39
49,62,54,60,96,38,39
48,64,49,47,69,41,29
48,65,51,47,66,42,15
49,65,47,61,66,53,56
48,66,47,60,90,67,96
49,66,53,62,104,54,80
51,69,54,66,105,47,74
52,71,61,68,101,51,67
57,68,58,84,97,60,96
61,65,59,101,105,60,100
61,65,61,117,120,72,157
61,62,60,101,137,88,183
63,63,60,112,157,95,250
62,65,60,114,165,87,204
63,62,60,99,163,74,163
61,60,65,82,158,81,156
64,60,71,79,218,108,317
62,58,75,76,274,104,239
62,57,73,75,339,80,267
59,54,74,61,246,65,153
56,52,69,56,155,53,61
53,50,68,41,115,69,56
47,49,65,44,113,65,65
47,46,61,47,111,57,67
45,47,57,54,126,53,90
45,47,55,55,132,41,68
41,49,55,36,119,43,49
37,49,52,34,129,42,82
35,45,50,36,115,49,110
38,46,47,40,109,46,89
36,50,44,36,101,35,37
36,54,45,39,95,22,13
36,56,45,37,91,32,25
40,60,45,50,87,51,85
40,61,46,57,113,56,105
45,59,49,68,152,60,130
47,57,56,59,159,71,164
46,54,57,47,165,82,139
45,50,57,40,163,75,135
41,52,48,45,111,59,59
38,52,47,42,109,46,67
36,53,47,45,102,54,108
35,53,44,49,86,42,113
34,51,45,64,95,47,152
39,51,46,56,119,50,126
39,50,47,44,125,58,118
39,50,51,34,128,39,76
42,52,51,35,100,43,53
43,54,52,39,81,39,34
42,53,54,44,80,45,49
39,52,55,44,86,45,55
43,52,57,46,114,41,82
47,52,59,47,137,38,50
48,56,66,57,126,51,70
51,51,64,64,127,50,126
51,50,63,64,147,67,99
51,52,61,53,180,68,91
47,53,64,56,174,72,109
47,50,64,65,197,65,148
47,48,59,58,202,65,167
52,51,61,60,228,66,214
49,52,62,61,184,75,205
48,50,61,59,149,69,96
45,51,59,72,143,74,155
41,49,59,65,131,66,166
42,48,57,57,130,65,109
41,53,55,48,138,65,76
39,53,55,48,153,60,75
40,54,53,53,125,63,108
41,56,54,61,97,65,111
44,56,53,66,110,65,133
43,56,53,51,104,57,88
39,55,47,39,69,57,42
33,51,48,36,53,49,42
34,52,42,43,55,53,53
37,45,41,36,68,27,23
37,44,34,26,49,13,6
31,43,30,27,25,14,5
28,45,24,31,15,11,8
27,44,20,36,19,16,18
26,43,18,43,18,24,30
24,44,18,41,24,21,28
