A,B,C,D,AB,AC,AD,BC,BD,CD,ABC,ABD,ACD,BCD,ABCD
51,54,59,33,30,14,1,7,4,0,8,1,0,0,0
51,54,59,33,30,13,1,6,4,0,7,1,0,0,0
51,54,59,34,31,13,1,6,3,0,7,1,0,0,0
51,54,59,35,33,12,1,7,3,0,7,1,0,0,0
51,53,58,35,34,11,1,6,3,0,7,1,0,0,0
51,53,58,35,34,13,1,7,3,0,8,1,0,0,0
51,53,57,35,36,13,1,7,2,0,10,1,0,0,0
51,53,57,36,36,15,1,8,3,0,10,1,0,0,0
51,53,57,36,37,15,1,9,3,0,10,1,0,0,0
51,53,56,36,38,14,1,9,2,0,10,1,0,0,0
51,53,56,36,37,12,1,9,1,0,10,1,0,0,0
51,53,56,36,38,13,1,7,1,0,8,1,0,0,0
51,53,57,36,38,12,1,6,1,0,6,1,0,0,0
51,53,57,37,39,12,1,5,1,1,6,1,0,0,0
51,53,57,37,41,12,1,4,1,1,7,1,0,0,0
51,53,57,37,40,11,1,4,1,2,6,1,0,0,0
51,51,57,37,38,10,1,3,1,2,4,1,0,0,0
50,51,57,37,38,10,1,3,3,2,4,1,0,0,0
50,51,56,38,37,8,2,3,3,2,4,2,0,0,0
48,51,56,38,35,8,2,3,3,2,4,2,0,0,0
48,51,55,38,35,8,2,4,2,2,6,1,0,0,0
48,51,55,38,34,8,2,4,2,2,6,1,0,0,0
48,51,54,38,34,9,1,5,3,3,6,1,0,0,0
48,51,53,38,32,11,0,5,3,3,7,0,0,0,0
47,51,53,38,36,11,0,5,2,3,6,0,0,0,0
47,51,54,38,36,13,1,5,1,3,6,0,0,0,0
47,51,54,38,36,13,1,5,1,3,5,0,0,0,0
47,51,54,38,37,13,1,4,2,3,9,1,0,0,0
47,50,53,38,36,13,1,4,2,2,10,1,0,0,0
46,50,52,38,35,12,1,4,2,2,10,1,0,0,0
46,49,52,37,31,10,1,4,1,2,9,0,0,0,0
46,49,52,37,28,11,1,4,1,3,6,0,0,0,0
46,49,52,37,29,10,0,4,1,3,5,0,0,0,0
46,48,52,37,28,8,0,5,2,3,4,0,0,1,0
46,48,52,37,27,7,0,4,2,3,4,0,0,1,0
44,48,51,36,27,7,0,5,3,1,4,0,0,0,0
43,47,51,36,27,8,0,8,3,1,4,0,0,0,0
43,47,51,36,28,9,0,8,3,1,5,0,0,0,0
43,47,51,36,28,9,0,7,3,1,5,0,0,0,0
42,47,51,36,27,8,0,7,3,1,3,0,0,0,0
42,47,51,35,28,8,0,6,1,1,2,0,0,0,0
43,47,52,35,29,8,1,6,1,1,3,0,0,0,0
43,47,52,35,30,8,1,6,1,1,3,0,0,0,0
43,47,51,35,31,7,1,7,1,1,5,0,0,0,0
43,48,51,35,30,8,1,8,1,1,4,0,0,0,0
43,48,51,35,31,9,0,8,1,1,6,0,0,0,0
43,48,52,35,33,8,0,6,0,1,5,0,0,0,0
43,48,52,35,30,7,0,6,0,0,5,0,0,0,0
43,48,52,35,32,7,0,4,1,0,4,0,0,0,0
43,49,52,35,32,5,0,5,2,0,4,0,0,0,0
43,49,52,35,32,5,0,5,2,1,4,0,0,0,0
43,49,52,35,32,8,1,6,2,1,9,1,0,0,0
43,49,52,35,32,8,1,6,2,1,9,1,0,0,0
43,49,52,35,32,7,1,7,1,1,9,1,0,0,0
42,50,53,35,30,6,1,8,1,1,7,1,0,0,0
42,50,53,35,29,6,0,7,1,2,6,0,0,0,0
42,50,53,35,30,5,0,7,1,1,5,0,0,0,0
42,50,53,35,30,4,0,7,1,1,4,0,0,0,0
42,50,53,35,31,8,0,8,1,1,7,0,0,0,0
42,50,52,35,31,8,0,8,1,1,7,0,0,0,0
43,50,51,34,30,8,0,6,1,1,7,0,0,0,0
43,50,51,34,30,8,0,5,0,1,7,0,0,0,0
44,50,51,34,30,8,0,4,1,0,7,0,0,0,0
44,50,51,34,31,10,0,6,1,0,9,0,0,0,0
44,50,51,35,32,10,0,7,1,0,9,0,0,0,0
44,50,51,35,32,10,1,7,1,0,10,1,0,0,0
44,50,51,35,32,11,1,7,1,0,11,1,0,0,0
44,50,51,35,32,13,1,9,1,1,12,1,0,0,0
44,51,50,35,33,15,1,9,0,1,12,0,0,0,0
44,51,50,34,33,13,1,9,0,1,11,0,0,0,0
44,51,50,34,33,11,0,8,0,1,9,0,0,0,0
44,51,50,34,32,9,0,8,0,1,8,0,0,0,0
44,51,50,34,33,10,0,8,0,2,8,0,0,0,0
44,49,50,34,30,8,0,7,0,2,4,0,0,0,0
44,49,49,34,30,8,0,6,1,2,4,0,0,0,0
44,49,48,34,32,8,0,5,1,2,2,0,0,0,0
45,49,48,34,33,6,0,6,1,1,3,0,0,0,0
45,49,48,34,35,6,0,7,1,1,4,0,0,0,0
44,49,48,34,35,7,0,8,1,1,4,0,0,0,0
43,49,49,34,36,7,0,6,1,1,6,0,0,0,0
41,49,48,33,34,7,0,6,0,1,5,0,0,0,0
41,48,48,33,36,8,0,6,1,0,5,0,0,0,0
41,48,49,32,33,6,0,6,1,0,5,0,0,0,0
41,48,48,31,30,9,0,6,1,0,7,0,0,0,0
41,49,48,31,30,9,0,8,3,0,7,0,0,0,0
41,49,48,31,31,9,2,8,3,0,7,0,0,0,0
41,50,49,32,31,10,2,8,3,0,5,0,0,0,0
41,50,49,32,30,11,2,9,3,0,4,0,0,0,0
42,50,48,32,32,10,2,8,3,0,4,0,0,0,0
42,50,48,32,31,11,2,7,3,0,5,0,0,0,0
42,50,49,32,31,11,1,10,3,0,9,0,0,0,0
