"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
53,47,53,42,49,43,26
54,46,57,44,57,38,25
54,47,54,59,70,53,43
55,49,58,75,82,64,75
54,51,57,74,98,65,72
56,53,61,65,108,78,72
57,51,62,65,120,83,84
56,48,62,60,120,77,79
56,50,62,61,146,70,90
56,51,64,68,180,80,155
58,51,64,56,194,73,96
47,54,63,54,129,63,76
49,54,58,62,130,63,111
47,55,52,76,116,82,177
52,57,52,82,130,97,209
53,59,55,78,151,92,170
54,59,54,82,163,79,167
53,60,56,75,157,65,120
52,60,56,81,124,65,102
53,60,54,68,108,74,98
54,59,55,53,118,81,91
54,59,57,59,121,77,96
54,60,56,56,128,70,89
55,59,56,62,145,60,85
52,59,56,47,130,58,52
53,59,53,59,115,55,61
53,58,53,52,88,45,55
52,59,54,51,62,48,44
52,59,51,62,63,55,55
53,59,47,58,79,49,53
51,57,49,35,85,38,30
53,58,48,40,75,40,33
56,59,47,55,77,43,45
54,58,48,73,76,44,57
55,58,50,66,72,52,44
54,59,50,70,72,51,59
56,59,51,77,88,49,56
59,58,55,77,107,50,83
61,62,54,74,139,64,94
64,60,55,74,167,79,132
63,59,58,72,142,58,86
61,60,59,64,116,55,49
62,64,60,60,100,53,43
63,64,65,70,92,50,40
60,66,67,76,66,61,38
61,64,66,80,87,78,88
61,62,68,75,136,84,105
62,58,68,68,121,83,74
60,60,69,73,100,79,76
57,61,68,66,92,81,85
55,61,68,66,93,86,77
57,59,65,75,103,79,89
61,61,63,90,120,84,117
61,64,62,83,118,84,95
57,64,62,76,102,77,94
59,60,64,75,112,82,101
61,63,67,74,115,83,120
64,61,70,77,153,77,132
62,59,69,72,152,76,111
62,56,73,64,171,81,111
63,56,72,60,185,65,76
62,56,72,64,168,65,78
60,56,73,60,155,74,85
60,59,75,70,164,84,125
58,59,75,75,187,87,166
58,62,77,80,194,84,149
58,62,76,83,196,96,162
58,61,76,77,188,95,175
58,60,72,64,183,77,118
56,60,67,72,144,73,104
56,61,65,77,129,86,119
54,57,63,83,166,80,156
52,57,59,79,216,94,298
50,55,58,88,201,100,311
48,57,58,108,186,119,348
52,60,57,110,209,122,441
55,64,58,98,238,105,553
57,64,60,97,244,99,486
62,60,63,86,249,80,327
66,58,68,79,222,71,179
64,55,72,83,210,81,179
61,57,73,94,212,81,239
57,57,72,88,199,96,288
58,60,73,108,216,102,364
58,58,74,112,234,123,472
58,57,73,100,309,129,563
57,55,74,88,348,118,540
56,54,77,89,326,112,481
53,53,74,75,300,94,369
54,50,72,68,289,78,273
53,53,70,64,289,67,190
54,54,69,70,238,55,139
53,55,66,71,204,53,105
52,51,63,50,184,38,68
51,48,63,41,155,36,63
50,49,69,47,135,42,51
49,51,68,47,133,54,69
46,52,66,53,136,56,65
48,55,65,56,158,51,60
51,52,66,64,175,44,64
49,53,64,69,150,42,68
48,53,66,65,116,51,66
46,52,62,70,97,70,85
44,52,61,58,74,69,68
44,52,56,45,79,53,37
45,52,58,56,91,56,59
44,54,61,51,85,52,40
45,52,60,38,86,49,47
47,56,58,43,72,35,43
45,55,56,35,64,40,38
48,51,52,52,62,41,42
53,53,51,68,79,47,55
51,52,54,72,101,52,91
52,49,48,53,95,50,67
52,42,48,43,69,45,33
48,45,45,46,56,37,39
45,44,43,52,52,45,49
42,45,38,54,54,33,45
42,44,38,48,59,32,47
39,43,37,48,62,36,59
40,42,39,50,78,39,87
37,49,42,45,76,43,75
37,50,44,54,71,34,35
36,49,42,53,63,39,42
35,51,43,41,63,42,37
35,53,43,39,54,37,40
36,53,44,41,49,37,29
36,56,43,41,50,41,31
35,54,42,34,62,45,36
36,55,43,36,79,49,63
37,56,45,36,80,59,72
36,58,46,38,89,66,72
39,60,49,56,82,57,75
37,60,50,51,76,64,85
40,58,53,48,84,66,69
48,59,61,61,102,66,70
52,61,73,58,178,73,133
53,61,75,62,156,97,168
50,60,76,66,169,101,203
53,59,78,84,196,111,279
55,58,80,84,193,109,239
54,58,77,86,190,102,208
51,58,75,85,163,84,141
44,60,72,52,136,64,70
43,58,69,62,130,64,80
44,57,65,49,119,44,46
47,59,56,41,94,41,29
47,57,51,48,81,37,28
48,63,43,57,52,37,29
53,62,41,77,64,41,59
55,59,43,91,89,47,95
56,59,55,68,128,66,111
58,58,60,70,140,56,73
59,59,64,77,152,66,149
61,56,68,66,164,56,108
61,55,64,67,131,60,104
58,55,60,67,101,58,76
52,57,58,52,85,66,57
51,55,51,49,94,59,51
48,53,47,37,92,53,37
47,55,46,35,81,39,35
44,54,44,32,77,33,33
42,57,43,32,72,37,36
40,54,42,26,56,36,20
39,52,42,26,55,33,14
34,50,41,30,44,33,17
28,50,38,41,29,33,29
28,50,37,37,23,37,21
31,52,36,43,25,36,18
34,50,35,41,29,26,24
40,53,34,49,33,24,30
42,53,36,52,43,31,39
44,52,40,58,51,39,50
45,53,46,57,55,44,30
46,51,46,58,60,52,44
48,52,50,70,84,61,69
57,55,57,87,215,75,146
60,55,62,109,247,125,475
60,53,66,101,264,118,384
60,54,67,75,262,114,289
60,53,68,71,252,97,325
61,52,72,61,281,78,222
61,50,71,61,287,65,244
59,48,66,43,273,45,76
55,50,59,39,163,34,36
52,50,52,42,107,38,33
51,48,51,55,113,30,29
47,50,47,48,109,27,43
