"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
52,54,47,51,37,33,25
55,54,49,41,43,35,23
55,54,50,46,46,40,30
56,54,50,58,55,53,53
57,54,48,79,77,47,70
54,51,45,86,82,49,88
55,49,46,78,99,62,123
55,51,46,76,103,63,129
56,52,44,69,99,55,90
55,51,43,68,98,53,71
56,50,43,63,115,53,78
53,50,44,71,115,51,94
55,52,44,74,128,52,110
54,52,46,79,123,54,147
55,50,45,83,118,49,157
59,48,48,84,114,52,139
57,47,46,73,97,40,86
57,47,49,71,105,38,87
55,48,47,71,116,49,119
59,49,48,76,146,52,145
58,46,47,64,145,41,113
50,45,50,42,123,41,81
47,46,47,41,112,35,80
48,46,45,51,116,37,96
51,45,39,50,142,29,36
53,46,41,51,126,26,29
54,47,43,54,116,26,36
52,47,45,39,105,32,34
49,46,45,45,94,34,71
49,47,44,48,74,27,63
51,44,43,53,67,37,32
52,45,44,50,89,44,50
49,46,50,58,104,39,72
51,48,50,70,124,42,108
50,48,54,73,141,48,91
53,49,57,68,155,50,93
59,49,58,80,184,58,168
63,49,58,88,198,85,279
64,48,57,76,235,78,243
62,42,58,57,236,66,139
61,40,58,63,219,66,149
56,38,56,50,157,52,99
52,40,55,54,125,54,105
48,42,53,45,121,46,96
45,44,53,41,113,41,70
39,45,50,40,77,35,28
43,45,47,45,64,38,31
46,46,47,58,82,48,90
46,48,47,64,101,54,148
48,46,49,67,141,68,185
51,48,50,60,146,69,140
52,48,51,59,154,52,106
54,45,50,67,167,64,163
55,45,53,63,170,82,188
54,42,54,67,165,81,190
57,44,50,65,149,82,195
51,46,47,63,102,90,141
51,48,52,69,110,92,134
51,46,47,69,123,69,123
54,42,48,61,140,46,94
59,42,46,43,195,49,98
61,42,44,51,212,38,115
62,44,46,54,190,36,81
61,40,48,46,147,43,64
61,39,55,41,130,44,74
56,39,57,46,129,42,55
56,40,57,47,121,34,40
58,37,63,63,131,34,66
55,41,54,64,156,27,109
54,42,51,72,147,36,130
54,42,44,60,123,32,63
52,42,40,64,112,34,55
50,40,36,65,86,29,41
49,44,35,63,82,33,42
50,46,34,64,90,28,38
50,47,36,62,92,34,67
51,43,42,65,93,33,52
54,43,43,67,118,39,67
57,46,45,73,162,50,112
64,45,50,56,190,53,100
60,45,58,52,210,51,96
62,44,57,55,227,43,91
64,45,58,54,205,40,100
67,47,63,58,227,40,88
72,50,73,74,227,48,75
71,49,74,88,186,66,124
72,48,75,84,215,96,154
73,49,78,75,243,91,153
74,50,78,83,239,75,150
76,50,76,79,258,66,181
78,47,71,79,234,58,200
76,46,71,74,212,64,192
73,46,71,78,203,68,169
70,48,71,87,201,67,181
68,48,66,92,203,61,172
66,47,61,87,178,47,162
66,47,63,86,187,63,217
66,46,65,67,168,70,134
62,47,70,56,165,56,50
64,45,69,63,157,51,64
58,45,68,53,125,47,59
51,45,67,51,103,55,69
47,44,66,51,101,58,70
46,43,61,48,118,52,79
45,42,58,35,119,42,50
49,41,56,44,103,47,70
50,42,53,55,131,50,118
46,42,52,55,152,52,106
45,43,52,55,147,46,100
43,42,50,45,126,39,53
41,42,48,52,93,39,38
42,44,50,50,77,43,48
41,48,47,43,79,43,44
41,48,47,41,106,44,78
49,51,45,44,106,38,67
51,52,45,58,100,40,69
52,53,50,74,75,40,63
57,51,56,76,97,49,80
61,51,58,92,118,52,112
60,51,62,91,148,65,178
59,52,62,93,168,78,239
58,53,65,89,200,85,270
60,55,65,91,233,76,247
60,54,66,89,233,77,211
62,55,68,89,213,82,205
64,56,68,95,221,76,193
62,54,68,103,218,72,210
61,51,66,129,221,78,272
61,50,64,128,232,102,397
61,52,61,128,254,107,538
63,54,63,127,306,115,754
66,56,63,123,326,105,655
68,55,62,106,297,82,364
69,55,66,94,280,72,257
70,53,70,78,259,78,147
71,55,74,79,258,78,112
78,54,75,103,308,69,204
81,55,80,95,348,74,199
79,54,86,101,386,67,197
79,50,88,99,405,69,223
78,48,90,87,374,84,219
79,45,90,71,377,111,235
77,45,84,82,364,88,247
78,43,83,82,391,82,302
76,42,80,109,422,92,516
71,42,73,104,330,101,442
62,41,64,90,340,93,429
62,44,63,89,369,89,501
61,44,67,98,363,113,682
60,41,74,98,355,135,771
58,39,74,85,380,124,662
59,40,74,73,398,91,468
58,36,73,62,359,70,284
56,37,71,57,349,63,206
48,42,61,50,204,55,134
46,43,55,42,181,52,142
44,46,56,38,187,51,144
45,47,56,40,163,49,124
49,48,62,31,145,47,41
49,50,68,46,175,47,60
52,51,67,61,177,47,74
50,51,69,64,146,48,78
51,52,68,72,128,50,74
50,54,65,57,115,71,72
50,55,65,64,113,73,89
54,56,65,78,102,58,87
57,56,63,79,99,50,74
65,57,63,74,106,58,81
68,55,66,72,126,65,76
72,57,69,69,176,64,95
71,55,71,75,175,78,123
