"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
62,50,52,46,48,38,22
61,49,53,56,52,42,29
61,50,55,63,60,55,46
65,52,55,65,85,63,63
67,49,56,58,129,45,47
72,49,58,58,142,44,72
69,48,56,66,115,44,52
69,51,53,87,97,56,83
70,53,53,93,106,54,73
70,51,56,80,123,48,86
71,50,58,85,142,58,113
74,49,61,85,162,64,125
72,49,62,89,133,64,106
74,51,62,94,116,64,110
71,51,63,89,126,58,98
70,50,64,83,172,66,148
67,48,67,73,173,75,157
65,46,68,87,167,78,181
66,50,67,95,173,83,184
65,53,68,81,188,91,184
69,53,70,76,214,74,170
69,52,70,62,194,57,138
66,52,70,68,182,60,149
69,49,72,61,158,60,73
69,46,72,67,132,61,65
65,46,71,72,151,50,77
63,46,70,63,157,54,82
63,44,71,61,140,64,101
62,44,69,70,141,60,109
61,45,65,51,150,77,128
60,45,61,56,167,66,124
57,47,60,50,159,52,78
60,46,57,48,117,43,45
62,46,56,47,90,36,37
62,46,57,48,74,44,45
59,44,59,49,73,58,65
56,46,59,56,98,55,60
54,45,59,55,111,52,61
54,47,60,54,127,62,105
58,50,58,58,117,66,72
57,52,61,61,103,66,67
59,52,58,72,113,69,117
58,50,62,64,130,68,123
61,49,63,65,141,75,123
62,48,67,77,151,79,179
63,46,68,71,190,89,226
63,42,71,77,251,96,348
59,44,69,65,274,84,249
55,44,67,54,251,66,98
51,39,65,64,208,55,115
51,41,66,52,174,53,111
50,43,64,45,182,51,88
49,37,63,40,169,50,80
50,37,61,50,140,44,80
48,37,57,59,128,46,95
47,37,57,58,148,46,99
46,43,57,52,182,53,164
45,44,54,47,173,45,149
47,43,50,42,158,38,63
48,45,49,42,146,37,38
48,41,49,56,125,38,47
51,42,50,64,121,45,67
52,43,51,52,139,42,46
58,43,56,51,166,36,49
63,40,56,41,219,33,71
66,42,58,30,223,37,33
59,43,56,39,171,34,41
54,45,53,43,126,35,50
51,44,51,52,95,44,61
54,45,47,56,94,35,45
54,43,46,53,96,30,44
57,43,47,44,96,28,42
56,42,48,37,73,23,25
48,44,48,39,45,34,28
47,45,48,36,42,36,12
47,48,46,49,42,37,30
47,49,42,49,55,44,37
49,50,40,48,59,46,51
49,50,42,57,73,46,60
52,47,43,63,78,40,54
53,47,45,55,84,48,51
52,46,44,56,82,34,65
51,44,44,50,94,29,50
50,47,43,49,90,32,51
51,49,46,41,108,48,75
51,52,45,57,90,47,61
49,50,41,99,57,43,82
54,50,40,128,70,49,139
59,48,45,118,129,63,232
59,44,40,82,141,56,180
52,43,40,59,119,38,101
51,45,43,50,101,40,71
48,44,42,42,109,38,84
47,43,41,49,89,36,94
47,46,40,50,87,32,73
50,46,38,35,89,31,54
49,44,41,45,89,29,30
47,41,38,46,83,25,31
46,43,44,48,78,38,45
41,39,41,35,52,31,30
41,38,36,33,43,25,17
41,39,34,51,46,26,25
46,41,34,45,64,31,45
46,46,34,49,63,33,38
43,46,34,46,67,28,35
44,47,34,42,59,26,19
44,46,35,38,60,33,24
46,44,36,40,52,30,27
47,45,38,52,64,28,39
46,43,38,47,65,35,62
46,47,42,52,105,40,78
44,46,42,31,110,26,26
45,48,45,36,90,25,24
43,47,50,40,86,31,39
45,49,55,44,102,30,49
47,47,56,45,102,33,51
49,46,55,48,97,39,73
44,46,56,41,104,33,47
40,47,55,39,100,32,34
39,47,49,50,77,30,31
38,47,46,52,66,39,57
40,46,40,43,68,46,42
37,48,38,39,72,48,45
39,46,40,34,85,61,54
44,47,38,42,78,61,61
46,48,37,46,82,50,60
47,48,36,53,85,54,83
50,48,38,64,108,49,77
55,50,40,67,140,51,114
61,52,42,62,153,42,105
62,54,47,72,138,49,136
71,51,54,55,167,42,94
78,54,65,83,211,71,187
75,56,69,82,216,79,200
74,51,74,68,187,62,100
72,51,79,70,159,64,72
66,50,76,67,140,68,74
66,50,75,65,152,72,95
65,51,75,68,201,70,170
63,50,74,78,230,67,205
63,48,73,56,192,70,130
63,48,69,70,179,58,110
62,46,66,61,174,50,68
55,45,59,58,132,31,38
56,45,53,51,117,27,31
56,46,52,48,112,43,60
52,46,52,47,106,55,104
51,41,48,46,114,47,109
51,43,47,40,108,41,61
55,43,48,40,120,42,60
55,46,48,38,120,37,52
60,43,47,44,120,37,56
59,45,47,46,100,43,54
58,45,49,70,95,49,75
58,46,51,92,109,49,97
55,43,51,76,120,48,106
58,43,52,71,138,60,127
56,42,54,57,155,54,99
57,45,61,69,146,58,108
57,46,64,65,152,85,125
56,43,61,67,144,91,161
61,44,62,65,177,79,157
61,43,62,57,215,75,165
64,41,59,61,249,54,208
66,42,61,66,274,48,173
71,42,66,64,280,39,111
71,42,68,67,250,45,113
73,43,69,91,231,63,183
71,43,69,97,242,62,243
69,42,68,67,252,56,186
69,40,65,69,251,48,181
63,40,63,67,210,47,158
57,45,52,46,186,53,108
57,45,47,48,192,46,130
59,43,47,57,188,37,106
59,42,49,54,196,31,97
60,44,49,47,168,27,43
59,42,52,52,131,35,43
55,43,55,55,122,45,62
50,41,54,45,116,44,44
50,41,49,40,116,34,43
45,40,50,42,101,29,39
44,42,49,44,87,41,56
48,43,49,40,90,40,74
49,42,42,42,93,26,32
52,41,45,30,103,24,32
54,42,51,31,121,24,47
53,41,53,30,99,23,10
54,40,53,50,84,29,49
56,41,51,66,97,31,70
58,40,51,59,105,32,56
54,39,51,49,103,39,57
53,39,55,57,111,38,62
53,40,56,54,116,42,68
51,40,54,56,109,46,64
49,43,52,59,104,43,91
48,43,49,57,94,47,87
48,40,49,46,81,35,34
47,43,45,37,88,25,20
49,42,44,47,85,24,26
