"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
65,55,46,41,56,36,19
63,54,46,51,60,42,25
65,53,46,64,63,41,43
68,53,45,66,72,41,52
70,52,47,67,78,48,62
64,52,45,58,99,55,51
65,52,44,56,88,47,47
64,52,45,68,87,61,75
61,48,47,60,99,51,82
61,48,45,67,111,38,91
56,48,43,74,112,37,91
52,47,45,66,105,39,91
53,52,45,58,106,44,78
53,54,50,58,100,44,63
56,57,47,66,91,47,73
59,59,46,76,95,54,83
62,56,47,73,100,48,65
62,58,48,78,115,49,95
67,55,47,71,118,47,73
69,55,44,83,114,45,92
66,56,44,92,99,36,68
66,55,47,88,95,39,59
70,54,47,77,94,47,79
73,55,46,84,101,50,100
70,54,46,84,105,51,109
73,53,45,83,115,51,131
71,53,45,88,139,55,142
71,51,45,82,156,45,105
67,49,45,79,165,38,111
69,50,46,65,153,39,86
67,51,46,60,137,42,59
65,50,45,61,134,45,85
61,51,44,66,119,48,108
54,51,41,52,89,39,45
59,50,40,61,98,31,50
57,50,41,58,104,32,79
53,52,44,51,85,38,54
53,53,44,43,68,38,18
51,52,44,39,75,38,18
53,53,36,65,64,35,47
50,51,36,60,54,33,43
51,52,39,60,56,34,45
52,53,44,51,75,41,42
53,51,46,44,73,40,23
54,57,51,53,82,38,30
55,59,49,63,90,39,43
57,56,48,54,81,40,41
57,55,50,57,75,54,52
55,50,49,53,79,64,66
51,52,49,51,96,73,109
50,50,47,48,100,58,76
47,50,45,42,104,41,71
48,54,45,46,87,35,42
55,55,47,49,94,37,46
60,56,54,62,119,50,62
64,60,56,72,165,63,140
65,59,55,85,192,45,123
65,60,58,90,204,49,152
65,61,61,84,198,60,133
68,61,60,81,196,58,120
67,61,61,89,191,73,148
67,61,61,89,177,74,151
70,59,59,73,178,64,138
69,59,58,72,172,72,130
71,59,56,84,183,61,91
72,60,57,88,205,67,164
77,61,61,98,225,81,207
79,62,65,91,231,96,161
79,61,70,96,227,85,147
81,58,71,90,213,56,84
81,56,71,93,187,50,91
78,54,69,91,178,55,122
76,54,67,92,167,56,150
72,55,58,91,146,62,136
71,55,56,90,136,65,122
76,58,57,72,144,66,99
75,59,56,70,131,75,94
76,60,55,86,125,68,86
76,59,57,99,134,72,119
75,59,55,90,152,70,92
78,58,53,88,160,61,75
78,59,53,89,132,64,80
77,57,53,88,104,65,87
75,59,53,99,106,67,111
73,58,53,88,129,60,95
72,57,52,78,143,47,92
72,58,50,89,128,58,112
70,58,51,85,136,58,106
71,56,51,75,149,67,106
72,57,53,90,139,70,119
73,57,53,83,147,67,123
74,58,53,83,154,64,105
73,57,52,68,158,58,93
75,60,52,74,149,50,92
74,55,53,92,141,50,100
79,55,55,89,150,56,121
78,54,59,93,163,61,119
79,57,62,100,197,75,146
78,59,62,94,196,83,190
75,57,58,95,174,79,181
72,58,56,98,157,63,120
66,62,54,90,136,63,132
61,61,55,80,122,59,107
62,60,52,74,111,45,66
64,56,50,72,133,48,81
65,54,50,71,129,55,98
63,53,51,72,124,53,105
63,52,50,69,125,55,120
61,50,53,61,115,52,82
62,51,54,63,114,52,64
59,51,56,54,97,40,37
60,50,54,54,88,34,26
60,50,53,60,81,35,31
61,49,49,62,75,47,41
64,51,48,88,89,47,80
66,52,50,89,113,40,76
64,52,50,95,120,49,78
59,52,56,70,123,56,80
53,50,52,62,108,53,65
53,49,49,51,95,38,62
57,54,46,56,85,30,52
57,59,46,65,69,31,56
57,58,45,65,63,34,42
57,58,42,59,53,44,31
57,55,43,70,74,45,44
55,54,44,69,59,44,52
58,53,47,59,89,50,92
55,55,45,66,107,54,130
56,55,45,63,104,48,89
58,53,48,67,95,54,64
60,51,48,78,94,53,99
60,54,47,78,103,42,66
57,56,45,60,115,41,81
58,53,46,62,106,51,97
62,55,48,59,101,47,59
63,55,49,58,81,46,37
66,53,53,69,86,46,48
67,54,57,79,103,48,65
68,52,56,87,103,46,77
66,53,56,76,115,57,124
65,53,55,79,117,57,121
64,54,57,56,126,53,89
66,52,57,29,144,44,39
65,52,57,41,159,38,48
71,55,61,55,173,41,58
69,54,62,59,180,52,68
68,56,62,71,179,49,60
67,54,58,66,159,36,35
65,55,59,73,139,42,68
66,57,59,84,136,45,100
60,57,57,74,113,50,73
62,55,53,72,108,38,44
64,54,53,71,110,46,59
62,53,53,73,106,47,75
62,51,54,63,130,37,87
61,51,55,62,141,54,116
66,52,54,65,153,33,60
67,53,52,62,156,31,53
66,51,52,65,115,40,52
65,48,50,74,92,47,86
64,46,52,78,109,62,131
61,46,53,76,117,61,108
56,46,55,61,127,55,90
52,46,53,53,109,47,62
51,46,53,61,83,42,54
49,47,50,59,85,45,75
49,45,47,58,87,48,80
51,49,46,65,103,55,109
48,51,47,53,101,48,71
50,48,46,59,86,38,55
50,50,45,62,86,48,74
55,53,49,73,123,62,116
60,53,52,54,158,61,103
62,54,51,52,144,40,76
61,56,50,58,123,41,76
60,55,51,49,113,42,47
62,55,51,61,137,49,92
64,50,51,62,135,52,84
66,50,52,83,147,54,111
66,48,55,62,139,54,89
68,50,55,76,135,49,105
71,49,55,84,137,48,97
67,48,58,81,139,54,94
68,47,57,71,163,57,96
67,47,53,90,171,59,171
69,46,54,88,183,53,173
66,44,52,69,192,44,101
67,42,56,62,163,39,87
68,43,55,73,150,41,74
65,42,54,74,163,53,126
62,46,53,67,201,64,189
58,43,52,54,219,58,207
58,43,52,38,176,38,73
56,44,53,53,124,50,57
48,43,44,52,78,61,104
45,45,41,55,70,54,72
46,43,38,53,69,35,42
47,46,38,44,71,31,32
46,46,39,36,80,23,38
49,44,40,37,80,26,40
