"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
48,50,52,39,50,41,32
48,50,50,42,50,37,37
48,51,53,51,56,44,42
48,52,52,58,58,60,55
48,52,54,68,73,61,80
47,50,53,63,67,56,84
48,51,52,53,65,55,68
48,51,52,59,77,49,63
49,50,53,49,91,43,69
46,49,51,46,111,46,78
47,46,52,44,126,48,79
48,47,56,53,125,58,93
50,47,55,68,111,60,93
50,48,52,80,109,66,149
53,49,52,95,125,89,276
54,46,52,78,157,87,330
58,44,52,66,158,65,201
56,41,52,52,131,62,126
54,39,55,45,128,51,100
52,38,54,49,117,47,112
50,40,51,40,123,48,80
49,41,49,37,111,54,71
49,43,49,41,114,45,69
48,43,49,39,107,33,43
48,44,50,43,114,33,45
53,44,50,56,104,32,61
54,44,48,62,101,44,92
53,42,50,65,103,47,109
50,45,51,66,107,52,127
52,46,50,57,106,51,86
53,45,46,56,91,55,76
55,44,44,63,93,55,109
53,43,45,64,97,59,117
53,44,45,49,90,59,116
51,45,45,54,94,43,85
54,45,44,53,95,39,70
54,46,49,42,94,45,62
55,48,50,43,88,40,25
51,48,49,39,80,50,25
52,47,55,46,98,74,71
55,48,54,56,112,68,106
59,47,52,60,138,64,115
65,46,53,54,149,64,97
66,44,59,64,157,51,79
64,47,67,60,192,62,126
65,47,67,58,211,65,167
63,45,65,59,206,68,152
59,45,68,62,177,75,148
57,43,63,59,159,73,193
50,43,60,49,173,58,151
49,41,58,39,175,43,81
48,40,55,28,170,34,34
45,42,55,31,131,26,31
44,45,52,38,96,24,5
46,47,52,42,75,28,17
48,51,50,57,64,37,31
49,50,52,64,66,49,45
50,51,48,57,68,59,49
54,53,47,62,100,46,43
65,55,51,74,139,33,67
68,55,57,80,152,59,149
66,55,64,70,150,69,137
65,55,65,67,153,66,78
63,53,63,62,129,51,75
58,57,62,53,113,60,62
58,61,63,67,121,75,90
59,59,62,69,123,91,104
60,58,60,84,134,99,165
63,56,60,78,157,82,127
63,56,63,69,178,69,117
57,54,65,71,172,64,119
56,53,65,75,149,73,109
53,51,63,60,123,74,95
52,52,60,56,132,66,89
51,51,60,48,130,52,59
52,49,58,53,110,48,57
55,49,56,67,117,48,86
56,48,55,71,128,44,96
58,46,55,63,143,56,108
61,48,56,53,151,58,90
58,46,54,46,147,46,71
53,45,58,48,102,33,31
52,50,54,63,83,33,33
49,50,50,60,73,41,58
49,53,50,55,76,49,67
49,53,51,66,78,48,69
52,52,48,56,81,54,76
53,51,46,63,84,54,78
56,49,48,71,107,47,88
57,50,50,73,129,53,120
57,50,51,67,134,66,144
61,50,47,76,141,56,174
65,49,49,102,176,76,246
65,50,53,110,266,103,477
67,48,53,93,326,97,533
65,46,56,84,318,73,388
66,48,59,63,251,56,165
66,48,62,64,205,52,114
67,45,61,69,191,58,152
64,44,63,65,175,57,94
60,43,60,63,155,59,114
60,40,55,62,181,52,122
60,38,54,49,199,48,103
56,37,52,44,162,40,60
53,38,50,49,119,39,73
49,35,46,51,105,47,99
48,40,46,48,120,50,122
47,41,46,45,132,51,116
44,40,40,47,125,47,112
43,44,36,48,125,42,106
42,39,36,37,119,32,82
41,37,36,37,111,25,85
41,40,35,41,99,36,107
37,43,30,38,52,34,60
37,46,32,37,59,41,54
36,45,32,33,53,42,38
39,46,31,50,51,25,27
42,47,32,51,53,30,39
47,49,35,63,50,32,44
49,48,36,63,66,35,53
51,48,35,59,93,34,48
55,47,39,44,89,28,32
59,46,41,54,82,21,15
59,46,43,56,87,27,36
62,51,49,66,146,41,99
59,51,52,78,163,54,146
58,52,55,67,171,58,129
56,52,55,57,144,50,98
57,53,53,60,125,58,104
60,56,54,74,155,64,191
63,56,52,99,183,70,343
65,54,53,92,220,70,271
67,54,54,97,230,66,314
66,55,55,92,207,74,293
68,54,56,85,191,78,232
68,55,59,72,172,64,130
70,51,59,70,174,71,148
69,51,62,61,189,73,134
68,54,63,76,166,72,143
67,55,64,87,135,62,116
67,55,61,58,118,51,62
65,58,63,57,118,55,52
65,56,63,61,134,49,76
71,55,64,62,144,66,84
74,57,65,71,150,71,87
74,55,65,69,141,80,79
75,56,63,89,135,74,100
75,55,62,117,144,71,188
73,56,63,109,173,72,242
74,55,63,99,183,73,230
72,53,65,90,200,77,217
72,53,69,80,196,68,142
71,52,69,72,165,53,74
72,51,68,65,156,49,76
71,51,67,68,156,53,81
72,52,65,69,138,59,98
70,51,60,74,125,48,83
71,54,55,78,111,53,78
74,53,54,68,104,41,49
75,53,54,69,119,47,63
76,51,57,72,127,49,62
72,52,63,86,118,48,65
72,53,69,92,103,50,67
70,53,72,84,111,55,71
71,54,71,88,165,60,123
70,52,73,68,204,57,82
70,51,72,63,212,44,83
69,50,70,61,194,45,75
64,50,69,65,174,64,120
64,50,67,75,192,65,148
60,51,68,77,233,55,212
64,50,69,91,240,81,324
67,48,68,73,244,80,238
69,45,67,74,259,74,188
70,46,68,80,286,70,190
69,46,72,78,294,69,192
64,48,73,74,237,74,125
65,46,72,69,225,83,164
65,49,72,74,223,91,194
64,48,70,81,249,89,265
61,47,64,80,212,69,240
57,47,61,73,193,64,184
53,46,58,64,176,52,120
47,38,53,47,129,31,52
43,36,47,37,85,29,59
36,34,41,27,61,24,32
29,36,38,25,39,24,22
28,35,35,29,25,20,16
26,37,31,27,30,16,12
26,41,29,29,36,27,31
25,42,29,29,42,21,35
25,42,27,25,47,23,31
23,42,24,20,56,19,22
24,44,21,19,53,13,8
26,46,19,23,42,10,13
26,44,17,26,28,9,12
28,42,19,18,23,14,9
30,45,20,23,19,12,10
28,44,21,23,16,10,3
29,45,21,28,18,17,13
