"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
43,70,62,39,33,68,30
44,72,60,35,36,64,16
45,72,59,56,55,60,41
43,73,59,59,59,68,45
46,74,58,69,65,71,60
48,75,60,72,60,81,61
53,74,62,77,80,92,81
52,69,65,64,98,93,91
53,67,68,69,123,96,110
52,68,68,66,125,85,106
52,67,68,61,96,78,73
52,68,73,56,89,71,57
54,68,77,53,96,79,61
53,68,80,57,112,81,60
52,68,79,62,126,74,77
55,66,76,78,122,93,112
55,63,76,77,131,97,130
55,62,72,84,140,96,146
51,62,70,76,139,85,139
49,66,69,68,109,79,95
49,67,70,59,88,77,66
48,68,64,71,97,73,95
47,68,62,75,107,78,120
52,67,64,93,148,92,185
52,65,65,83,166,96,222
51,68,68,89,163,112,237
49,69,71,88,169,124,291
51,70,74,77,169,126,234
51,72,72,64,165,108,188
51,68,70,79,153,112,214
51,67,68,70,172,95,125
53,67,72,77,208,111,299
50,66,70,89,202,127,407
49,66,66,86,163,106,272
49,66,63,80,124,103,197
48,66,60,78,112,80,122
48,64,59,72,124,57,97
48,64,57,55,120,46,41
45,64,55,55,91,55,39
44,60,52,64,83,56,94
42,57,52,49,73,63,73
44,57,54,45,76,58,55
41,57,57,38,72,50,30
41,58,55,46,63,50,37
41,59,55,48,62,59,22
41,61,55,52,61,71,56
43,60,62,60,117,80,91
44,58,67,66,144,66,104
43,56,64,69,114,58,89
40,59,64,51,93,51,74
39,57,61,45,63,56,33
37,57,54,49,43,50,28
32,54,52,37,36,45,30
28,53,53,24,35,40,19
30,54,47,24,41,43,15
28,55,45,34,49,46,35
30,54,46,30,70,47,36
30,50,47,39,72,52,75
31,49,49,39,82,53,91
30,52,49,32,83,56,81
32,53,48,37,78,51,68
32,56,46,45,89,53,104
36,54,47,46,121,54,125
40,53,60,51,169,69,167
41,55,67,51,234,76,218
43,54,69,54,261,84,222
43,55,73,60,287,100,271
45,59,75,60,281,97,235
49,57,76,50,261,91,158
51,58,76,46,245,81,119
52,57,77,54,242,76,154
45,54,79,57,262,86,169
45,56,76,59,309,97,275
45,57,76,55,329,84,269
44,61,78,43,337,68,158
45,61,77,37,299,41,101
44,59,75,41,237,31,44
47,60,73,47,198,39,62
48,59,75,54,169,42,81
47,59,70,49,157,53,94
44,61,66,42,154,65,100
37,65,62,35,130,60,74
39,62,57,32,116,33,37
40,64,54,38,103,32,14
42,72,52,48,79,44,29
42,69,53,53,82,48,41
46,69,54,56,88,53,68
47,64,58,66,97,59,72
46,70,52,72,84,53,62
49,69,55,80,83,70,83
47,70,54,73,110,84,162
47,69,51,58,156,88,237
52,71,59,63,168,74,171
50,70,62,62,119,56,75
52,70,65,70,107,55,67
56,66,68,86,104,62,89
57,65,73,80,120,83,99
55,65,75,78,136,88,133
56,67,76,76,147,93,131
59,66,74,77,160,93,137
58,62,77,72,150,89,122
58,65,82,84,178,89,149
59,63,81,83,175,87,176
59,60,79,88,170,78,148
55,59,77,75,174,90,150
48,60,77,55,144,99,143
46,54,71,46,114,91,83
48,55,65,54,130,70,84
46,53,61,47,135,41,71
45,53,59,56,122,31,58
46,50,59,54,120,37,61
43,47,59,51,112,41,80
40,49,53,52,94,51,91
40,51,46,41,75,47,57
37,53,42,35,67,47,50
37,50,41,20,65,35,37
35,53,40,27,55,32,39
33,55,35,23,37,29,30
38,54,31,30,32,27,21
40,54,32,47,33,34,41
39,58,37,54,79,58,106
39,59,40,58,112,56,109
44,60,41,77,142,85,240
47,59,41,67,133,84,244
46,60,47,60,174,98,322
46,61,60,68,232,108,326
43,63,65,43,269,80,162
45,59,65,48,260,67,142
47,60,63,46,234,67,86
49,60,61,48,201,49,79
50,60,62,45,192,39,71
50,58,64,48,168,38,82
50,59,64,48,141,51,108
50,56,67,50,131,63,86
52,54,64,48,121,69,69
51,53,63,47,113,85,86
47,51,64,38,119,77,93
46,53,61,40,100,71,84
45,56,53,48,87,63,87
41,57,47,53,69,64,78
39,58,46,42,60,44,35
39,56,47,56,61,36,38
40,60,44,66,62,45,48
41,61,42,70,82,63,98
40,62,39,66,79,74,145
42,62,38,72,70,66,150
40,62,36,67,77,80,145
37,63,36,79,88,68,169
40,64,37,72,108,68,183
38,65,40,66,97,58,167
