"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
50,40,59,39,48,27,15
48,40,59,36,44,32,23
43,40,58,42,56,29,39
46,38,58,51,67,40,59
46,39,58,55,85,43,62
48,40,56,54,97,46,75
52,38,55,50,97,46,73
52,40,55,45,110,49,62
53,39,51,44,112,46,62
52,39,51,53,128,44,83
49,39,48,65,107,40,81
51,38,49,69,109,41,88
50,39,52,55,116,46,64
47,40,52,48,119,40,49
50,36,52,45,127,36,60
52,36,55,45,141,41,80
52,36,52,50,128,43,80
49,35,52,42,114,45,73
52,38,48,51,107,46,92
49,37,50,49,125,43,82
49,39,52,45,130,32,52
51,38,57,47,119,33,57
52,39,56,44,129,42,58
56,41,57,53,117,41,52
58,41,56,54,130,43,87
59,39,58,58,142,46,122
62,37,59,60,143,56,156
60,36,57,50,134,44,114
56,38,59,44,133,38,70
53,38,57,51,94,24,38
49,40,50,41,70,26,16
47,39,48,32,67,21,24
48,43,48,49,72,28,31
50,43,50,57,106,38,66
52,43,51,67,108,28,40
51,41,48,64,98,35,63
52,41,49,67,105,45,112
51,42,50,68,122,52,117
53,44,52,60,125,47,67
56,46,52,46,129,55,78
59,48,54,60,131,58,88
62,48,59,66,143,52,90
64,48,61,82,135,49,93
66,50,59,78,125,52,87
69,51,62,71,133,54,89
70,52,64,71,128,56,76
68,53,71,87,129,70,102
68,54,73,88,148,76,111
70,55,75,90,170,67,116
72,58,75,106,189,74,144
73,55,75,133,199,82,212
76,53,76,140,252,98,307
74,53,77,107,298,103,275
70,53,78,86,306,100,209
68,52,75,92,283,83,216
68,53,74,82,270,86,223
68,49,69,75,232,85,140
68,50,67,66,222,65,115
65,51,64,58,210,53,87
63,51,64,70,189,54,104
64,48,65,81,160,58,100
63,45,65,90,138,65,99
64,46,63,75,156,66,120
59,46,61,58,181,62,129
61,46,60,73,180,54,122
62,45,60,70,163,53,108
62,44,59,57,123,55,77
58,43,62,51,105,50,62
58,42,59,45,98,46,47
54,42,60,62,99,53,84
55,42,56,71,98,60,90
55,41,52,80,98,63,105
