"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
54,38,41,42,42,22,15
55,41,43,37,45,24,14
56,41,40,58,48,29,34
54,42,40,54,60,38,65
51,42,41,65,74,39,102
51,39,39,50,67,32,65
49,41,36,51,60,30,39
45,38,36,45,53,23,13
44,39,34,46,52,28,51
43,42,33,50,74,29,63
40,42,31,33,67,28,26
41,44,31,36,79,40,54
44,43,31,49,70,46,114
48,45,31,55,79,43,86
46,45,35,62,78,31,52
46,45,38,56,73,39,57
48,44,36,51,76,42,65
46,45,36,38,75,31,54
46,42,36,40,73,25,33
44,40,38,42,55,27,25
45,39,39,48,62,30,32
45,42,41,49,86,32,49
44,43,40,52,93,39,73
43,43,40,56,97,41,86
43,45,38,48,83,37,50
43,44,36,41,91,30,43
45,42,38,36,99,31,32
47,44,42,38,111,32,29
48,44,40,38,103,34,26
47,44,41,37,81,30,31
47,44,41,38,64,29,34
47,51,39,41,59,38,48
50,51,39,46,62,34,38
53,52,42,60,73,36,41
54,54,45,66,86,34,50
59,54,47,79,95,33,48
62,54,48,74,105,38,41
62,56,47,81,101,47,49
62,56,46,76,117,47,67
62,57,45,79,129,51,107
62,53,44,80,123,54,119
61,54,45,83,129,59,141
60,53,42,96,153,61,186
64,53,42,98,191,53,222
67,54,42,82,225,50,230
70,56,44,77,201,52,183
70,59,47,67,178,54,140
75,59,51,66,166,50,95
76,58,52,75,136,51,87
77,59,55,99,124,62,83
76,58,57,104,125,76,112
79,57,58,97,144,72,115
81,58,58,98,163,69,117
80,54,59,81,148,51,81
78,54,59,72,133,62,79
72,55,58,75,131,62,80
74,54,55,78,129,60,98
70,51,54,75,135,59,104
70,47,51,73,153,53,129
69,47,49,75,146,56,126
68,44,51,82,159,59,164
71,44,52,87,196,63,213
71,45,58,97,218,72,249
71,44,60,95,260,90,281
72,43,61,91,323,66,185
71,41,61,84,309,54,177
66,40,63,90,255,54,179
62,39,63,70,209,49,127
56,40,62,67,167,48,107
54,40,58,54,141,37,67
57,44,53,56,107,31,47
60,43,50,62,110,39,64
60,47,48,64,117,44,73
59,45,47,67,128,46,116
57,45,47,66,152,54,136
56,45,46,72,151,51,106
56,46,48,66,153,52,110
57,47,49,71,146,47,83
60,49,50,62,131,36,39
64,49,56,73,161,52,98
69,52,57,92,194,69,197
69,50,57,99,229,73,238
69,50,57,90,269,74,306
64,49,60,61,257,69,227
65,51,60,77,224,69,199
65,49,61,72,185,63,118
62,48,59,70,170,68,151
62,50,59,68,181,79,164
62,50,58,60,200,76,154
58,54,57,71,201,52,120
55,58,57,76,186,50,120
58,61,55,82,173,60,114
60,61,51,92,147,45,99
60,59,52,107,171,60,190
61,59,56,78,203,56,144
63,58,55,62,189,50,100
64,55,56,61,155,57,113
66,55,57,63,137,59,82
65,53,55,65,135,46,60
65,52,52,68,121,67,71
65,54,52,56,129,73,97
65,51,48,58,133,45,86
68,47,48,70,109,39,60
68,45,50,60,80,44,53
66,45,55,61,84,48,61
68,44,55,72,85,51,44
66,45,55,75,123,49,71
68,43,52,60,127,42,71
66,44,54,57,125,37,57
69,43,58,59,111,37,58
70,44,60,61,114,55,89
69,43,60,57,136,57,102
72,42,64,65,184,67,132
71,43,65,81,213,80,175
69,44,61,70,216,56,112
70,45,62,70,217,45,110
66,43,62,68,214,44,109
63,43,61,61,196,44,97
63,42,58,55,173,49,100
65,44,59,57,168,54,91
66,42,65,55,190,70,134
67,42,66,58,206,66,156
64,42,65,46,224,50,133
63,42,67,52,227,53,148
62,44,68,53,221,65,141
61,45,68,55,187,56,113
60,48,69,55,172,61,104
60,46,67,63,148,65,124
61,46,66,81,152,66,152
63,46,65,103,171,85,267
67,48,66,96,236,107,362
68,46,69,74,296,85,213
68,47,69,66,283,64,122
63,48,62,78,174,48,86
63,47,57,92,158,59,114
63,48,55,86,168,58,95
62,47,53,69,191,64,123
62,46,52,75,187,58,136
63,48,54,90,197,55,153
66,48,55,93,216,57,192
66,48,55,93,234,60,211
67,47,56,86,224,51,161
66,48,56,77,191,41,99
62,46,56,75,158,35,74
65,46,55,71,141,32,62
69,46,55,65,116,38,60
66,46,67,69,147,49,67
67,47,69,82,153,62,119
65,45,69,80,158,73,140
64,43,70,72,158,66,122
65,41,66,49,151,52,74
58,41,63,38,130,42,57
52,43,58,43,121,55,107
51,42,56,53,129,74,178
55,45,57,70,154,78,276
54,47,55,60,144,58,158
55,47,55,60,138,49,126
55,50,54,54,105,47,71
55,51,53,57,100,60,76
60,52,57,61,127,61,98
66,53,57,70,147,69,150
63,53,55,74,144,64,147
61,55,51,69,107,66,86
60,55,51,70,96,55,75
61,55,52,81,87,49,73
59,55,49,92,75,50,75
60,55,51,108,89,55,95
60,53,50,109,103,79,167
60,53,50,97,131,70,167
58,52,52,81,138,57,122
59,52,53,74,140,55,95
59,52,49,78,121,51,89
57,52,50,83,122,52,109
57,52,46,96,122,63,154
58,49,42,87,110,51,99
58,48,42,72,117,46,81
59,47,41,73,107,40,70
58,47,40,81,112,52,93
59,47,40,90,122,59,142
61,49,41,89,119,69,160
61,49,44,76,121,65,139
64,48,45,74,148,57,147
63,50,47,71,152,59,142
65,51,47,77,141,63,158
65,51,45,72,136,63,170
65,51,47,81,139,55,166
66,48,46,79,185,53,200
63,51,47,73,168,49,144
62,49,47,75,151,56,125
64,47,46,76,132,51,93
62,47,45,73,122,48,85
63,48,50,85,141,57,117
67,50,50,95,185,62,147
69,49,54,78,177,64,149
71,48,55,67,184,81,161
70,45,59,63,206,58,130
70,46,61,68,197,48,94
69,48,60,81,186,56,109
72,46,60,85,179,54,106
75,48,58,92,144,46,70
