A,B,C,D,AB,AC,AD,BC,BD,CD,ABC,ABD,ACD,BCD,ABCD
44,72,46,70,27,13,1,14,5,3,9,0,1,0,0
44,71,46,71,27,13,1,12,5,3,7,0,1,0,0
45,71,46,69,27,14,1,12,5,3,7,0,0,0,0
45,70,47,69,26,14,1,11,4,2,7,0,0,0,0
45,70,48,69,27,15,1,10,3,2,7,0,0,0,0
45,70,48,69,27,15,0,8,3,1,7,0,0,0,0
44,70,48,69,26,14,0,8,4,1,7,0,0,0,0
44,70,47,69,25,14,0,7,4,1,6,0,0,0,0
44,70,47,67,27,15,0,7,4,1,7,0,0,0,0
44,70,47,67,26,14,0,7,4,2,6,0,0,0,0
44,69,47,66,28,14,0,7,4,3,6,0,0,0,0
44,68,47,66,27,14,1,6,4,3,5,0,1,0,0
44,68,47,67,28,12,1,7,5,3,6,0,1,0,0
44,68,47,68,29,11,2,7,6,3,6,1,1,0,0
44,68,48,69,30,12,3,7,6,3,6,1,1,0,0
44,69,48,69,31,11,3,8,5,3,5,1,1,0,0
44,69,48,69,32,9,6,10,7,3,4,3,0,0,0
44,68,48,70,32,9,6,10,6,2,4,2,0,0,0
43,67,48,70,29,8,6,10,7,2,4,2,0,0,0
43,67,48,70,30,9,4,10,7,3,5,1,0,0,0
43,67,48,70,31,10,5,10,6,5,6,2,0,1,0
43,67,48,69,31,7,5,8,4,5,6,2,0,0,0
43,66,48,69,30,7,5,7,3,4,6,1,0,0,0
43,66,48,69,31,8,3,7,4,5,7,1,0,0,0
43,65,48,69,33,9,3,8,4,8,7,0,0,0,0
43,65,48,69,32,9,3,8,4,9,6,0,0,0,0
43,65,48,69,33,8,2,9,3,8,5,0,0,0,0
43,65,48,67,32,7,2,9,5,9,5,0,0,0,0
43,64,48,67,31,6,1,9,4,7,5,0,0,0,0
43,64,48,68,31,7,0,8,4,7,6,0,0,0,0
43,65,48,68,29,7,0,8,4,4,6,0,0,0,0
43,65,48,66,27,7,0,9,4,3,6,0,0,0,0
43,65,47,65,27,7,0,8,2,2,5,0,0,0,0
43,64,47,64,26,6,1,7,3,2,4,0,0,0,0
43,64,47,64,26,6,1,8,3,2,4,0,0,0,0
42,64,47,65,26,4,1,8,4,4,3,0,0,0,0
42,64,47,65,29,4,1,9,4,4,3,1,0,0,0
42,65,47,65,30,6,2,9,4,4,4,2,0,0,0
42,65,47,65,29,6,3,10,5,4,4,3,0,0,0
42,65,47,66,29,6,2,10,5,3,4,3,0,0,0
42,66,47,67,29,4,2,9,6,2,3,3,0,0,0
42,67,47,67,32,4,4,12,6,2,3,5,0,0,0
42,66,46,66,31,4,5,13,5,1,3,5,0,0,0
41,66,46,65,29,5,4,12,3,1,4,3,0,0,0
41,66,47,65,30,5,4,13,5,1,4,3,0,0,0
41,66,47,67,29,5,5,12,5,2,4,4,0,0,0
41,67,47,67,28,8,5,13,6,2,4,4,0,0,0
41,67,47,67,29,8,5,11,6,2,4,4,0,0,0
41,67,47,67,30,8,5,11,5,2,5,2,0,0,0
41,67,47,67,30,9,3,11,5,2,9,2,0,0,0
41,67,47,67,31,8,3,10,3,2,8,2,0,0,0
41,67,47,67,29,8,3,9,2,3,7,0,0,0,0
41,67,47,67,29,6,4,8,3,3,5,0,0,0,0
41,68,47,68,27,5,5,7,1,3,2,0,0,0,0
41,68,47,68,25,5,5,6,2,3,1,0,0,1,0
41,67,47,68,25,5,4,6,3,2,1,0,0,0,0
41,67,47,67,24,5,3,7,3,3,2,0,0,0,0
41,67,46,67,24,5,1,9,3,4,3,0,0,0,0
42,67,46,66,24,6,1,9,2,5,3,0,0,0,0
42,68,46,66,24,7,3,8,2,5,4,0,0,0,0
42,68,46,66,24,7,3,9,3,5,4,0,0,0,0
42,68,46,66,25,7,3,9,3,4,4,0,0,0,0
42,69,45,66,24,6,3,9,2,4,4,0,0,0,0
43,69,46,64,26,5,3,8,2,4,3,0,0,0,0
43,69,46,64,26,7,2,6,2,4,3,0,0,0,0
43,69,46,64,28,8,2,6,2,4,3,0,0,0,0
43,69,45,64,29,7,2,6,1,3,4,0,0,0,0
43,69,45,64,30,7,1,7,3,3,4,1,0,0,0
43,69,45,64,30,10,2,7,2,4,6,0,0,0,0
43,69,46,64,30,11,2,7,3,3,6,0,0,0,0
44,70,46,64,32,10,2,10,3,3,9,1,0,0,0
45,70,45,64,32,9,1,10,2,3,9,1,0,0,0
45,69,45,65,33,10,1,13,2,3,10,1,0,0,0
45,68,45,65,35,10,1,13,2,3,10,1,0,0,0
45,68,45,65,37,11,1,13,4,3,9,1,0,0,0
45,69,45,65,38,8,1,12,3,3,7,0,0,0,0
44,69,44,65,37,6,0,11,3,2,6,0,0,0,0
44,68,44,65,37,6,1,15,3,2,6,1,0,1,0
44,68,44,64,36,8,1,15,2,2,8,1,0,1,0
44,67,44,64,36,8,2,17,3,2,8,1,0,1,0
44,68,44,63,34,8,2,16,3,3,8,1,1,1,0
44,68,43,63,31,10,2,14,2,3,8,1,1,1,1
44,68,43,63,29,10,2,14,3,3,8,2,2,1,2
44,68,43,63,27,9,2,15,3,3,6,2,1,1,1
44,68,43,63,28,11,2,14,3,2,8,2,1,1,1
45,68,43,63,29,10,1,13,3,2,7,1,1,1,1
45,68,43,63,31,9,1,11,3,2,6,1,1,1,1
45,68,42,63,31,7,2,9,3,3,6,1,1,1,1
45,68,42,63,32,7,2,7,3,2,5,2,1,1,1
45,68,42,63,31,4,2,7,4,3,4,2,1,1,1
45,68,42,65,31,4,2,5,3,3,4,1,1,0,0
45,68,42,65,28,3,2,6,2,3,3,1,1,0,0
45,68,42,65,26,2,2,7,3,3,2,0,1,0,0
45,68,42,65,27,3,1,7,2,3,3,0,0,0,0
45,67,42,64,27,7,3,7,3,3,5,1,0,0,0
45,68,42,65,30,6,3,7,3,2,5,1,0,0,0
44,68,42,64,28,8,2,6,3,1,7,1,1,0,0
44,68,41,64,29,8,2,6,2,1,7,0,1,0,0
44,68,41,64,30,8,0,7,2,1,7,0,0,0,0
44,68,40,65,32,9,0,7,1,2,7,0,0,0,0
43,68,40,65,31,9,0,7,0,2,7,0,0,0,0
43,66,41,64,33,10,0,9,0,0,8,0,0,0,0
43,66,41,64,32,11,0,9,0,0,9,0,0,0,0
43,66,41,64,32,9,0,8,1,1,7,0,0,0,0
43,66,42,63,33,8,0,9,1,3,7,0,0,0,0
43,67,42,61,33,9,0,10,1,5,7,0,0,0,0
44,67,42,61,33,11,0,12,1,5,10,0,0,0,0
44,67,42,60,33,10,0,11,1,4,10,0,0,0,0
44,67,42,60,32,9,1,13,1,5,9,1,0,0,0
44,67,43,60,31,11,1,12,2,5,11,1,0,0,0
44,68,43,60,31,12,1,12,2,6,12,1,0,0,0
44,68,43,61,31,12,1,11,2,5,11,1,0,0,0
44,68,43,61,30,12,1,11,2,5,10,1,0,0,0
44,69,43,60,29,12,1,10,3,6,10,1,0,0,0
43,70,43,60,31,11,2,11,3,4,9,1,0,0,0
44,70,43,60,31,9,3,13,4,4,9,2,0,0,0
44,70,42,60,30,8,3,13,5,4,8,3,1,1,1
45,70,41,61,30,8,3,12,4,4,8,3,1,1,1
46,71,42,63,34,10,3,13,4,4,11,3,1,1,1
46,71,42,63,32,10,4,14,5,6,11,2,1,1,1
46,71,42,63,33,12,4,14,4,5,11,1,0,0,0
46,71,42,63,33,13,1,14,4,7,12,0,0,0,0
46,71,42,63,34,14,2,14,4,7,13,0,0,0,0
46,71,42,63,33,16,2,14,4,7,14,0,0,0,0
47,70,42,63,33,13,1,12,3,7,10,0,0,0,0
47,70,42,64,33,13,1,13,4,7,11,0,0,1,0
47,70,42,64,35,13,2,13,4,6,10,0,0,1,0
47,70,42,64,35,10,2,13,3,6,9,1,0,1,0
47,71,42,63,33,10,2,13,3,5,10,1,0,1,0
48,71,42,62,33,9,1,13,5,5,9,1,0,1,0
48,71,42,62,35,9,1,12,6,4,9,1,0,1,0
47,70,42,61,31,8,1,11,5,4,6,1,0,1,0
46,69,43,61,31,8,0,10,4,4,6,0,0,1,0
46,70,43,61,32,9,0,10,4,4,6,0,0,1,0
46,71,43,62,32,8,0,10,4,6,4,0,0,1,0
46,71,43,62,33,6,0,8,4,6,3,0,0,1,0
46,71,43,62,34,7,0,9,3,6,4,0,0,1,0
46,71,43,62,31,8,1,9,4,7,5,1,0,1,0
46,71,43,62,32,8,1,7,3,6,5,1,0,0,0
46,72,42,63,29,9,1,7,2,4,6,1,0,0,0
46,72,42,64,29,9,1,7,3,3,6,1,0,0,0
46,72,43,64,29,7,1,7,3,3,6,1,0,0,0
46,72,43,64,28,7,4,6,6,3,6,2,0,0,0
46,71,43,64,30,7,4,6,5,3,6,3,0,0,0
47,71,43,63,31,7,3,6,5,2,6,2,0,0,0
47,71,43,63,31,8,3,6,5,1,6,3,0,0,0
45,71,43,63,32,8,4,7,7,1,6,3,0,1,0
45,72,43,63,33,7,4,7,7,2,7,3,1,2,1
45,72,43,64,33,8,5,7,6,3,7,4,2,2,2
46,71,43,65,32,8,5,8,6,3,7,4,2,2,2
46,70,43,65,31,8,6,7,6,3,7,3,3,1,2
46,71,42,65,33,7,6,7,6,3,6,3,3,1,2
46,70,42,65,31,7,5,8,5,4,6,3,3,1,2
46,70,43,64,31,6,3,9,4,3,5,0,0,1,0
46,70,43,64,31,6,2,9,4,3,5,0,0,1,0
46,70,43,63,30,6,2,9,0,3,5,0,0,0,0
46,70,43,64,28,7,2,10,0,3,7,0,0,0,0
46,70,42,64,27,8,1,11,1,2,8,0,0,0,0
46,70,42,63,25,9,2,10,2,3,8,2,2,1,2
46,70,43,64,26,10,2,10,2,3,9,2,2,1,2
46,69,43,64,27,10,2,9,2,2,8,2,2,1,2
47,69,43,65,28,9,2,9,3,2,7,2,2,1,2
47,69,43,65,29,11,2,9,3,2,7,2,2,1,2
47,69,43,65,28,9,3,9,3,2,7,2,2,1,2
48,70,43,65,29,11,3,9,4,2,8,2,3,1,2
49,70,43,65,30,11,3,9,6,1,8,2,1,0,0
50,69,44,66,32,13,3,10,6,3,10,0,1,1,0
50,69,44,66,32,14,3,8,6,4,7,0,1,1,0
49,69,44,66,31,12,6,8,5,5,6,1,3,1,1
49,68,44,66,32,13,4,8,6,5,6,2,3,2,2
50,69,44,66,32,12,3,8,7,4,6,1,2,2,1
49,68,44,67,32,12,3,8,6,3,6,1,1,1,1
49,69,45,66,33,11,4,11,6,3,7,2,1,1,1
49,69,45,66,32,13,3,12,5,3,8,1,1,1,1
49,69,45,67,34,14,3,11,6,3,7,1,1,1,1
49,70,45,67,35,13,4,12,6,3,11,1,0,0,0
49,71,45,67,35,13,4,10,4,3,14,2,0,0,0
50,71,45,67,35,16,2,9,4,2,12,2,0,0,0
49,73,44,68,37,17,1,9,4,2,13,1,0,0,0
48,72,44,68,36,16,1,7,4,3,12,1,0,0,0
48,71,44,68,37,16,1,9,4,3,12,0,0,0,0
48,70,44,67,35,16,1,11,3,4,12,0,0,0,0
48,72,44,67,32,15,3,11,4,3,10,2,0,0,0
47,71,44,67,30,12,4,15,4,3,8,3,0,0,0
46,71,44,68,29,11,4,14,4,2,7,3,0,0,0
45,71,43,68,25,12,3,14,4,2,8,2,0,0,0
46,71,43,68,26,14,3,15,3,1,10,0,0,0,0
45,72,43,68,26,13,3,16,2,1,12,0,0,0,0
46,72,43,68,27,13,3,16,2,1,12,0,0,0,0
46,72,43,68,27,13,4,13,2,1,11,0,0,0,0
46,71,43,69,27,13,2,13,2,0,11,0,0,0,0
46,72,43,70,27,11,1,11,2,0,8,0,0,0,0
46,73,43,69,30,13,2,12,3,0,9,0,0,0,0
46,73,43,69,29,14,1,11,2,0,9,0,0,0,0
46,73,43,70,28,14,1,13,2,0,10,0,0,0,0
46,72,43,70,30,14,2,14,2,0,10,0,0,0,0
46,72,43,71,31,13,1,13,4,0,9,1,0,0,0
46,72,44,72,30,12,1,15,4,0,9,0,0,0,0
46,72,44,72,30,12,2,14,4,1,9,0,0,1,0
46,72,45,71,31,12,3,14,3,2,8,0,0,1,0
46,72,47,71,28,12,2,14,4,2,7,0,0,1,0
46,71,47,71,28,12,3,14,5,3,8,0,0,0,0
47,71,47,70,28,11,3,13,7,3,7,0,0,1,0
47,71,47,70,27,10,2,12,7,3,5,0,0,1,0
47,71,47,71,26,11,1,13,6,3,4,0,0,1,0
47,71,48,72,26,11,1,13,6,3,4,0,0,0,0
47,71,49,72,25,10,1,14,4,3,4,0,0,0,0
47,70,49,72,25,12,1,13,5,2,6,0,0,0,0
47,70,49,72,26,11,1,12,6,0,5,1,0,0,0
47,70,49,72,27,11,2,10,5,0,5,1,0,0,0
47,68,49,73,28,12,3,9,4,1,4,1,0,0,0
46,68,49,75,30,13,4,9,3,1,5,1,0,0,0
46,68,49,75,29,12,3,6,4,1,3,0,0,0,0
45,67,49,75,28,11,2,7,7,2,5,1,0,0,0
45,67,48,75,28,11,3,7,6,2,6,1,0,0,0
44,67,48,76,27,10,3,7,7,3,6,2,0,0,0
43,66,47,76,26,10,3,6,6,2,6,2,0,0,0
42,65,47,76,26,8,3,5,8,1,6,2,0,0,0
42,67,46,76,25,10,2,7,7,1,6,1,0,0,0
41,67,46,76,25,9,1,7,7,1,6,0,0,0,0
41,67,46,77,25,9,1,7,5,1,6,0,0,0,0
42,67,46,77,26,9,1,8,5,2,6,0,0,0,0
42,67,46,77,27,10,1,8,6,2,7,0,0,0,0
42,67,46,76,27,9,1,9,6,2,6,0,0,0,0
42,68,46,76,28,11,1,9,6,2,6,0,0,0,0
42,68,46,76,31,12,0,10,3,2,8,0,0,0,0
42,68,45,76,30,12,0,11,3,1,11,0,0,0,0
43,68,46,76,31,13,2,10,3,1,12,1,0,0,0
43,68,46,76,32,13,2,12,4,1,15,1,0,0,0
43,68,47,76,33,11,2,11,5,2,16,1,0,0,0
43,69,48,76,34,11,2,11,5,2,14,0,0,0,0
43,69,48,75,32,12,2,10,5,2,12,0,0,0,0
43,68,47,74,32,12,0,10,4,3,10,0,0,0,0
43,67,47,73,29,11,1,8,6,2,8,0,0,0,0
43,67,48,73,26,11,1,8,7,2,6,0,0,0,0
44,67,47,73,26,8,1,7,7,2,6,0,0,0,0
43,67,47,72,29,8,2,8,8,2,6,1,0,0,0
43,70,46,73,29,8,4,8,9,2,6,4,0,0,0
40,70,46,72,26,8,4,9,8,3,7,4,0,0,0
41,70,46,71,25,8,6,9,7,2,7,4,0,0,0
41,70,46,71,25,7,5,9,8,2,5,4,0,0,0
41,69,46,72,25,6,5,8,8,2,3,4,0,0,0
41,70,46,71,26,7,5,10,7,2,5,4,0,0,0
41,69,46,71,25,6,4,9,8,2,4,4,0,0,0
40,69,46,71,24,6,3,8,8,1,4,3,0,0,0
40,69,46,71,25,7,3,9,8,1,5,3,0,0,0
40,68,46,71,22,8,3,8,8,2,4,2,0,0,0
41,69,46,73,23,8,2,10,8,3,5,2,0,0,0
40,68,47,72,23,8,2,9,4,3,5,2,0,0,0
40,69,46,72,22,10,3,9,6,2,4,2,0,0,0
40,70,45,72,23,10,3,8,7,3,6,2,0,0,0
40,69,45,72,23,12,3,9,6,3,6,2,0,0,0
40,69,45,72,23,13,3,9,6,2,7,2,0,0,0
40,69,45,73,23,12,3,9,8,4,8,2,0,0,0
39,69,45,72,21,11,2,8,7,4,6,2,0,0,0
39,69,45,71,21,11,2,7,8,4,6,2,0,0,0
39,69,44,72,22,11,3,7,8,5,6,2,1,0,0
39,69,44,72,23,12,4,6,7,5,5,2,1,0,0
39,69,44,73,22,10,4,7,6,5,6,0,1,0,0
39,69,44,73,21,9,5,8,5,5,7,1,0,0,0
39,69,44,73,21,9,6,8,8,4,7,2,0,0,0
39,69,43,73,21,7,6,7,7,5,6,4,1,1,1
39,69,43,72,21,7,7,8,6,6,7,5,1,1,1
40,69,43,72,23,7,6,9,4,5,7,3,1,1,1
40,69,43,72,24,7,4,9,4,5,7,1,1,0,0
40,69,43,71,25,6,2,10,5,4,7,1,0,0,0
40,69,44,72,26,6,2,10,6,3,7,2,0,0,0
40,69,44,72,27,7,4,10,7,3,8,5,0,0,0
40,69,44,72,27,9,4,10,9,3,7,5,0,1,0
40,69,44,72,23,10,6,11,9,3,7,5,0,0,0
40,69,44,72,24,10,6,9,11,3,5,5,0,0,0
40,69,43,72,24,11,5,7,9,2,5,2,0,0,0
40,69,43,72,23,11,7,6,8,2,4,1,0,0,0
41,69,42,72,23,12,5,7,7,5,4,1,1,0,0
41,69,42,71,21,10,5,6,6,4,3,1,1,0,0
41,69,42,71,19,9,5,7,7,5,3,1,2,0,0
41,69,42,71,18,10,5,6,8,5,4,0,2,0,0
41,69,42,70,17,9,5,5,9,5,3,0,1,0,0
42,69,42,69,17,9,4,5,8,6,3,1,2,1,1
42,69,42,70,17,9,4,5,7,5,3,1,1,1,1
41,69,42,70,16,7,3,4,6,6,0,0,0,1,0
42,68,42,71,19,7,2,2,7,7,0,0,0,0,0
44,68,42,71,21,4,3,3,7,6,2,0,0,0,0
44,70,41,72,22,3,3,4,4,7,2,0,0,0,0
44,71,41,72,25,3,2,6,4,6,2,0,0,0,0
44,71,40,72,25,3,3,5,7,5,2,1,0,0,0
44,71,39,71,26,6,3,6,8,6,3,1,0,0,0
44,71,39,71,26,7,3,6,9,5,4,2,0,0,0
44,71,41,71,26,8,3,7,11,4,5,3,0,0,0
44,71,42,72,23,8,3,7,11,4,4,3,0,0,0
43,71,42,72,22,9,2,7,9,2,5,2,0,0,0
43,71,42,73,25,9,1,7,7,2,4,1,0,0,0
43,71,42,73,23,10,1,7,8,2,5,1,0,0,0
43,71,42,73,22,9,2,7,8,1,4,2,0,0,0
43,71,42,73,20,9,2,5,6,1,4,1,0,0,0
43,70,42,73,19,9,2,5,5,1,4,1,0,0,0
43,70,42,73,20,9,2,5,5,1,4,1,0,0,0
43,70,42,72,20,9,2,5,6,1,3,1,0,0,0
43,70,42,72,21,8,2,6,7,1,4,1,0,0,0
43,70,42,72,21,8,3,6,7,0,4,1,0,0,0
44,70,42,72,22,9,3,6,10,0,4,3,0,0,0
44,70,42,72,21,10,2,6,10,1,3,2,0,0,0
44,70,42,71,22,11,3,7,10,1,4,3,0,0,0
44,70,42,70,22,11,5,7,11,1,5,3,0,0,0
43,71,42,69,22,11,5,5,11,2,4,3,0,0,0
43,71,42,68,24,10,5,5,8,2,4,3,0,0,0
43,71,42,68,23,10,4,6,8,2,4,3,1,0,0
43,70,43,68,22,9,7,7,4,2,3,1,1,0,0
43,71,43,68,23,9,7,8,5,2,5,1,0,1,0
43,71,44,68,25,9,7,8,5,2,6,0,0,1,0
43,71,44,67,26,10,6,8,4,3,7,1,1,1,0
43,71,44,67,24,10,5,7,6,3,6,1,1,0,0
43,71,44,67,23,11,5,7,7,4,5,1,1,1,1
43,72,44,67,22,8,6,7,8,4,5,2,1,1,1
43,74,44,69,23,7,8,8,9,5,5,3,1,1,1
