"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
44,54,43,37,25,40,15
46,52,41,37,32,37,21
45,56,37,44,31,37,32
46,56,38,48,39,38,27
45,57,35,52,44,36,33
46,55,36,44,37,36,21
45,53,36,48,41,30,25
46,55,41,61,53,41,47
48,55,41,63,66,53,91
46,56,42,63,77,41,81
42,54,42,46,83,41,66
40,51,39,41,66,35,35
40,50,38,48,49,34,30
41,50,37,36,52,32,13
40,53,38,21,50,32,15
38,51,38,25,40,32,16
36,51,37,42,41,37,31
39,54,37,48,51,39,46
41,53,35,44,49,52,66
44,51,37,50,52,59,95
45,49,39,49,66,54,98
43,50,43,60,75,41,44
40,47,43,42,71,31,34
42,46,42,52,60,31,56
41,46,43,53,59,36,51
44,46,41,56,49,26,30
41,50,43,51,52,36,32
41,51,47,44,68,38,50
40,52,49,45,71,46,56
43,53,49,41,78,49,54
43,53,50,39,92,43,30
47,50,50,43,101,42,43
50,50,51,61,85,50,49
52,51,52,47,92,49,50
47,52,53,49,91,49,59
47,50,54,40,73,36,31
47,51,48,44,60,34,25
47,50,43,47,58,33,35
43,54,43,39,60,47,58
44,50,43,40,77,42,37
46,46,43,39,77,39,40
41,46,43,31,57,34,25
39,46,39,41,41,29,29
36,50,39,41,30,31,16
34,51,39,41,33,29,20
32,51,38,42,31,36,25
35,53,38,39,41,29,28
37,51,39,41,63,23,35
37,50,39,42,63,24,37
38,49,40,40,51,24,19
42,53,36,46,39,20,20
39,57,36,50,44,33,37
40,56,35,39,57,37,44
45,55,39,43,81,27,26
45,55,44,36,94,26,33
46,60,48,41,111,35,39
46,60,51,67,157,73,245
45,61,57,75,189,104,382
47,65,57,86,220,123,530
47,62,53,79,209,120,439
43,61,52,72,220,95,373
43,62,52,69,242,83,379
45,61,50,72,239,89,412
43,58,48,72,212,82,239
44,58,50,67,198,88,308
43,57,51,83,204,100,400
44,59,54,78,201,104,412
48,61,55,81,181,93,309
49,62,59,71,149,91,144
51,61,60,99,145,69,205
52,57,61,101,152,74,238
53,60,60,100,181,83,242
52,63,60,93,172,89,193
