"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
49,48,61,32,37,44,7
47,52,59,37,41,47,20
44,51,59,36,45,54,29
41,55,55,32,43,59,18
41,56,54,25,44,56,8
40,54,53,30,49,45,14
41,56,52,34,39,40,12
41,56,50,34,45,47,26
39,57,50,36,48,57,44
36,56,49,36,47,57,37
34,57,50,43,48,73,67
35,61,50,43,49,62,52
38,62,47,50,55,58,56
46,64,44,63,55,63,74
48,62,45,65,63,60,68
46,64,47,58,82,65,76
47,69,50,74,108,73,124
46,70,52,74,103,63,104
51,71,53,72,90,52,46
50,69,56,72,89,49,50
51,70,55,68,87,55,74
51,72,57,76,76,63,63
52,70,57,71,71,57,45
53,68,53,78,71,63,70
52,64,51,92,97,64,153
56,65,55,97,138,80,167
57,68,55,78,162,76,136
53,70,57,74,146,65,98
56,67,57,85,113,63,107
56,69,62,88,113,60,117
58,70,65,83,103,57,86
58,68,61,102,101,71,149
60,67,61,106,110,95,210
62,66,60,101,128,89,187
61,66,61,104,138,94,178
61,67,62,80,159,87,171
63,65,59,100,147,80,145
63,65,59,93,168,66,119
65,67,59,91,147,56,105
65,64,58,102,146,50,120
64,64,65,95,141,60,124
61,61,65,85,134,70,103
63,65,66,71,154,69,103
63,68,63,75,135,69,89
64,65,60,76,104,66,75
64,63,61,83,90,65,65
68,64,62,76,108,65,69
62,65,64,67,103,65,53
61,63,66,76,99,60,43
62,60,69,74,99,70,66
64,60,65,73,98,58,63
60,60,62,67,120,58,61
57,58,58,79,110,61,98
57,59,58,95,124,84,164
55,60,59,77,141,90,224
56,59,60,88,168,85,260
57,59,55,96,171,67,204
59,60,59,97,204,73,199
60,59,59,87,195,65,177
66,59,63,87,205,73,174
64,61,68,88,219,80,197
65,61,65,106,207,68,166
65,60,66,99,204,71,137
64,56,68,99,204,58,135
65,54,71,112,196,65,170
65,54,74,119,218,92,283
66,54,75,107,239,105,433
64,51,75,100,258,97,407
63,52,75,102,276,116,397
63,51,73,93,316,114,384
61,53,72,101,383,102,593
60,52,70,98,381,100,719
60,54,72,91,335,105,648
60,50,71,89,360,93,661
57,49,71,79,386,77,414
55,49,74,77,367,83,315
51,48,74,61,336,79,278
51,49,73,60,310,75,226
51,51,72,70,259,82,254
49,51,70,63,229,105,260
50,49,68,56,223,86,189
50,50,65,55,250,70,169
46,49,58,46,233,45,75
45,49,55,54,168,40,79
44,49,52,66,94,39,68
39,49,49,47,71,32,47
39,50,40,45,65,35,67
38,52,37,43,62,29,55
37,52,34,35,59,27,45
36,53,32,46,51,31,42
40,54,26,57,33,44,25
41,54,27,59,50,51,58
45,58,26,49,66,43,60
46,58,33,51,72,32,50
49,55,32,48,69,18,40
54,59,35,52,57,39,57
57,58,46,68,90,47,71
56,58,56,65,134,65,123
59,57,61,57,178,77,117
60,54,67,70,198,67,130
58,54,73,60,206,72,100
54,57,74,66,199,79,132
51,54,73,63,210,78,138
48,53,69,44,192,58,107
47,56,64,51,139,63,110
44,60,59,45,114,60,109
43,60,52,44,86,61,72
41,62,45,45,50,48,35
44,63,43,50,55,58,68
46,63,44,56,62,44,32
53,64,51,69,78,40,32
62,63,57,72,117,48,69
59,70,64,73,150,78,146
60,67,71,68,177,70,131
59,68,75,84,186,73,175
59,67,68,87,195,86,250
60,67,68,84,215,102,263
60,67,70,94,193,104,230
61,70,69,104,179,120,310
62,71,69,86,198,136,316
60,70,70,85,218,124,363
60,71,67,95,255,110,383
60,71,68,108,291,112,581
59,70,71,111,306,119,759
57,70,69,100,278,105,455
54,69,66,89,265,110,400
52,67,64,91,269,115,460
