"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
47,54,50,43,31,35,17
46,51,51,48,40,43,37
45,54,53,61,52,50,62
44,52,54,50,56,50,46
43,52,53,41,45,44,25
41,52,57,53,53,43,44
43,51,58,57,53,51,52
44,53,57,61,67,45,62
43,53,57,55,82,42,63
43,50,54,44,90,50,58
42,50,51,36,77,46,50
43,49,50,45,62,51,41
43,50,48,49,77,50,90
48,50,49,51,86,59,98
51,50,49,57,79,56,76
52,52,50,66,88,62,76
54,54,54,84,113,65,121
54,55,57,80,130,74,164
57,53,57,83,150,60,132
53,53,57,73,142,59,131
52,55,61,72,124,67,106
54,53,60,68,119,54,94
55,56,57,69,109,48,64
56,56,54,67,101,53,66
56,56,58,61,101,45,39
54,54,60,60,103,43,43
54,55,62,67,82,51,45
53,56,61,72,93,58,68
53,57,58,75,99,52,57
52,56,60,84,96,54,57
50,54,60,74,110,62,88
49,53,57,74,122,59,109
51,56,54,71,131,65,149
53,61,52,82,146,74,188
57,54,54,75,143,60,139
59,54,59,68,158,55,82
61,54,65,70,184,62,99
64,54,64,68,166,69,113
64,55,64,66,159,67,100
68,52,64,83,136,51,77
68,54,76,78,175,66,93
71,50,76,88,203,61,137
71,53,81,100,229,93,229
74,54,87,103,306,109,311
75,54,90,86,394,113,331
72,55,90,79,380,99,250
70,53,86,64,358,74,196
70,54,84,89,340,96,342
73,54,81,88,284,83,305
76,55,79,92,248,72,175
77,54,78,105,222,74,175
75,56,78,107,231,86,196
76,53,82,118,260,113,294
74,53,85,115,329,131,358
74,52,88,125,368,130,379
75,54,87,129,379,136,466
76,51,88,113,383,133,474
77,50,90,102,426,126,555
76,51,87,92,367,111,381
73,51,90,81,318,92,255
73,48,81,63,274,67,144
73,48,79,70,266,54,126
71,46,78,67,242,65,150
71,48,81,75,221,63,165
74,44,78,72,184,50,91
78,45,81,66,221,51,74
73,45,84,58,260,47,65
71,40,88,42,240,41,47
66,44,82,51,182,45,60
63,49,82,43,135,43,40
59,50,79,61,133,45,63
59,51,74,75,135,52,77
58,53,70,70,150,75,114
60,52,69,62,164,73,115
57,52,69,58,156,59,91
57,52,69,59,148,55,92
60,56,68,56,122,50,61
58,53,71,53,100,53,44
60,52,77,59,128,57,59
62,56,78,62,125,68,85
61,57,78,73,113,72,81
69,55,80,89,118,74,89
70,56,82,97,182,79,169
70,54,80,87,226,91,230
70,54,81,88,242,96,227
68,55,81,87,253,89,230
61,55,80,87,240,80,215
60,54,77,90,235,83,258
59,52,79,82,270,99,290
58,54,78,64,255,84,151
62,53,78,63,239,68,163
59,50,77,62,218,68,154
56,51,78,59,190,89,150
53,51,72,64,151,97,153
50,54,65,64,141,90,167
47,54,58,58,139,75,133
47,53,55,51,152,69,145
46,50,53,53,140,62,119
48,49,55,53,130,60,107
48,52,55,61,126,61,124
50,54,60,70,146,66,135
50,52,61,68,148,69,119
51,55,63,64,150,68,109
58,56,66,72,188,78,157
63,58,68,73,211,79,156
66,58,70,82,221,93,195
67,57,73,73,192,92,152
66,53,73,71,176,92,130
67,51,78,69,187,79,133
66,48,79,67,170,83,133
64,49,78,57,169,72,69
58,48,77,61,171,73,106
56,47,75,62,159,81,119
54,48,71,50,157,84,88
54,48,65,63,153,79,113
51,48,62,57,136,63,81
50,47,60,47,119,68,75
48,45,58,36,112,52,37
49,47,55,49,108,42,40
47,50,54,65,98,42,68
50,51,52,70,80,40,61
55,51,51,70,89,41,67
57,54,53,70,101,51,80
58,54,51,53,93,57,74
58,55,51,78,105,72,116
59,56,51,92,113,73,168
63,55,52,85,140,73,199
62,55,52,86,162,74,182
63,55,57,87,155,78,177
63,51,62,85,144,89,160
67,49,64,85,194,82,172
63,49,64,81,203,75,178
58,50,64,69,208,75,160
60,49,61,80,200,72,172
61,48,58,76,196,70,155
60,48,59,79,220,65,160
53,49,59,60,176,56,100
47,48,59,58,136,56,119
43,48,58,53,138,45,71
40,49,55,34,99,44,51
39,50,48,52,74,35,39
35,51,48,51,55,31,24
33,55,45,35,53,23,25
40,53,44,46,61,40,54
45,53,46,42,91,55,70
51,53,51,60,141,64,140
55,56,49,68,147,54,106
53,55,47,67,143,51,139
51,54,52,68,181,53,230
53,52,55,73,210,69,296
54,53,57,79,173,90,278
54,52,56,62,173,111,330
56,49,56,66,217,109,419
60,46,57,70,273,84,397
60,47,56,60,253,80,329
62,46,55,63,215,75,282
59,44,56,75,210,67,282
55,47,57,68,210,89,276
52,44,60,63,203,106,273
50,48,64,69,212,114,341
52,48,72,60,268,95,227
50,47,68,56,235,58,93
48,45,63,50,208,48,67
49,42,64,48,187,40,64
48,40,58,45,141,44,73
48,42,56,45,106,48,96
46,40,53,43,94,51,96
45,44,53,47,87,58,82
43,47,52,55,99,70,112
46,48,51,56,122,73,163
45,46,49,46,110,66,115
45,49,50,55,94,88,125
43,48,47,66,93,86,130
43,46,48,59,93,80,108
43,46,46,62,117,85,210
45,47,46,64,124,83,198
43,46,45,60,122,62,141
42,47,43,59,107,35,54
37,49,44,54,80,25,42
36,44,46,46,74,24,57
36,44,44,34,58,32,44
37,45,41,27,54,30,32
38,47,40,29,51,26,31
34,49,39,31,40,31,28
45,49,40,39,44,29,26
47,49,45,44,74,35,33
47,50,56,57,130,52,131
52,48,69,71,222,64,221
57,50,74,73,237,79,204
63,54,73,65,237,81,172
66,53,76,62,236,87,211
69,51,78,64,233,80,163
67,50,80,58,230,76,146
66,49,82,55,187,65,116
63,48,78,70,143,62,102
64,49,81,76,142,75,119
65,48,76,84,159,73,146
62,50,78,72,174,81,140
58,52,76,61,187,83,142
58,52,75,58,212,86,156
