"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
64,56,58,66,56,51,36
62,57,56,74,63,41,30
64,59,55,82,71,62,53
65,59,56,91,97,74,102
64,58,56,83,129,72,131
62,58,58,74,134,75,116
64,59,56,89,130,77,141
61,59,54,96,143,77,204
62,60,54,106,150,85,272
60,59,54,99,184,99,320
62,59,58,110,191,98,353
65,61,57,107,193,85,252
67,62,55,113,206,69,193
67,60,57,113,182,96,178
66,61,62,118,197,113,297
70,62,64,113,239,111,327
73,61,66,97,264,100,262
73,60,67,97,247,81,183
71,56,70,105,204,81,183
72,58,72,100,166,66,119
70,60,69,101,174,69,130
67,58,67,89,190,80,197
67,55,66,90,186,74,187
66,57,66,85,176,81,169
66,57,65,71,196,69,106
67,59,63,72,181,71,127
68,55,63,72,175,66,132
66,55,60,65,147,56,101
60,57,58,74,131,68,100
62,59,59,85,127,65,97
58,59,55,86,121,64,120
58,59,53,74,131,64,161
60,59,57,75,149,74,176
61,60,56,76,162,62,142
61,55,54,66,159,51,98
62,54,54,87,177,59,158
63,54,58,90,186,75,204
67,55,63,86,182,71,190
64,54,64,67,154,54,75
64,53,67,74,147,43,62
66,52,72,102,158,55,102
67,52,75,97,152,58,123
67,50,73,91,156,77,140
66,51,73,88,176,78,181
64,52,72,85,183,87,211
62,52,73,75,185,94,209
62,50,73,61,211,79,144
60,52,70,50,225,85,182
59,52,66,68,188,76,184
60,54,65,78,175,77,209
58,52,67,62,176,79,162
57,53,69,69,198,74,127
62,54,67,71,210,64,129
64,51,64,66,230,72,182
61,49,66,68,251,77,229
61,50,71,70,267,84,169
57,49,70,52,260,56,83
53,47,63,43,191,53,85
48,43,59,36,152,43,63
41,43,55,49,112,40,61
38,45,51,39,101,42,44
40,46,45,37,126,38,59
42,47,44,45,119,42,115
40,47,43,44,56,33,47
40,52,44,28,40,39,20
41,52,45,29,38,50,18
45,50,42,33,48,40,21
42,49,42,38,67,32,27
41,50,42,37,66,28,30
42,55,41,47,61,27,29
42,54,43,54,56,41,33
42,56,46,68,81,46,68
43,53,53,58,111,47,75
42,51,51,51,105,53,77
43,53,51,56,113,50,105
46,55,50,73,103,48,126
45,53,51,72,102,50,131
47,53,50,79,113,38,102
49,53,49,64,121,37,74
48,51,49,55,106,34,49
45,51,48,49,100,25,41
46,51,43,48,96,31,44
47,50,38,51,74,30,42
50,52,38,56,68,35,37
56,54,37,64,74,36,49
56,53,42,61,92,45,78
63,56,48,69,112,50,122
63,55,53,80,111,60,133
66,56,56,85,110,61,123
65,59,61,95,135,63,149
62,61,66,81,134,63,122
63,58,66,67,126,70,86
66,58,64,75,116,58,61
66,61,62,85,113,72,90
68,59,60,86,138,72,127
70,60,66,82,147,72,117
64,59,67,70,146,63,85
56,54,63,59,103,50,66
59,53,56,57,99,44,35
55,54,53,67,82,42,33
55,54,52,86,90,45,60
51,53,50,94,96,52,109
52,49,55,83,119,62,158
55,50,55,83,146,63,203
53,51,56,72,154,61,163
54,49,53,68,130,48,104
54,51,53,67,144,55,132
52,49,54,71,151,61,146
50,47,50,63,149,51,129
49,46,46,56,136,51,110
50,45,46,67,113,45,84
50,48,45,66,93,42,65
51,45,44,73,80,47,86
48,46,44,68,78,56,100
43,47,44,59,91,66,129
47,52,43,64,110,73,163
47,57,45,65,104,61,90
50,57,41,72,100,58,120
54,59,53,74,163,54,123
55,60,60,75,153,51,116
57,59,60,77,169,49,148
59,59,58,67,178,64,172
58,58,57,66,177,70,166
60,59,55,70,159,61,127
59,58,56,71,148,77,146
60,58,56,80,153,73,165
61,55,56,100,176,81,275
63,54,56,90,193,81,340
63,53,58,88,203,63,173
64,53,56,80,205,52,114
62,54,59,72,190,65,126
61,52,60,76,167,50,115
58,53,66,70,170,61,99
61,52,65,79,154,78,136
58,49,57,61,122,78,120
56,49,54,57,105,84,78
58,52,49,69,112,62,106
53,54,47,61,108,56,70
53,58,49,57,130,54,95
54,56,50,63,122,49,88
56,54,51,72,114,51,87
54,54,54,76,146,64,149
57,51,55,76,179,72,185
60,47,55,73,197,84,232
63,48,58,76,224,75,239
63,47,59,81,239,72,248
63,49,58,83,241,67,247
59,50,56,81,238,64,265
59,52,57,68,222,63,214
61,55,54,66,214,70,190
60,55,56,79,213,76,215
61,54,54,69,207,66,153
58,50,54,66,203,62,136
58,49,53,75,204,60,182
58,51,52,84,218,60,217
59,52,58,80,232,81,246
64,58,64,82,249,99,276
66,57,70,82,296,91,326
67,57,70,79,360,85,276
68,57,71,76,391,67,205
68,58,73,72,351,49,198
63,57,72,68,290,65,300
60,61,70,72,226,80,204
56,61,72,68,192,91,220
58,62,68,72,193,88,167
56,62,62,72,182,75,131
55,62,63,68,207,76,108
55,60,62,74,185,82,154
59,60,62,84,187,88,198
62,62,62,91,223,103,298
65,62,62,96,248,140,476
65,60,63,105,356,136,657
64,59,64,103,413,119,633
64,58,65,105,400,90,561
65,59,66,109,342,104,476
70,59,67,108,290,120,439
71,58,69,96,299,131,384
74,58,70,83,379,128,434
74,55,73,89,413,116,523
74,53,77,88,394,91,336
73,50,78,77,373,98,256
72,51,80,85,350,105,384
70,50,81,85,412,116,542
67,52,82,78,458,107,557
66,49,79,78,402,104,472
64,48,76,64,301,101,289
64,50,75,58,266,81,126
57,49,70,55,228,68,102
58,47,67,75,211,61,140
57,49,66,78,219,75,205
56,49,61,96,216,93,268
58,48,62,105,220,94,272
56,46,61,76,207,73,187
54,47,61,69,179,74,175
48,48,62,66,146,68,105
49,49,60,65,118,59,89
50,48,60,73,110,63,102
51,49,60,76,120,62,114
50,48,57,77,142,61,157
47,45,54,67,128,53,115
