"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
51,39,55,34,42,27,9
52,36,54,39,49,30,29
49,38,56,52,60,38,46
46,40,59,49,72,48,46
51,42,57,37,78,45,41
48,40,58,41,94,42,45
54,38,56,50,95,55,67
58,38,55,51,128,54,82
58,38,56,39,153,41,55
55,36,58,42,146,34,80
49,39,58,43,100,31,65
51,37,56,46,92,23,68
46,40,52,46,73,36,75
45,38,45,46,76,37,68
44,40,45,45,95,40,120
42,39,44,46,124,54,174
44,40,46,41,117,34,78
44,40,46,41,120,28,66
44,39,47,41,111,33,54
43,40,47,41,103,42,63
46,40,45,26,97,36,36
48,40,47,30,85,40,26
43,40,52,35,91,46,37
41,41,54,32,91,58,51
39,41,59,47,81,55,65
41,39,55,45,97,51,90
42,41,52,38,119,54,101
38,40,52,38,106,50,85
37,41,51,34,116,41,87
38,45,49,32,119,38,76
39,46,48,28,106,30,51
40,45,46,35,102,31,66
40,43,43,47,97,33,68
48,45,45,61,109,29,81
49,47,47,52,94,34,60
49,47,47,49,85,34,54
52,48,52,61,103,39,69
54,45,45,66,91,28,59
53,47,45,70,106,42,93
55,47,40,58,115,36,101
56,45,38,49,96,32,69
58,44,36,60,70,26,39
52,42,35,54,60,25,39
49,43,39,52,70,33,50
48,43,39,43,71,32,41
45,42,41,28,73,21,16
44,41,41,35,69,17,24
46,39,42,39,66,16,31
45,40,43,42,57,23,25
47,41,44,52,67,33,37
45,41,45,38,75,33,31
45,40,45,46,84,31,24
37,42,43,28,88,24,20
33,40,42,17,85,21,4
33,40,42,25,61,25,14
34,41,41,24,49,16,9
40,41,41,35,47,13,21
45,43,39,39,44,23,34
51,46,41,49,52,32,44
55,48,48,72,93,55,116
58,50,55,76,132,58,155
64,52,63,104,207,77,250
65,51,66,86,259,66,221
66,50,70,64,253,58,118
69,52,72,67,239,64,92
70,54,76,75,206,68,115
68,54,74,70,178,69,121
67,51,71,71,174,69,111
69,51,69,74,225,71,147
71,53,69,73,306,73,156
71,48,71,60,356,59,111
72,45,76,56,341,38,55
74,47,78,54,280,39,57
68,48,78,48,222,37,46
65,48,77,51,185,44,45
64,43,72,60,164,40,41
62,43,66,75,160,47,77
62,43,64,66,186,55,119
59,44,63,46,199,51,107
60,45,63,64,211,53,148
59,45,64,60,236,62,139
59,47,67,68,258,46,100
58,43,69,77,269,46,133
59,47,67,76,252,57,198
56,45,67,68,243,53,176
55,43,66,68,243,51,231
57,44,66,57,250,45,194
58,43,68,54,248,45,152
58,43,64,55,212,42,73
62,41,63,56,166,27,36
62,39,64,46,162,30,25
61,40,67,41,150,35,30
65,43,65,47,169,46,50
67,39,63,44,159,34,49
67,40,59,51,136,34,57
64,38,56,54,136,40,71
64,39,52,64,134,53,139
64,40,55,75,167,63,198
67,40,58,78,203,53,157
68,43,58,79,195,50,142
64,43,57,65,160,40,83
65,43,60,60,141,45,92
68,47,60,73,141,51,89
67,44,58,72,163,53,126
64,48,59,65,163,48,86
66,48,58,74,160,37,90
72,47,61,97,176,49,138
71,48,59,84,208,54,177
71,48,62,65,214,59,138
71,50,63,65,204,55,107
74,49,69,72,200,63,146
73,48,68,73,209,75,208
70,48,70,75,225,75,223
70,53,69,92,236,72,251
70,53,69,95,237,60,210
75,54,68,87,212,68,133
75,52,70,94,200,76,145
78,53,69,89,195,83,135
82,49,73,85,206,88,155
83,49,74,73,230,79,151
76,45,77,59,211,49,78
72,45,69,50,167,41,60
66,42,69,49,153,46,70
61,42,70,56,113,54,77
59,43,65,63,104,45,61
60,44,60,63,93,55,58
60,45,61,66,119,48,78
