"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
49,62,50,58,35,33,19
51,60,50,70,37,29,22
49,59,48,69,40,36,30
51,61,48,85,45,50,37
53,61,48,88,59,67,75
56,62,50,92,79,68,93
57,61,51,84,96,52,76
59,62,57,89,91,58,83
63,65,60,100,108,75,119
63,62,66,93,149,78,127
72,58,66,106,179,79,153
66,55,66,77,165,79,127
64,58,69,75,161,84,153
65,52,68,67,128,62,85
63,54,65,68,85,64,70
62,53,55,99,75,64,111
60,52,53,101,84,75,133
60,50,50,94,97,67,123
55,47,49,93,107,62,147
53,48,47,83,129,48,138
51,48,46,69,148,60,155
50,46,49,54,160,38,95
50,47,45,53,141,29,38
53,50,46,67,128,38,56
53,51,48,70,113,45,71
54,54,49,68,118,44,71
55,56,50,76,136,48,99
56,56,50,71,159,51,118
56,55,48,66,150,51,124
57,56,50,63,133,69,107
55,58,51,54,128,63,91
53,56,47,51,106,47,48
50,56,43,61,90,35,48
53,56,46,67,88,51,86
54,59,45,69,93,63,122
55,57,46,58,85,46,51
57,58,41,61,79,43,65
55,56,39,58,65,42,57
57,55,38,60,62,38,45
54,56,39,60,60,37,40
57,54,39,70,80,37,58
54,51,39,56,82,38,59
52,48,37,63,78,30,51
50,47,35,59,67,18,30
51,46,36,51,65,21,21
48,44,37,43,54,28,37
44,44,37,34,46,22,21
44,42,34,34,37,22,17
44,45,40,42,49,28,32
46,46,37,39,48,31,17
47,46,38,46,80,36,67
50,46,38,64,105,54,152
51,48,41,82,119,54,188
52,47,43,68,147,69,174
51,47,42,50,169,56,142
53,47,40,57,181,42,80
52,49,40,54,171,38,66
55,52,43,60,161,37,80
57,54,44,60,133,40,69
56,54,45,63,119,39,35
58,52,47,75,114,41,71
60,49,46,66,133,44,94
61,49,47,61,141,40,100
59,47,43,62,129,34,64
56,50,43,60,128,44,83
54,50,42,59,95,45,78
54,55,39,68,85,46,64
54,57,41,74,83,43,63
57,55,41,76,78,47,56
61,53,43,81,95,44,91
58,54,44,70,97,42,79
60,55,41,74,92,40,84
61,61,42,89,106,53,115
64,62,44,93,146,54,184
68,60,44,97,154,60,187
70,57,45,94,154,52,130
73,57,44,98,152,54,130
74,59,44,107,142,59,125
73,59,52,102,159,72,140
72,58,57,91,178,65,127
71,58,59,86,163,63,109
68,55,60,65,141,48,57
66,55,59,70,113,53,50
69,55,57,76,106,75,92
69,54,55,79,130,67,109
68,53,55,79,166,60,136
65,53,56,69,163,56,104
63,52,56,63,148,63,111
64,55,55,75,157,58,131
63,57,55,75,190,66,191
62,58,54,85,198,72,243
65,56,56,90,194,81,219
66,54,59,75,200,67,191
71,55,60,70,199,60,100
71,54,60,58,195,45,60
67,53,61,49,174,39,72
69,52,62,58,146,43,62
67,54,60,81,135,46,80
67,51,58,83,154,55,121
70,47,56,88,160,62,177
71,45,57,81,163,63,171
67,43,59,67,168,54,131
61,43,54,74,143,49,98
57,46,49,72,153,50,105
58,47,47,79,180,65,184
54,50,48,71,210,60,178
57,50,49,67,261,55,204
57,51,51,89,256,67,314
58,52,53,83,235,81,281
57,51,53,84,228,82,328
58,52,55,79,216,76,288
57,49,50,72,160,65,170
54,47,48,59,156,58,119
55,51,49,75,155,55,142
57,49,48,89,155,68,226
55,51,45,81,131,62,176
55,50,46,77,128,52,102
58,55,45,81,124,42,115
55,55,45,74,112,45,110
55,53,43,76,136,48,181
51,51,42,79,134,52,195
50,55,44,73,143,53,135
47,55,39,65,109,45,107
49,56,40,62,93,48,85
50,58,42,67,87,56,69
51,60,45,59,86,65,87
53,61,49,67,94,66,100
57,64,57,79,112,72,119
62,63,60,95,135,71,135
64,59,62,88,167,77,166
67,60,62,75,194,64,142
69,61,67,70,208,53,84
69,61,69,67,179,63,86
69,59,67,85,153,65,124
68,58,66,93,147,62,125
70,58,68,96,153,88,161
71,57,68,80,178,79,146
71,59,65,76,175,66,133
72,60,63,86,164,71,134
70,58,61,93,183,81,182
70,57,60,99,207,79,289
71,58,61,93,228,78,268
70,57,59,71,192,69,136
71,57,62,77,151,66,119
70,57,64,80,145,81,121
71,54,66,70,161,64,96
71,50,65,74,171,65,133
69,49,64,72,184,70,153
64,50,59,66,191,67,156
62,54,55,61,174,56,134
59,55,49,68,130,48,84
56,54,47,64,112,40,64
52,54,43,65,99,42,72
55,55,40,57,96,47,51
56,57,40,84,110,34,59
56,60,39,97,129,36,81
59,60,37,77,113,48,91
57,60,37,68,97,52,108
56,58,38,63,87,51,76
59,56,39,62,80,35,40
55,56,44,71,67,36,37
56,56,47,73,63,48,43
58,56,45,54,82,50,66
60,57,52,70,123,51,93
66,58,56,89,181,84,195
69,62,57,113,221,96,347
75,60,59,136,241,97,407
80,61,67,138,307,103,468
81,63,73,136,398,107,502
82,62,75,141,507,116,581
80,64,76,118,533,114,499
76,64,75,103,470,99,360
74,62,73,94,367,93,344
73,61,73,94,281,60,159
72,62,72,80,251,44,61
70,62,70,69,254,49,103
69,60,67,84,254,59,245
70,57,68,78,286,66,265
65,52,62,60,298,51,195
60,54,63,51,302,46,96
56,56,64,57,258,50,135
54,53,62,63,224,62,180
53,51,60,63,196,59,120
56,52,56,59,171,59,119
53,52,54,49,147,53,113
53,52,53,60,162,62,146
51,54,53,68,178,67,187
48,52,53,52,176,62,166
44,51,49,53,126,47,99
42,51,50,55,83,54,91
39,52,46,46,75,60,91
40,52,45,48,76,53,57
40,50,46,57,99,65,102
41,51,44,60,114,57,96
43,49,43,56,116,55,110
43,52,44,53,109,51,65
50,53,47,50,108,56,65
51,56,45,64,106,55,86
54,55,46,75,111,54,122
57,57,46,75,108,57,86
