"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
51,39,52,15,45,32,6
50,38,52,23,43,33,15
48,39,52,37,45,32,21
50,41,51,45,48,36,33
48,42,51,44,42,37,29
46,41,53,43,56,30,27
47,40,50,41,55,24,17
48,40,53,37,70,31,25
44,39,51,34,67,34,31
44,37,53,31,61,38,23
42,37,50,36,67,38,24
42,38,48,30,68,38,25
39,37,47,32,74,47,54
38,35,46,36,85,41,72
40,34,47,36,85,47,60
38,36,48,38,72,40,33
42,36,51,28,88,54,64
43,35,53,33,117,62,89
44,36,56,37,125,63,78
42,36,56,37,118,57,63
45,38,57,37,116,50,47
47,37,60,36,112,49,55
45,40,59,48,85,49,60
47,39,67,56,113,53,99
52,40,69,53,143,55,111
54,38,67,40,138,52,70
55,40,68,45,136,54,65
50,42,65,50,120,47,75
46,42,61,53,102,51,108
43,44,57,57,113,73,160
43,47,54,59,142,66,146
43,48,51,54,150,37,99
45,48,46,43,125,32,76
50,48,45,47,111,36,68
50,49,46,44,108,57,83
54,48,46,58,104,80,145
57,49,47,68,180,82,329
59,48,54,72,262,62,314
63,48,58,61,264,65,299
63,47,60,60,218,48,180
60,49,63,62,205,54,138
55,46,63,66,152,53,128
54,47,66,52,144,58,86
54,46,66,47,173,52,81
53,47,60,48,166,41,65
52,45,58,43,145,30,59
49,45,57,42,135,18,37
51,42,56,41,122,23,42
46,41,51,42,86,30,50
43,44,45,44,63,32,43
44,43,44,47,72,34,63
47,43,44,58,107,50,124
46,43,45,67,127,51,160
48,42,46,57,134,46,139
49,43,49,60,134,56,129
48,41,52,49,153,48,121
47,38,53,55,154,42,118
44,37,53,49,155,31,51
42,40,53,56,149,33,43
38,44,54,50,117,24,36
40,46,48,48,72,23,35
42,47,49,41,64,25,45
49,47,49,53,64,31,49
54,46,51,50,84,38,50
57,43,52,63,96,36,43
59,46,54,71,121,40,68
60,47,53,65,123,40,64
59,46,52,70,132,47,84
64,44,51,96,145,62,186
63,42,60,102,191,79,282
66,41,62,93,212,85,281
60,39,64,59,257,71,208
59,40,65,58,284,70,199
56,42,64,56,276,54,112
52,44,65,59,210,57,169
53,45,65,56,180,55,101
56,47,63,73,144,59,97
53,47,62,67,154,64,107
51,45,61,60,162,56,116
48,43,63,53,153,52,132
49,45,66,54,156,65,141
51,47,65,47,147,51,88
54,47,63,51,121,35,54
55,47,62,65,77,40,55
55,45,62,68,61,43,38
52,45,58,62,63,47,37
51,47,56,56,75,59,64
52,48,54,52,88,55,79
54,45,52,51,97,54,81
58,44,52,52,114,50,67
57,47,53,56,136,52,76
57,47,55,54,125,51,46
55,48,56,53,114,46,60
57,43,58,51,116,42,56
57,43,59,51,127,40,49
60,42,61,61,124,42,53
59,42,61,59,148,47,75
59,42,64,68,157,56,153
62,40,67,74,152,51,145
65,41,68,77,156,66,147
69,42,69,78,181,69,157
66,43,73,71,192,70,162
66,41,66,72,188,64,146
63,42,59,76,172,44,127
61,42,53,62,149,41,100
57,44,50,60,124,33,40
52,41,46,65,92,33,40
52,39,43,57,86,37,64
53,38,38,49,76,34,53
48,38,36,47,78,31,50
48,40,36,54,81,27,63
44,41,34,40,81,26,37
41,43,34,38,67,24,23
40,40,33,41,52,22,20
41,43,34,43,56,31,45
41,43,32,58,60,34,70
43,42,27,55,70,40,90
45,43,30,48,85,35,55
46,44,34,42,90,32,59
48,45,40,49,103,53,89
50,46,39,47,102,45,75
46,45,38,58,99,53,109
47,45,38,57,109,54,122
50,46,41,60,124,39,97
52,45,41,61,133,29,87
53,43,39,47,104,37,70
53,43,45,46,104,53,100
59,44,48,67,117,47,121
61,43,48,79,143,57,162
58,42,48,61,151,43,155
62,43,47,60,143,25,73
61,42,47,46,119,20,30
60,37,47,44,92,20,37
55,37,51,50,102,25,46
53,37,54,43,95,28,64
53,36,54,40,93,37,79
55,35,53,43,96,36,69
53,39,53,57,106,39,85
53,40,53,63,126,38,108
56,39,60,64,165,38,125
57,41,62,64,206,43,105
58,40,61,66,206,59,166
53,40,60,51,191,52,97
46,40,60,45,149,42,111
45,43,62,50,110,51,86
45,45,60,52,108,52,90
45,44,53,42,109,41,53
46,43,49,42,100,41,51
46,42,48,40,97,41,65
47,41,46,43,97,53,64
54,41,43,41,99,45,70
49,40,41,51,99,51,111
48,40,43,63,110,56,125
46,42,50,61,122,55,115
43,41,50,52,112,56,105
43,42,48,61,129,59,146
47,42,53,55,162,68,138
48,39,54,51,172,56,154
48,42,52,55,162,53,108
47,42,49,55,127,43,79
43,42,47,51,97,37,77
42,38,48,39,107,37,76
44,41,54,35,136,55,133
45,43,46,42,149,43,112
45,44,50,45,117,44,102
46,44,50,48,101,47,111
51,43,47,46,108,41,87
53,43,47,41,123,43,70
54,41,44,42,114,35,51
54,42,39,52,99,29,37
55,42,39,53,78,27,33
53,42,37,56,73,24,34
50,42,38,53,79,27,43
51,44,40,56,86,18,23
44,42,42,43,70,24,30
43,44,42,39,60,33,37
41,44,41,47,56,34,52
37,43,41,49,52,35,46
37,39,39,40,46,21,22
39,37,36,41,51,23,32
38,34,30,37,41,26,41
37,37,24,45,33,19,27
36,41,23,49,13,13,9
37,40,22,47,20,16,13
37,41,20,38,20,12,9
38,40,20,35,33,11,10
38,39,23,34,44,8,5
36,40,23,32,34,7,0
37,39,22,24,26,14,4
38,39,23,28,26,18,9
37,38,25,29,42,17,18
35,39,25,34,39,20,24
34,40,23,34,39,15,15
34,39,23,28,31,17,16
35,41,21,30,32,20,34
38,42,20,35,28,14,20
38,40,19,27,26,18,16
39,38,24,35,31,17,19
43,37,24,41,31,20,24
40,37,26,32,37,18,17
