"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
47,59,41,37,31,31,13
48,58,42,46,39,43,20
48,59,42,52,50,52,32
47,56,43,49,55,59,47
47,56,44,65,67,59,68
48,57,42,66,76,55,71
44,56,43,57,86,50,65
45,53,43,56,87,40,58
44,55,42,56,84,35,52
49,54,40,59,83,30,50
53,52,39,60,87,31,39
55,50,38,83,86,35,74
55,49,36,71,97,40,99
51,49,34,58,97,40,89
50,44,36,49,113,29,58
50,47,36,61,105,35,58
51,46,37,40,95,33,50
50,49,37,47,73,31,32
48,49,38,52,71,36,40
46,49,38,52,56,40,54
45,49,36,55,55,43,54
46,47,36,51,53,44,48
48,47,38,59,63,31,39
49,47,40,60,64,43,79
50,46,42,68,104,55,144
47,50,45,73,123,64,140
48,54,47,68,129,55,81
49,56,46,66,136,58,90
51,59,46,67,123,67,108
53,60,49,77,130,63,146
55,59,47,75,116,50,120
59,61,48,71,115,59,128
63,58,50,81,104,67,158
69,57,55,74,146,67,109
68,61,53,92,189,57,107
67,61,55,100,220,67,166
67,63,58,94,222,83,210
67,64,60,103,222,95,277
67,61,63,97,193,101,239
65,62,65,91,193,101,193
66,65,63,80,232,85,231
66,65,64,78,228,74,140
65,61,66,85,202,65,137
64,59,67,94,175,67,142
64,61,65,94,155,64,120
64,62,65,100,144,68,139
61,65,62,95,160,70,153
61,65,60,88,183,66,175
65,66,59,91,165,68,153
66,67,59,92,200,70,155
67,64,63,90,225,77,164
71,64,61,103,202,85,181
75,62,62,105,171,82,169
71,62,62,99,175,81,134
67,61,64,91,178,76,136
68,58,67,82,200,69,129
66,56,64,70,177,49,91
66,54,60,67,142,45,55
67,52,60,69,117,42,45
62,52,61,77,108,50,68
61,49,59,60,113,59,75
60,47,54,55,107,54,79
59,45,53,50,119,55,93
59,44,53,60,121,60,95
55,45,51,58,122,57,116
55,48,50,60,114,56,103
51,47,47,55,129,56,111
47,47,45,58,142,47,102
47,49,43,71,149,53,150
49,51,44,82,204,67,308
51,50,44,78,272,62,376
53,50,44,50,306,49,217
57,49,46,62,270,35,151
59,48,46,60,202,35,100
61,50,49,53,156,38,91
59,52,57,58,122,48,70
62,53,59,71,119,53,80
63,51,59,76,133,55,117
64,50,59,78,165,60,134
58,48,58,69,182,55,162
56,49,54,66,206,53,176
57,51,50,66,159,37,63
59,52,51,61,113,38,38
59,54,53,57,94,50,46
57,53,54,52,78,59,43
56,56,56,53,89,60,48
58,59,56,76,99,72,91
58,59,57,99,108,85,140
60,60,58,103,125,86,154
63,63,59,93,121,80,124
64,61,59,80,122,65,69
67,60,65,72,158,53,73
64,58,65,51,131,40,47
61,59,61,63,101,40,59
59,57,58,75,97,42,68
60,57,53,72,101,38,65
60,58,49,75,129,48,138
59,55,46,75,122,43,88
58,53,50,76,123,35,64
59,55,53,89,116,46,82
60,54,51,91,118,63,120
60,53,54,70,119,65,101
57,53,57,57,124,66,74
57,54,56,47,106,61,70
55,51,58,38,110,50,47
48,47,59,44,96,50,51
48,48,55,54,104,61,93
42,50,48,53,115,56,102
41,48,44,48,107,65,134
37,49,35,39,86,48,80
34,47,35,38,68,36,63
33,53,35,42,66,39,87
35,49,40,41,78,42,77
37,49,36,42,73,34,61
36,51,31,36,56,28,43
35,50,33,46,61,38,82
39,50,32,56,80,60,219
43,51,32,55,89,70,214
50,55,35,52,90,56,138
50,57,40,51,90,51,96
52,58,43,58,86,49,52
51,54,49,49,102,56,72
53,54,49,59,101,65,73
56,54,48,62,121,63,120
52,55,49,70,130,73,159
51,55,51,66,153,70,147
52,56,50,73,141,65,139
54,54,50,79,133,50,97
56,54,52,66,117,54,68
61,51,51,69,106,45,61
60,53,50,67,96,55,74
62,50,50,75,115,61,117
60,51,49,70,136,65,148
57,53,53,70,127,61,159
57,52,52,60,138,64,128
55,49,55,59,114,60,122
58,50,53,69,110,58,96
57,48,52,62,113,55,82
58,46,52,54,116,65,93
55,47,56,49,136,68,91
55,48,56,58,129,68,106
56,45,55,63,134,71,140
56,47,54,75,128,71,147
60,48,50,75,122,75,155
62,46,47,61,124,58,126
63,46,44,61,82,44,64
62,48,46,73,74,42,66
55,51,45,76,60,49,49
54,53,44,65,69,50,63
56,52,45,51,84,40,38
55,50,45,49,88,20,18
54,50,41,60,80,19,22
55,50,42,60,59,24,20
52,49,41,57,46,30,31
50,47,41,49,49,31,33
50,47,42,47,65,34,41
50,47,42,56,75,32,48
48,47,41,53,81,37,57
47,51,41,62,88,44,89
48,50,41,51,97,46,95
48,50,43,55,94,63,105
51,51,42,57,87,57,87
51,50,45,47,87,44,53
52,48,49,50,82,42,40
52,46,49,46,81,32,43
49,45,49,52,58,28,26
50,45,47,58,58,32,32
51,46,45,67,66,45,65
48,46,43,75,89,52,131
50,47,45,70,102,59,165
51,52,51,65,135,56,138
55,51,52,74,140,56,134
50,50,49,66,126,46,89
46,53,47,70,100,54,101
43,50,47,66,91,54,114
46,48,42,65,108,46,105
50,45,38,58,99,43,95
49,48,39,55,91,48,78
50,49,38,69,90,39,69
48,48,41,64,108,39,88
52,49,40,58,104,35,81
50,45,44,55,100,46,88
51,45,42,61,93,51,106
48,45,43,55,89,45,86
48,48,44,48,116,44,89
47,49,50,58,133,45,119
44,46,51,56,155,48,142
48,49,51,61,173,48,125
46,50,48,49,163,43,85
44,51,45,43,143,56,94
45,50,45,49,116,51,73
47,49,44,54,113,41,54
