"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
53,45,52,41,46,41,30
57,46,54,46,55,47,31
54,47,54,53,73,50,50
52,48,54,50,91,46,64
53,48,54,58,106,62,97
53,48,52,67,100,56,76
57,51,54,69,107,62,85
62,54,53,84,121,64,108
63,53,52,75,125,51,90
67,53,53,80,139,45,77
68,55,60,77,166,56,106
70,52,62,93,181,57,140
64,52,63,73,169,56,95
61,50,63,71,146,54,87
57,51,60,72,100,64,77
55,52,58,79,76,67,79
55,50,54,101,95,67,140
57,48,53,99,111,66,198
56,46,47,112,126,62,212
58,49,47,107,164,63,258
61,50,48,107,228,58,235
59,50,50,89,229,55,174
60,49,47,93,175,58,184
61,53,50,108,157,62,198
63,53,50,105,148,67,223
62,55,50,112,136,70,215
66,57,49,95,145,73,163
69,59,50,86,153,70,142
71,61,59,94,172,78,179
73,58,61,80,178,76,158
73,58,65,76,172,62,135
71,59,68,74,192,67,185
69,55,71,73,196,57,198
69,53,70,65,148,59,115
68,51,71,68,141,63,110
68,52,68,59,143,62,69
65,52,65,63,145,56,86
65,51,64,67,179,61,141
66,48,67,87,223,68,201
66,48,64,90,206,73,198
62,48,65,80,208,69,169
59,47,64,72,209,70,178
54,47,60,61,202,49,128
56,49,60,66,175,48,100
58,48,59,64,152,55,91
61,48,56,55,139,56,86
60,47,54,44,112,44,43
62,44,57,44,130,33,31
59,44,54,56,142,37,86
54,42,53,52,126,38,76
56,41,55,49,116,42,75
54,43,53,53,107,44,76
53,43,53,50,104,44,68
56,44,59,40,144,52,80
60,45,60,43,157,63,105
58,47,63,47,160,63,113
57,47,64,55,162,62,108
60,47,64,62,152,58,102
61,48,66,80,160,68,139
62,51,67,87,193,69,148
62,51,69,93,191,68,117
64,53,68,100,200,80,200
64,51,68,85,208,77,172
66,53,68,94,227,83,209
67,55,71,86,205,93,225
70,54,72,87,207,83,142
72,50,76,77,241,74,126
71,47,81,76,260,59,126
70,47,82,85,262,74,180
71,49,81,69,239,73,152
68,48,83,73,202,81,93
71,50,86,81,196,92,124
69,53,83,92,199,90,184
71,51,84,89,225,88,215
75,51,85,90,256,90,213
76,53,82,85,250,97,205
76,53,88,89,274,112,234
76,52,86,89,313,106,323
75,53,89,87,350,97,353
71,53,84,72,303,89,208
70,54,84,93,330,90,232
68,55,80,104,337,93,287
70,56,71,98,352,75,259
72,58,72,99,364,73,271
74,58,68,94,386,66,299
74,58,69,88,373,76,282
75,56,71,78,330,82,171
76,56,71,84,279,91,212
74,57,74,77,249,92,169
75,56,74,73,263,91,223
76,56,77,80,287,84,228
70,57,79,81,271,77,165
72,58,82,92,251,82,134
73,56,81,93,229,94,148
72,56,76,90,206,84,133
75,54,76,94,205,85,143
72,50,74,92,179,70,141
72,48,71,86,181,66,167
66,48,69,78,168,68,156
62,47,65,87,157,60,135
59,46,62,85,140,76,165
60,48,62,68,152,86,179
61,51,57,67,168,75,132
60,50,58,67,164,59,104
61,50,58,70,148,64,109
63,51,58,76,166,58,115
61,49,58,58,175,46,72
60,45,54,58,170,45,106
61,44,52,63,168,39,102
55,44,50,51,172,31,121
52,45,48,58,122,34,65
55,45,50,57,91,32,43
55,47,52,52,92,40,52
57,47,51,64,97,43,51
57,48,52,65,124,46,59
58,46,60,49,139,45,71
59,44,60,44,140,44,67
58,44,59,43,98,37,34
57,41,60,51,90,41,51
44,46,59,46,72,39,24
40,44,60,47,80,38,25
46,46,55,52,91,36,41
45,49,52,52,92,35,46
48,51,55,49,110,41,50
53,51,60,64,149,47,99
56,50,56,64,171,59,113
57,48,55,60,171,54,85
51,48,52,67,130,44,67
53,51,51,65,122,43,62
52,53,51,61,127,37,51
53,54,50,53,129,30,34
57,51,55,46,154,49,52
56,51,55,45,148,49,60
54,52,59,54,136,47,65
52,52,57,56,129,48,65
52,50,57,61,119,43,59
55,49,47,63,108,41,67
53,45,52,48,108,40,49
52,47,55,50,107,37,46
49,46,56,45,95,45,71
47,46,50,50,98,49,85
44,46,43,56,76,45,73
46,44,40,63,67,43,66
46,45,36,75,70,61,102
44,45,38,63,101,55,56
43,45,38,49,103,49,58
41,45,38,41,85,33,48
41,44,35,38,57,26,34
41,43,31,47,53,14,18
43,42,33,51,71,25,59
42,43,33,56,81,42,140
41,40,31,45,60,43,66
37,38,30,35,56,30,53
35,36,29,35,46,26,39
34,37,24,31,42,18,33
30,38,26,24,32,15,14
30,38,24,33,23,13,17
37,39,26,40,24,19,24
46,41,22,44,32,21,26
51,44,24,46,52,30,42
53,42,29,46,69,37,73
57,43,36,52,73,60,57
61,39,43,47,101,56,63
61,43,44,61,100,62,66
55,43,51,71,129,55,69
57,44,52,79,140,47,92
