"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
49,55,50,48,29,37,17
52,57,54,60,45,38,22
53,54,57,61,53,51,36
55,55,59,67,75,74,84
52,55,58,68,79,82,97
53,54,60,55,91,62,60
56,53,56,62,107,60,89
58,50,57,54,94,49,61
60,49,59,64,100,51,65
61,48,62,67,110,57,77
59,48,64,71,124,69,108
58,50,65,69,123,67,88
57,49,62,65,150,61,128
55,48,62,64,176,69,207
56,48,62,63,190,72,288
57,45,64,58,174,74,215
57,45,65,44,166,62,117
58,46,63,32,193,51,83
57,45,66,34,209,48,76
54,44,66,37,175,47,75
55,42,64,53,159,54,90
56,47,62,69,174,78,250
54,47,62,81,190,94,390
52,47,62,78,250,87,424
52,48,58,77,242,82,485
53,46,57,64,200,69,283
49,48,55,51,164,64,158
49,47,51,48,145,45,85
47,47,50,49,120,42,73
46,50,50,49,141,52,128
45,50,45,42,138,36,91
45,49,49,36,120,32,53
50,46,44,43,98,31,41
54,46,44,47,102,23,31
51,44,45,35,89,28,43
49,48,45,45,84,38,55
50,49,45,39,91,43,38
47,52,44,48,99,41,48
49,53,42,55,120,38,120
48,56,46,53,108,37,69
49,56,48,53,96,30,47
47,57,49,47,80,46,48
46,59,46,45,83,55,64
49,57,51,51,109,52,86
52,55,56,58,131,39,65
56,55,58,56,139,39,51
54,52,60,45,122,42,41
53,53,60,59,116,47,74
49,52,57,49,121,44,77
47,50,57,47,129,53,88
48,50,59,50,130,50,80
48,50,60,41,132,47,28
47,50,60,39,138,39,28
47,49,60,44,133,34,38
46,48,60,56,105,27,32
46,47,58,51,86,35,46
45,46,56,52,97,43,73
47,46,56,45,101,40,59
45,50,55,43,90,44,62
47,49,56,42,70,43,52
50,47,56,49,77,54,68
47,46,55,57,86,51,64
44,46,54,44,80,54,56
45,47,58,47,88,51,46
42,45,61,39,91,39,24
45,43,63,43,90,32,38
43,43,63,40,98,49,64
45,41,62,40,101,52,48
46,40,65,30,94,52,34
47,39,61,23,81,46,19
44,38,62,22,77,52,34
41,39,58,31,74,50,53
39,40,52,37,56,45,44
35,39,44,41,58,40,51
36,42,43,50,68,46,104
35,42,42,57,92,46,138
35,42,40,48,97,42,96
34,43,42,35,89,49,81
34,44,41,31,78,43,58
32,47,40,27,72,38,58
28,49,39,28,60,26,41
28,51,39,29,50,22,8
32,50,39,37,46,34,23
36,51,41,32,61,45,20
34,48,42,23,59,25,16
34,47,44,31,55,17,16
34,48,45,34,50,46,37
32,51,45,34,49,58,55
33,52,45,36,55,47,38
39,52,45,49,52,41,26
40,53,47,57,62,41,58
39,52,47,46,57,37,54
37,51,45,38,53,45,44
39,52,44,43,56,45,51
41,50,44,57,57,49,52
46,51,44,61,53,35,28
47,53,40,75,61,38,46
46,55,43,57,72,42,59
47,51,47,48,64,47,48
47,48,48,46,68,44,37
48,49,51,44,58,48,30
48,50,53,46,78,48,46
50,50,51,52,90,48,64
49,47,56,60,97,39,80
51,47,60,47,111,47,65
52,47,57,55,123,66,101
46,47,58,51,122,60,124
44,45,58,55,126,53,124
43,46,55,46,119,43,84
38,45,52,39,99,36,59
37,44,50,45,87,42,65
36,46,45,54,73,56,97
40,47,48,62,70,64,129
39,47,48,69,65,71,112
45,48,45,66,91,71,148
46,48,40,54,85,46,86
47,47,46,52,122,37,64
46,48,50,45,139,30,38
49,49,53,46,113,38,61
45,49,55,40,82,47,49
47,48,49,30,71,55,55
49,46,47,42,91,41,55
48,46,51,58,122,36,91
49,46,51,56,115,39,89
49,49,49,60,103,49,94
53,50,50,78,129,64,179
52,50,51,65,134,55,82
56,54,52,66,141,46,57
56,51,56,59,127,52,55
56,53,58,63,115,71,92
59,52,58,70,103,68,115
54,52,56,54,89,57,69
52,52,57,50,79,41,45
51,52,57,42,65,43,21
51,52,53,47,67,41,29
53,52,53,52,64,35,27
54,51,49,51,79,36,38
58,50,51,65,105,43,54
58,43,54,45,126,40,48
55,42,52,45,114,31,25
50,40,49,40,82,31,28
45,36,47,45,76,28,37
42,36,46,40,72,34,25
42,39,45,40,74,36,40
42,44,46,43,87,38,65
43,46,46,48,89,42,78
47,48,49,65,93,44,70
54,47,49,77,101,42,102
54,47,50,76,106,45,107
52,48,52,49,106,71,142
55,49,62,70,207,92,338
58,50,67,75,234,70,252
59,51,69,77,232,52,170
57,53,70,89,207,49,99
57,52,69,81,173,67,143
57,49,70,73,184,76,160
56,47,70,76,208,82,168
55,49,71,64,199,77,172
57,47,70,60,174,63,137
58,47,66,67,140,61,94
56,47,67,78,133,59,104
54,46,65,70,134,61,116
56,46,63,54,146,58,108
58,46,66,61,160,55,96
57,44,64,55,153,56,83
56,43,58,58,149,44,65
54,43,55,57,136,43,73
56,42,51,72,124,43,105
57,39,51,59,133,45,100
47,41,46,59,126,48,147
43,43,49,50,141,55,148
40,44,48,54,159,58,178
40,47,45,54,191,56,236
37,48,48,47,213,52,162
40,49,47,38,206,49,79
42,48,50,39,191,40,75
42,50,49,41,159,33,66
44,49,50,53,131,45,69
48,48,53,69,136,53,104
53,49,54,71,167,64,159
54,50,53,71,187,69,248
56,47,58,53,171,69,186
57,47,62,43,155,56,118
55,48,63,38,159,45,70
50,48,59,34,132,46,41
45,48,58,47,108,42,65
49,41,58,42,95,48,67
47,39,54,37,80,55,75
39,37,47,34,72,46,56
35,39,41,39,57,41,82
34,43,44,37,57,56,60
33,46,43,43,69,61,79
30,45,41,33,63,46,67
31,47,39,21,62,44,50
28,46,34,19,44,32,22
31,46,32,20,38,18,24
31,47,30,24,25,15,10
28,45,32,28,12,12,7
29,46,27,23,14,15,11
30,49,26,28,23,24,19
