"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
48,39,55,44,43,36,16
48,40,56,37,46,40,20
45,41,59,39,52,46,29
44,39,59,37,68,60,42
47,41,57,40,86,47,38
48,41,55,44,88,51,54
47,44,55,60,76,53,81
44,44,55,66,89,57,101
44,46,52,65,96,49,82
43,48,54,62,102,41,54
44,49,56,62,114,50,94
45,49,58,65,131,41,94
46,47,59,52,157,53,119
48,48,59,57,149,59,136
45,49,59,63,146,61,159
44,50,56,79,137,65,131
46,49,54,68,169,73,146
45,49,51,53,184,62,164
48,50,51,54,163,54,117
50,48,53,45,150,41,59
53,49,56,50,130,41,71
54,49,60,51,119,61,93
49,50,67,57,104,55,62
51,49,65,59,104,48,49
53,46,58,64,123,49,79
55,46,62,69,148,64,123
57,43,62,61,160,59,145
57,40,66,65,163,62,157
59,42,68,67,125,69,108
55,44,66,75,136,83,146
55,43,67,78,159,93,155
59,46,70,73,214,90,175
62,45,68,73,248,71,181
63,44,69,74,239,67,162
62,44,75,73,235,61,159
61,45,74,77,209,49,137
59,44,72,77,210,45,151
61,46,73,76,237,57,177
58,44,70,52,222,57,96
53,43,69,39,188,52,83
50,47,62,43,144,49,63
50,47,51,44,105,43,63
52,45,52,46,96,51,82
54,46,57,50,95,71,99
55,44,58,54,106,63,110
57,44,62,59,142,62,118
59,43,67,63,163,57,103
60,40,69,61,191,46,80
55,41,70,51,181,40,46
54,42,68,49,147,47,55
53,40,69,54,116,49,69
50,39,65,55,103,57,69
51,38,63,53,84,57,55
50,37,62,39,95,48,47
50,37,60,38,100,38,27
41,38,56,25,86,27,12
43,40,57,38,111,29,50
40,42,58,38,90,38,55
39,42,54,36,84,33,32
38,41,50,48,71,40,37
43,41,53,46,90,45,57
45,44,53,49,92,51,72
44,45,54,49,94,45,42
44,46,57,37,98,30,26
43,44,58,42,104,33,47
44,42,58,43,96,36,37
45,45,54,52,103,29,61
46,43,53,54,108,33,71
51,43,53,56,102,39,67
51,43,53,47,101,39,64
50,44,49,53,90,41,66
49,45,48,74,104,48,99
46,44,47,77,121,45,112
48,48,46,68,131,40,103
49,50,49,58,130,45,72
52,49,50,57,145,45,49
54,52,57,71,168,54,116
57,53,60,77,213,82,269
60,52,63,51,259,65,153
59,52,67,46,310,45,88
59,52,62,45,272,41,105
58,50,63,48,208,64,129
59,53,65,64,186,86,145
62,49,68,71,176,77,166
62,51,71,64,176,76,136
61,48,73,70,189,79,129
63,48,76,68,207,87,194
62,51,80,78,303,96,304
62,51,80,83,336,95,332
63,51,82,59,270,60,118
67,50,86,67,273,52,101
69,50,83,88,203,72,147
61,47,82,58,176,89,135
60,45,79,50,168,82,99
58,44,77,46,152,71,84
53,44,73,43,163,49,35
50,44,70,42,146,39,17
46,43,64,38,109,43,40
45,47,61,46,96,43,54
45,44,57,38,82,41,34
44,43,51,36,80,34,18
42,43,51,33,76,30,18
38,42,50,30,78,35,31
35,39,48,37,57,37,31
35,39,48,36,57,31,24
37,37,47,33,61,38,30
38,35,44,23,64,29,21
40,39,44,22,65,27,16
42,38,44,28,59,28,22
49,41,42,50,52,29,34
48,40,47,40,69,34,47
52,39,53,36,106,40,36
52,38,53,37,118,30,41
52,36,54,39,138,41,89
50,35,52,45,129,43,117
48,38,52,48,130,42,122
43,40,49,52,117,48,100
44,42,48,48,131,63,137
44,40,42,57,135,64,134
49,42,39,55,141,49,79
49,44,41,63,124,35,66
49,43,45,59,98,35,60
50,46,50,55,88,43,63
51,46,54,68,89,49,59
54,44,55,66,111,56,77
56,47,56,77,135,61,97
59,49,57,79,143,73,141
60,51,56,65,149,75,157
61,51,58,77,169,77,192
62,52,56,79,188,75,197
62,51,58,75,195,61,139
63,50,62,78,203,60,141
62,51,62,81,194,59,135
61,52,65,74,159,71,125
61,52,64,65,143,70,124
56,49,60,59,123,62,107
52,48,61,64,109,62,73
55,48,58,54,109,65,72
57,47,56,59,112,58,63
59,46,58,59,118,55,68
60,47,60,62,113,52,61
56,43,64,65,106,71,90
53,44,67,69,117,74,104
53,45,64,57,140,65,85
56,43,63,48,160,65,80
53,41,61,44,139,53,70
49,40,60,31,101,45,31
49,36,60,40,101,36,52
48,36,58,43,88,32,40
45,35,54,44,74,24,18
45,36,50,42,65,26,20
46,37,45,50,62,34,41
45,40,45,58,69,30,32
46,39,45,54,85,35,69
42,41,44,46,78,35,51
41,40,44,34,87,45,52
39,43,44,33,86,43,56
41,42,44,36,75,35,23
39,41,49,29,68,34,30
40,43,48,27,69,44,48
41,39,48,35,96,40,75
40,39,47,34,100,40,76
42,41,51,36,99,43,61
41,44,50,41,105,35,43
46,42,54,42,120,40,50
49,40,60,55,112,34,58
47,38,67,60,136,44,102
48,40,63,67,151,60,165
49,40,62,65,179,54,119
50,40,63,60,186,51,100
55,40,68,72,200,85,219
55,39,64,70,186,87,232
53,40,57,53,196,67,186
53,39,57,48,191,56,157
53,34,59,45,175,47,136
51,37,61,57,164,53,116
51,36,59,46,150,53,111
47,36,63,39,147,59,104
46,35,63,49,131,65,119
51,34,65,56,179,70,134
53,37,71,49,199,74,145
53,35,72,44,167,71,117
