"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
51,48,46,40,30,36,17
50,48,43,43,36,35,23
53,49,44,56,36,28,27
53,44,45,53,46,38,30
53,42,45,49,62,43,48
55,43,48,55,73,41,60
57,45,48,58,82,41,75
58,46,53,59,89,41,45
59,47,55,65,106,37,46
59,48,59,56,121,45,59
61,48,62,63,125,46,85
66,48,61,73,142,43,67
64,47,60,75,151,37,76
63,48,62,81,166,46,104
64,48,64,76,185,60,130
66,48,67,69,230,64,126
66,47,66,58,249,52,109
64,50,70,51,239,51,101
64,49,71,59,232,43,97
65,48,73,72,193,45,116
65,47,72,73,165,54,103
62,47,69,52,174,64,112
61,47,63,57,196,50,76
61,50,63,58,202,48,94
64,48,60,57,178,66,108
65,47,60,68,164,70,119
65,48,61,69,159,70,129
66,49,65,75,161,66,125
69,47,67,75,182,62,119
67,47,65,64,156,68,108
61,45,64,55,165,64,94
62,45,68,57,206,69,134
60,46,64,54,179,64,125
61,48,59,66,161,60,110
59,49,61,69,169,65,138
59,51,63,63,183,80,177
60,54,67,58,203,77,136
64,53,67,59,201,65,104
66,52,67,65,184,66,94
65,51,69,67,152,54,50
61,51,69,65,139,60,77
58,52,69,67,138,62,93
59,50,67,64,149,64,92
59,50,66,70,159,82,129
57,48,66,65,163,79,132
58,48,68,48,219,62,85
57,49,69,36,265,58,79
55,51,63,54,150,56,94
53,52,60,84,130,79,209
51,52,59,72,132,81,179
48,51,57,47,121,62,72
45,51,58,41,98,50,38
44,52,57,40,82,49,47
42,54,49,41,66,46,38
42,50,46,37,59,42,32
45,50,44,40,49,51,36
43,50,46,50,61,50,40
46,49,48,56,81,47,49
48,49,48,48,90,51,56
52,51,54,48,156,50,72
53,49,58,42,185,41,93
54,47,61,36,163,37,61
55,48,60,49,123,29,42
58,47,64,57,178,44,135
54,48,65,61,188,61,163
60,48,65,58,190,65,144
58,48,66,47,174,79,112
59,46,68,49,168,71,88
55,48,67,54,168,53,130
55,48,63,63,148,44,104
52,50,60,66,131,51,67
50,49,57,62,126,56,88
50,48,55,60,122,55,76
49,46,56,55,102,48,51
47,45,54,46,88,45,43
45,44,56,40,82,34,22
46,45,54,48,88,32,38
44,46,54,37,81,25,33
42,47,51,38,76,28,31
38,48,46,34,56,38,34
40,50,44,38,58,40,41
41,50,39,47,60,37,44
43,50,33,63,50,28,36
47,51,30,80,55,30,67
48,51,30,69,55,32,61
51,50,35,65,74,43,73
56,50,40,61,95,43,53
55,50,43,61,105,44,50
52,50,44,57,87,37,51
50,50,45,51,103,46,69
55,47,44,53,107,45,90
57,49,49,55,135,55,134
56,49,51,59,174,57,126
58,51,57,56,212,52,83
57,52,58,81,190,49,94
57,47,61,72,169,58,129
56,47,61,64,151,61,123
52,48,61,61,130,69,122
52,51,60,54,144,69,103
54,52,59,46,140,63,94
57,50,55,50,137,58,90
60,47,56,65,140,49,83
59,46,58,60,126,56,72
54,47,58,58,128,60,94
57,48,59,58,119,66,147
58,48,61,65,159,81,184
60,48,59,97,181,101,302
58,49,59,107,195,95,343
57,47,58,76,195,74,197
57,47,60,66,209,81,185
58,48,62,82,188,84,215
59,48,56,71,143,73,115
58,48,56,67,146,59,92
55,47,59,55,142,51,89
55,48,61,64,136,54,102
56,48,57,67,121,53,108
55,49,55,67,102,44,75
54,49,51,49,110,46,40
52,51,51,53,107,43,44
53,47,52,56,102,27,26
53,46,53,52,97,30,52
47,47,54,42,83,39,71
47,44,54,40,83,42,68
45,41,57,50,98,43,87
45,43,56,54,104,48,85
41,44,58,45,90,54,84
41,44,55,34,89,44,59
36,45,52,38,76,40,46
39,44,49,36,72,42,44
36,43,44,32,65,37,56
38,43,40,38,80,50,107
37,43,39,43,76,41,94
35,42,38,40,69,29,44
37,43,39,42,63,24,29
37,41,34,38,45,20,25
36,40,35,28,49,17,13
36,38,32,26,47,25,15
34,36,31,25,44,21,11
36,37,32,24,44,22,12
36,40,37,34,52,22,20
40,38,40,36,63,36,45
38,36,39,38,64,39,50
36,36,43,45,72,41,64
35,37,39,45,79,38,76
36,37,35,48,75,40,82
41,35,38,33,88,42,60
39,43,40,32,94,44,46
45,41,39,40,85,39,76
47,40,36,46,65,32,51
47,41,41,46,71,35,56
49,41,44,39,93,31,48
44,42,44,37,86,36,37
38,42,39,33,61,29,27
36,42,40,23,59,29,22
34,42,38,22,40,36,18
35,41,35,30,48,27,24
37,44,31,41,47,33,42
37,44,31,46,43,32,47
45,44,35,54,68,45,80
42,42,37,49,88,43,78
45,45,41,53,112,33,62
48,44,45,50,130,44,67
50,42,46,50,138,33,66
48,39,52,36,119,28,40
46,39,48,37,104,22,30
47,39,47,36,88,29,36
47,39,45,36,78,34,50
43,42,41,43,71,29,45
42,41,39,52,73,41,85
46,44,41,43,80,48,77
51,44,40,41,82,40,58
51,44,43,43,96,30,41
52,45,46,43,106,26,35
51,45,50,49,97,32,55
52,53,50,47,94,42,50
55,54,53,57,98,46,64
60,55,62,71,174,46,90
64,54,67,65,256,40,103
66,53,71,67,263,45,113
68,53,72,82,249,57,226
70,53,73,76,238,78,181
68,54,71,87,260,78,259
64,54,73,97,256,106,384
66,54,75,96,250,125,397
65,51,76,80,299,120,312
66,51,76,78,347,100,303
64,49,71,74,327,84,223
66,49,69,66,326,72,251
67,45,70,67,302,78,320
68,45,73,66,268,74,331
61,43,73,78,257,77,366
59,43,70,70,231,72,203
55,38,68,47,216,50,118
52,39,69,39,179,38,68
51,41,65,42,129,41,45
50,39,65,33,109,30,38
47,40,61,43,100,55,68
48,40,61,64,123,65,143
44,39,58,66,160,83,240
45,39,58,60,202,82,260
