"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
52,41,42,39,35,22,15
50,42,38,44,35,23,39
48,42,37,44,32,27,33
47,43,34,49,34,28,28
49,46,34,51,46,32,38
52,46,35,54,53,34,43
55,48,41,67,61,50,64
55,49,42,77,72,55,85
60,50,46,80,87,53,72
63,50,44,75,106,51,88
62,48,47,73,103,52,92
65,46,49,66,107,41,67
64,48,47,58,97,35,50
63,45,49,54,91,39,63
66,45,48,59,80,41,40
66,48,55,77,97,44,48
67,48,53,87,120,46,74
66,49,52,89,131,60,159
70,46,47,84,126,51,161
68,46,51,90,138,67,194
68,49,60,84,187,90,279
71,49,62,87,208,86,265
72,51,62,79,192,81,199
72,51,63,88,198,74,207
69,49,63,74,191,66,194
66,47,67,72,230,59,194
68,47,68,69,227,43,107
66,49,65,73,215,47,96
70,49,63,81,199,63,127
72,49,64,74,213,64,122
70,50,66,79,215,59,105
67,49,66,81,165,43,82
66,47,70,79,143,46,103
67,49,65,69,130,58,104
66,51,63,64,134,55,93
64,53,64,74,128,62,119
67,53,62,74,130,71,105
71,53,65,79,129,66,84
70,54,64,83,138,80,116
70,52,65,79,149,81,112
71,51,66,79,165,68,105
69,51,65,79,154,57,96
66,49,67,66,164,57,102
63,49,63,61,156,59,75
63,48,60,60,159,66,90
66,45,57,71,128,39,78
61,45,58,61,114,45,66
62,44,54,62,109,41,56
61,39,51,50,112,43,63
61,39,51,38,127,44,48
58,38,51,36,121,33,25
53,37,51,47,100,36,38
50,40,51,54,79,39,36
49,41,49,64,70,44,66
48,45,47,62,74,43,71
52,42,48,48,72,44,37
53,42,49,47,86,47,56
55,44,50,56,112,42,80
62,43,52,60,129,41,76
67,43,57,59,158,40,82
70,43,62,64,178,53,119
69,43,68,71,212,51,151
67,43,68,66,216,52,160
67,41,69,72,186,43,95
67,42,70,67,177,53,86
66,38,67,60,171,47,101
65,37,66,54,164,41,62
65,39,64,50,151,34,26
64,39,66,56,153,41,60
65,38,65,75,154,46,106
64,37,62,87,189,56,224
65,38,63,84,226,55,260
65,37,66,79,248,69,283
67,38,63,64,246,53,169
65,38,57,53,197,44,149
56,36,55,30,144,38,48
53,37,46,28,117,28,46
52,37,46,31,112,25,35
49,40,47,33,93,17,23
46,40,47,31,71,14,15
47,40,45,48,55,22,30
48,41,42,54,59,37,62
45,43,43,57,60,47,77
45,44,43,52,88,46,95
46,43,42,40,109,24,60
46,43,43,35,105,26,40
48,43,39,45,90,21,41
48,43,40,48,69,31,44
47,44,39,59,78,32,57
50,41,40,60,89,39,89
51,41,41,67,90,39,79
50,43,42,72,108,45,111
52,44,43,90,135,46,144
52,44,48,66,173,51,184
53,44,49,63,171,52,177
54,44,53,56,168,54,115
57,44,56,52,178,52,94
58,45,54,56,172,43,72
61,45,53,63,164,45,77
62,47,54,78,144,55,97
63,46,58,90,150,68,129
60,45,61,84,168,63,131
55,45,61,72,142,58,108
56,41,60,66,129,60,106
56,44,60,62,133,57,91
56,44,62,68,130,70,136
55,42,60,76,138,79,164
61,44,61,78,185,75,198
62,45,62,69,218,75,216
61,43,62,67,198,60,160
62,43,59,55,174,44,105
62,43,62,56,172,51,79
64,43,67,59,193,62,136
63,44,67,58,178,72,157
64,46,68,71,195,73,204
64,47,68,69,209,72,186
60,47,69,63,195,66,168
