"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
63,46,39,52,42,29,22
61,43,40,50,47,25,14
61,39,41,51,45,26,22
59,41,40,61,52,24,30
62,43,42,69,65,31,46
64,43,45,52,74,36,41
59,42,43,59,75,39,62
62,43,45,65,84,38,47
62,44,49,59,107,43,69
62,43,52,52,103,38,51
59,42,53,39,94,29,33
58,40,51,53,71,35,46
54,38,48,45,71,29,33
50,38,48,38,91,38,53
48,39,43,38,102,29,53
48,39,42,40,70,25,34
45,42,43,39,53,32,44
46,42,37,40,53,31,52
47,42,37,35,64,41,73
53,43,36,45,88,32,53
57,46,37,57,94,33,85
56,41,41,55,110,43,100
58,41,49,69,108,56,155
61,40,49,67,145,60,230
61,40,51,64,188,63,277
64,39,55,61,245,50,224
65,40,59,56,264,52,134
65,41,59,71,276,57,192
67,41,59,77,302,62,319
67,45,60,75,276,60,230
67,46,59,77,220,60,193
68,47,61,78,224,58,196
64,48,64,83,221,70,200
67,45,63,81,229,64,163
66,44,64,79,235,60,189
68,45,63,82,247,61,218
69,45,61,82,263,65,246
67,44,60,78,271,57,226
74,44,56,83,248,49,175
75,47,62,84,217,51,145
79,47,66,88,214,51,136
78,46,66,85,205,62,129
80,46,64,105,206,54,126
79,47,64,114,234,54,161
80,45,63,109,282,54,158
79,41,67,92,305,56,188
74,42,67,91,257,59,184
70,39,68,82,231,61,150
68,41,69,64,224,62,142
65,39,63,55,173,38,81
64,39,63,45,140,31,42
62,40,59,53,94,42,62
58,41,46,63,94,37,70
59,42,44,62,104,46,95
61,42,42,63,103,35,62
58,41,41,68,89,25,39
58,42,39,65,84,37,62
56,38,37,69,116,38,127
54,37,38,65,132,38,128
55,35,41,59,163,33,113
54,34,41,53,150,30,129
52,33,37,44,120,31,97
50,30,37,42,99,24,56
44,30,31,24,68,16,13
38,29,28,25,50,19,15
32,29,25,27,38,17,25
32,29,26,25,37,20,23
34,29,24,27,37,19,39
34,33,25,29,44,12,28
33,33,26,20,53,9,8
33,34,26,18,52,9,6
33,33,25,17,38,8,6
35,33,24,28,27,7,10
40,35,21,31,26,7,9
42,35,31,31,65,12,23
51,37,45,41,131,29,64
54,39,50,47,142,26,56
58,41,54,46,151,40,78
61,42,56,58,165,53,129
68,38,60,69,183,45,104
70,40,64,80,188,40,70
70,39,65,80,181,43,95
