"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
55,59,46,46,34,38,15
55,57,45,52,41,33,18
55,57,46,60,48,32,30
56,56,47,74,54,43,55
54,54,54,84,74,58,86
55,53,53,81,90,63,102
54,55,55,78,97,61,86
53,56,54,83,88,57,83
55,57,52,76,77,69,79
56,57,54,86,95,73,118
60,59,57,93,136,77,146
57,59,60,84,152,78,169
61,60,63,84,171,103,229
64,60,62,94,163,101,196
64,63,63,100,157,101,189
67,62,61,92,151,102,157
70,61,64,93,171,98,154
72,60,66,83,164,88,141
70,61,71,92,169,79,156
68,61,69,98,168,78,157
67,62,65,91,146,72,156
66,61,64,88,129,74,142
67,63,64,84,142,76,137
71,60,67,70,149,79,114
72,59,68,67,152,71,93
72,58,71,69,175,69,109
70,57,73,74,182,76,159
70,55,76,76,174,76,145
70,54,73,76,166,74,118
66,53,72,78,185,67,157
63,52,71,79,162,76,210
62,51,71,64,138,81,166
59,52,65,68,124,79,123
56,52,64,62,122,61,100
54,52,62,55,123,43,75
54,52,61,49,119,41,63
53,49,61,49,108,42,63
51,52,60,50,108,46,56
53,48,58,61,109,55,74
50,47,56,58,109,54,91
50,47,57,61,117,50,100
47,47,56,64,106,45,85
48,48,55,51,101,41,51
47,49,54,46,113,48,71
48,45,50,34,110,38,56
46,48,52,37,103,45,51
45,49,56,36,109,48,59
47,49,54,42,116,50,64
49,49,51,49,107,54,80
51,51,52,60,122,70,130
52,56,53,64,119,69,89
54,56,55,67,113,78,111
56,61,57,79,124,72,111
59,61,57,78,155,79,151
63,61,59,75,172,83,140
61,62,58,90,170,79,139
59,62,57,100,144,80,145
60,66,56,107,133,83,148
60,61,57,85,135,76,133
63,64,62,92,159,73,117
64,64,65,93,169,71,125
66,64,66,82,180,74,117
65,67,59,82,198,73,120
69,68,59,97,198,90,155
73,68,60,104,174,99,218
74,61,59,103,178,102,222
77,60,60,115,215,99,246
75,59,64,117,227,88,275
74,58,63,122,211,93,289
74,59,70,128,267,118,439
71,57,73,118,333,121,422
66,54,70,96,335,87,224
63,52,68,95,300,71,270
61,53,65,84,256,67,231
59,53,62,78,217,67,206
57,54,60,58,176,59,99
55,55,52,49,146,49,53
57,51,46,47,127,39,48
56,47,50,44,124,31,37
56,49,51,42,108,32,43
51,55,55,55,94,45,66
54,56,54,66,116,57,90
54,57,53,54,137,54,94
53,57,55,52,140,41,52
56,57,55,62,125,41,59
58,59,59,57,115,46,56
58,57,61,69,132,45,81
61,57,62,67,150,52,98
64,60,63,89,165,49,123
65,58,63,87,160,53,107
68,59,63,82,135,60,76
69,59,65,87,163,73,126
68,57,65,90,177,82,200
65,56,66,93,199,98,234
62,57,64,89,192,97,233
61,54,65,100,193,108,308
60,55,65,75,199,91,244
58,56,65,66,200,69,204
57,56,66,60,182,61,119
60,62,64,69,172,61,97
58,62,64,64,170,63,80
59,63,66,88,171,91,173
59,61,67,93,190,119,281
64,62,67,102,249,136,413
62,62,66,106,270,140,417
60,69,66,84,263,120,262
64,65,66,81,240,86,186
65,64,70,78,240,81,198
64,63,67,75,220,68,177
67,62,68,67,205,67,103
64,61,71,60,155,54,78
60,60,67,70,132,53,78
58,60,67,71,112,75,95
58,58,69,63,121,72,108
56,57,67,58,130,58,67
55,54,66,64,106,54,63
54,52,64,52,96,51,47
56,50,64,64,116,50,71
53,50,62,59,119,50,70
50,50,70,53,134,54,75
