"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
52,56,48,48,33,42,20
52,55,50,49,29,46,17
50,53,49,49,42,51,37
51,52,48,63,53,58,50
54,48,50,65,74,58,79
56,48,50,64,85,52,64
55,45,50,60,90,57,78
53,46,47,51,114,42,86
54,44,43,44,87,34,48
57,42,44,52,82,34,44
58,44,40,49,83,38,55
62,44,39,54,96,35,51
59,44,35,60,84,29,41
59,42,39,65,79,33,56
62,41,43,70,85,40,97
68,43,41,69,101,37,100
64,45,43,56,90,34,62
57,45,46,57,85,39,55
56,45,45,63,74,46,62
54,47,44,68,76,42,83
49,46,40,62,69,46,86
54,44,34,52,69,34,79
51,46,31,54,62,29,54
45,47,29,38,44,27,23
42,48,23,43,38,29,33
44,51,21,52,44,18,21
44,52,20,60,37,18,30
48,51,23,68,39,23,43
46,48,25,46,32,14,23
47,48,26,44,27,18,17
46,50,29,47,40,26,22
45,52,31,50,36,26,15
47,56,31,60,38,26,21
50,58,29,60,39,27,21
49,57,31,51,46,31,24
51,56,34,61,57,33,40
51,58,36,56,63,46,62
51,54,35,40,68,40,43
53,51,36,38,78,28,26
51,52,36,43,66,23,33
48,51,37,49,55,25,29
46,53,36,49,44,25,26
41,53,34,49,43,22,17
47,55,29,55,29,20,9
47,53,28,53,31,25,14
51,55,34,74,63,32,40
55,53,38,98,108,38,96
57,55,41,91,157,50,200
59,55,41,94,197,58,267
59,59,40,73,192,52,207
58,59,40,74,165,41,142
58,59,38,71,164,43,121
59,60,36,71,157,35,87
63,60,36,78,170,33,97
63,59,35,92,156,35,154
65,57,36,91,121,36,138
68,59,36,70,101,39,86
69,58,38,60,109,35,42
69,56,39,61,125,26,32
68,56,40,60,130,29,49
69,54,43,64,140,31,57
65,55,42,66,121,29,42
56,54,46,70,89,37,69
54,52,35,60,72,31,38
52,52,34,70,69,28,57
52,49,32,73,83,36,130
49,51,31,68,100,44,194
40,48,32,45,87,48,135
40,50,31,43,90,36,97
42,49,22,42,36,19,30
38,49,20,49,34,18,41
44,51,25,60,48,37,77
49,48,31,62,74,36,85
53,45,33,57,95,33,85
55,44,39,46,124,29,57
56,43,46,49,146,31,46
54,44,46,61,131,35,92
50,43,46,61,136,47,149
50,45,48,60,151,53,143
50,46,48,52,138,49,98
51,48,45,52,107,43,67
50,46,45,40,97,40,59
50,47,44,47,75,32,35
51,50,35,53,57,21,26
51,51,26,49,45,16,15
52,51,24,46,36,10,7
53,52,20,45,28,11,11
58,56,32,59,60,32,52
62,59,41,71,134,53,138
65,62,44,75,197,54,171
65,61,46,84,207,58,208
65,64,47,94,207,51,163
68,59,48,123,171,49,143
69,53,46,112,131,48,105
65,57,48,101,95,47,101
59,58,49,95,89,52,101
60,56,40,90,88,43,82
60,58,36,78,75,40,54
63,56,34,76,58,27,47
66,56,34,83,48,29,37
62,55,35,69,62,35,58
58,53,37,65,80,39,80
59,52,38,70,84,36,68
57,52,38,74,98,49,107
54,53,37,86,102,52,134
52,52,38,84,102,63,131
52,57,39,85,107,69,139
48,60,38,85,101,62,133
49,59,37,85,113,60,130
52,57,33,86,125,58,170
54,56,36,75,132,60,154
55,56,38,70,126,52,121
57,58,44,81,119,45,95
54,59,42,73,101,43,81
55,56,40,65,99,58,90
53,60,41,70,114,50,91
52,64,41,78,134,53,140
53,62,41,65,126,46,114
52,63,42,57,118,59,101
55,62,40,63,105,63,108
58,60,39,77,97,60,122
59,59,39,87,88,65,113
60,59,40,95,99,63,118
60,59,37,113,107,50,117
61,60,36,83,100,46,72
62,58,36,73,103,37,46
68,59,45,87,106,52,84
68,55,53,90,121,61,109
68,56,54,99,142,71,171
70,57,49,98,169,57,181
68,57,50,89,174,56,141
72,54,52,80,174,58,143
